ortholog_1 gene-HOLleu_00014 AFI21291.1
ortholog_8502 gene-HOLleu_39124 AFI20296.1
ortholog_8503 gene-HOLleu_39129 AFI30901.1
ortholog_8504 gene-HOLleu_39136 AFI08190.1
ortholog_8505 gene-HOLleu_39138 AFI30346.1
ortholog_8506 gene-HOLleu_39139 AFI31806.1
ortholog_8507 gene-HOLleu_39140 AFI10178.1
ortholog_8508 gene-HOLleu_39144 AFI16159.1
ortholog_8509 gene-HOLleu_39149 AFI14545.2
ortholog_8510 gene-HOLleu_39163 AFI18465.1
ortholog_8511 gene-HOLleu_39167 AFI10010.1
ortholog_8512 gene-HOLleu_39174 AFI14456.1
ortholog_8513 gene-HOLleu_39176 AFI16578.2
ortholog_8514 gene-HOLleu_39178 AFI00815.1
ortholog_8515 gene-HOLleu_39199 AFI31627.1
ortholog_8516 gene-HOLleu_39226 AFI14824.1
ortholog_8517 gene-HOLleu_39231 AFI15478.1
ortholog_8518 gene-HOLleu_39233 AFI12762.1
ortholog_8519 gene-HOLleu_39240 AFI10323.1
ortholog_8520 gene-HOLleu_39242 AFI10041.1
ortholog_8521 gene-HOLleu_39243 AFI33145.1
ortholog_8522 gene-HOLleu_39249 AFI06381.2
ortholog_8523 gene-HOLleu_39251 AFI09971.1
ortholog_8524 gene-HOLleu_39252 AFI10380.1
ortholog_8525 gene-HOLleu_39261 AFI05756.1
ortholog_8526 gene-HOLleu_39268 AFI08998.1
ortholog_8527 gene-HOLleu_39281 AFI31475.1
ortholog_8528 gene-HOLleu_39299 AFI13261.1
ortholog_8529 gene-HOLleu_39322 AFI05969.1
ortholog_8530 gene-HOLleu_39339 AFI10504.1
ortholog_8531 gene-HOLleu_39340 AFI01976.1
ortholog_8532 gene-HOLleu_39345 AFI09938.2
ortholog_8533 gene-HOLleu_39346 AFI10520.2
ortholog_8534 gene-HOLleu_39347 AFI30853.1
ortholog_8535 gene-HOLleu_39349 AFI15414.1
ortholog_8536 gene-HOLleu_39350 AFI15496.1
ortholog_8537 gene-HOLleu_39352 AFI14909.1
ortholog_8538 gene-HOLleu_39359 AFI10317.1
ortholog_8539 gene-HOLleu_39361 AFI09338.1
ortholog_8540 gene-HOLleu_39363 AFI09402.1
ortholog_8541 gene-HOLleu_39364 AFI09419.1
ortholog_8542 gene-HOLleu_39365 AFI30066.1
ortholog_8543 gene-HOLleu_39367 AFI18545.1
ortholog_8544 gene-HOLleu_39368 AFI04209.1
ortholog_8545 gene-HOLleu_39375 AFI12447.1
ortholog_8546 gene-HOLleu_39387 AFI13616.1
ortholog_8547 gene-HOLleu_39389 AFI09757.1
ortholog_8548 gene-HOLleu_39397 AFI11244.1
ortholog_8549 gene-HOLleu_39399 AFI07425.1
ortholog_8550 gene-HOLleu_39414 AFI18684.1
ortholog_8551 gene-HOLleu_39419 AFI15523.1
ortholog_8552 gene-HOLleu_39422 AFI18526.2
ortholog_8553 gene-HOLleu_39429 AFI10404.1
ortholog_8554 gene-HOLleu_39430 AFI10427.1
ortholog_8555 gene-HOLleu_39431 AFI10852.1
ortholog_8556 gene-HOLleu_39432 AFI15618.2
ortholog_8557 gene-HOLleu_39440 AFI33036.1
ortholog_8558 gene-HOLleu_39441 AFI10206.1
ortholog_8559 gene-HOLleu_39442 AFI10618.1
ortholog_8560 gene-HOLleu_39447 AFI19749.1
ortholog_8561 gene-HOLleu_39463 AFI23437.1
ortholog_8562 gene-HOLleu_39466 AFI19294.1
ortholog_8563 gene-HOLleu_39467 AFI09437.1
ortholog_8564 gene-HOLleu_39468 AFI14930.1
ortholog_8565 gene-HOLleu_39482 AFI15152.1
ortholog_8566 gene-HOLleu_39483 AFI10465.1
ortholog_8567 gene-HOLleu_39490 AFI33490.1
ortholog_8568 gene-HOLleu_39511 AFI12423.1
ortholog_8569 gene-HOLleu_39525 AFI15570.1
ortholog_8570 gene-HOLleu_39526 AFI10539.1
ortholog_8571 gene-HOLleu_39527 AFI31894.1
ortholog_8572 gene-HOLleu_39537 AFI09601.1
ortholog_8573 gene-HOLleu_39540 AFI10441.1
ortholog_8574 gene-HOLleu_39541 AFI10312.1
ortholog_8575 gene-HOLleu_39544 AFI09314.2
ortholog_8576 gene-HOLleu_39549 AFI10378.4
ortholog_8577 gene-HOLleu_39555 AFI10217.1
ortholog_8578 gene-HOLleu_39556 AFI10314.2
ortholog_8579 gene-HOLleu_39557 AFI10023.1
ortholog_8580 gene-HOLleu_39559 AFI10861.1
ortholog_8581 gene-HOLleu_39562 AFI10431.1
ortholog_8582 gene-HOLleu_39563 AFI10705.1
ortholog_8583 gene-HOLleu_39570 AFI31844.1
ortholog_8584 gene-HOLleu_39578 AFI31101.1
ortholog_8585 gene-HOLleu_39580 AFI18782.1
ortholog_8586 gene-HOLleu_39581 AFI19591.1
ortholog_8587 gene-HOLleu_39582 AFI09710.3
ortholog_8588 gene-HOLleu_39585 AFI19641.1
ortholog_8589 gene-HOLleu_39586 AFI18772.1
ortholog_8590 gene-HOLleu_39587 AFI18982.1
ortholog_8591 gene-HOLleu_39588 AFI10454.1
ortholog_8592 gene-HOLleu_39590 AFI10048.1
ortholog_8593 gene-HOLleu_39591 AFI10155.1
ortholog_8594 gene-HOLleu_39598 AFI10263.1
ortholog_8595 gene-HOLleu_39611 AFI09362.1
ortholog_8596 gene-HOLleu_39612 AFI14644.1
ortholog_8597 gene-HOLleu_39613 AFI14967.1
ortholog_8598 gene-HOLleu_39616 AFI10834.2
ortholog_8599 gene-HOLleu_39617 AFI09714.1
ortholog_8600 gene-HOLleu_39618 AFI10731.1
ortholog_8601 gene-HOLleu_39623 AFI14838.1
ortholog_8602 gene-HOLleu_39624 AFI04594.1
ortholog_8603 gene-HOLleu_39634 AFI15125.1
ortholog_8604 gene-HOLleu_39635 AFI14710.1
ortholog_8605 gene-HOLleu_39638 AFI10594.3
ortholog_8606 gene-HOLleu_39643 AFI10550.1
ortholog_8607 gene-HOLleu_39647 AFI09719.1
ortholog_8608 gene-HOLleu_39683 AFI11268.2
ortholog_8609 gene-HOLleu_39687 AFI04516.1
ortholog_8610 gene-HOLleu_39691 AFI28455.16
ortholog_8611 gene-HOLleu_39694 AFI28805.1
ortholog_8612 gene-HOLleu_39701 AFI01044.1
ortholog_8613 gene-HOLleu_39708 AFI05009.1
ortholog_8614 gene-HOLleu_39716 AFI04266.1
ortholog_8615 gene-HOLleu_39717 AFI25234.2
ortholog_8616 gene-HOLleu_39728 AFI29310.2
ortholog_8617 gene-HOLleu_39729 AFI04491.1
ortholog_8618 gene-HOLleu_39732 AFI16631.1
ortholog_8619 gene-HOLleu_39734 AFI17898.1
ortholog_8620 gene-HOLleu_39735 AFI16827.1
ortholog_8621 gene-HOLleu_39744 AFI04012.1
ortholog_8622 gene-HOLleu_39746 AFI04798.1
ortholog_8623 gene-HOLleu_39748 AFI13087.1
ortholog_8624 gene-HOLleu_39751 AFI04456.1
ortholog_8625 gene-HOLleu_39753 AFI04549.1
ortholog_8626 gene-HOLleu_39759 AFI28331.1
ortholog_8627 gene-HOLleu_39761 AFI17967.1
ortholog_8628 gene-HOLleu_39770 AFI11833.2
ortholog_8629 gene-HOLleu_39785 AFI28504.1
ortholog_8630 gene-HOLleu_39789 AFI03255.1
ortholog_8631 gene-HOLleu_39793 AFI04541.1
ortholog_8632 gene-HOLleu_39800 AFI33706.1
ortholog_8633 gene-HOLleu_39803 AFI04637.1
ortholog_8634 gene-HOLleu_39804 AFI19840.1
ortholog_8635 gene-HOLleu_39808 AFI07229.8
ortholog_8636 gene-HOLleu_39812 AFI07482.1
ortholog_8637 gene-HOLleu_39833 AFI04093.1
ortholog_8638 gene-HOLleu_39834 AFI12727.1
ortholog_8639 gene-HOLleu_39840 AFI20396.1
ortholog_8640 gene-HOLleu_39843 AFI03712.1
ortholog_8641 gene-HOLleu_39845 AFI02299.1
ortholog_8642 gene-HOLleu_39851 AFI17597.1
ortholog_8643 gene-HOLleu_39852 AFI03777.1
ortholog_8644 gene-HOLleu_39855 AFI06667.1
ortholog_8645 gene-HOLleu_39859 AFI01992.1
ortholog_8646 gene-HOLleu_39865 AFI04653.2
ortholog_8647 gene-HOLleu_39871 AFI04940.1
ortholog_8648 gene-HOLleu_39874 AFI22572.1
ortholog_8649 gene-HOLleu_39876 AFI03721.1
ortholog_8650 gene-HOLleu_39879 AFI27705.1
ortholog_8651 gene-HOLleu_39881 AFI15991.1
ortholog_8652 gene-HOLleu_39883 AFI07368.1
ortholog_8653 gene-HOLleu_39887 AFI25643.1
ortholog_8654 gene-HOLleu_39888 AFI17083.1
ortholog_8655 gene-HOLleu_39889 AFI17929.1
ortholog_8656 gene-HOLleu_39892 AFI04210.1
ortholog_8657 gene-HOLleu_39893 AFI27875.1
ortholog_8658 gene-HOLleu_39896 AFI07643.2
ortholog_8659 gene-HOLleu_39898 AFI04723.1
ortholog_8660 gene-HOLleu_39902 AFI32768.1
ortholog_8661 gene-HOLleu_39905 AFI28713.1
ortholog_8662 gene-HOLleu_39907 AFI21859.1
ortholog_8663 gene-HOLleu_39909 AFI24599.1
ortholog_8664 gene-HOLleu_39910 AFI25446.1
ortholog_8665 gene-HOLleu_39914 AFI28252.1
ortholog_8666 gene-HOLleu_39915 AFI28691.1
ortholog_8667 gene-HOLleu_39917 AFI28083.1
ortholog_8668 gene-HOLleu_39918 AFI04068.1
ortholog_8669 gene-HOLleu_39922 AFI12068.1
ortholog_8670 gene-HOLleu_39923 AFI29019.1
ortholog_8671 gene-HOLleu_39925 AFI17395.3
ortholog_8672 gene-HOLleu_39928 AFI04354.1
ortholog_8673 gene-HOLleu_39931 AFI03990.2
ortholog_8674 gene-HOLleu_39932 AFI04327.1
ortholog_8675 gene-HOLleu_39933 AFI28572.1
ortholog_8676 gene-HOLleu_39938 AFI16105.1
ortholog_8677 gene-HOLleu_39940 AFI15834.1
ortholog_8678 gene-HOLleu_39941 AFI29360.2
ortholog_8679 gene-HOLleu_39944 AFI16113.1
ortholog_8680 gene-HOLleu_39948 AFI03569.1
ortholog_8681 gene-HOLleu_39952 AFI00357.1
ortholog_8682 gene-HOLleu_39967 AFI06796.1
ortholog_8683 gene-HOLleu_39979 AFI12175.1
ortholog_8684 gene-HOLleu_39982 AFI07675.1
ortholog_8685 gene-HOLleu_39983 AFI07159.1
ortholog_8686 gene-HOLleu_39988 AFI10113.1
ortholog_8687 gene-HOLleu_40001 AFI04652.2
ortholog_8688 gene-HOLleu_40002 AFI13088.1
ortholog_8689 gene-HOLleu_40010 AFI13085.1
ortholog_8690 gene-HOLleu_40013 AFI24884.1
ortholog_8691 gene-HOLleu_40014 AFI28611.1
ortholog_8692 gene-HOLleu_40015 AFI28636.1
ortholog_8693 gene-HOLleu_40016 AFI28695.1
ortholog_8694 gene-HOLleu_40018 AFI06728.1
ortholog_8695 gene-HOLleu_40019 AFI28845.1
ortholog_8696 gene-HOLleu_40021 AFI04372.1
ortholog_8697 gene-HOLleu_40025 AFI28707.1
ortholog_8698 gene-HOLleu_40028 AFI07711.3
ortholog_8699 gene-HOLleu_40030 AFI07464.2
ortholog_8700 gene-HOLleu_40033 AFI08018.1
ortholog_8701 gene-HOLleu_40036 AFI29693.1
ortholog_8702 gene-HOLleu_40039 AFI31583.1
ortholog_8703 gene-HOLleu_40040 AFI02366.1
ortholog_8704 gene-HOLleu_40041 AFI04795.2
ortholog_8705 gene-HOLleu_40046 AFI04915.1
ortholog_8706 gene-HOLleu_40050 AFI04486.1
ortholog_8707 gene-HOLleu_40052 AFI04770.2
ortholog_8708 gene-HOLleu_40053 AFI03770.1
ortholog_8709 gene-HOLleu_40054 AFI03992.1
ortholog_8710 gene-HOLleu_40061 AFI19582.1
ortholog_8711 gene-HOLleu_40063 AFI13081.1
ortholog_8712 gene-HOLleu_40064 AFI28022.2
ortholog_8713 gene-HOLleu_40068 AFI07805.3
ortholog_8714 gene-HOLleu_40069 AFI07287.1
ortholog_8715 gene-HOLleu_40070 AFI06896.1
ortholog_8716 gene-HOLleu_40071 AFI20860.1
ortholog_8717 gene-HOLleu_40072 AFI04563.1
ortholog_8718 gene-HOLleu_40075 AFI28856.2
ortholog_8719 gene-HOLleu_40079 AFI04624.1
ortholog_8720 gene-HOLleu_40084 AFI07708.4
ortholog_8721 gene-HOLleu_40087 AFI28486.1
ortholog_8722 gene-HOLleu_40090 AFI16094.1
ortholog_8723 gene-HOLleu_40093 AFI07372.1
ortholog_8724 gene-HOLleu_40094 AFI28300.1
ortholog_8725 gene-HOLleu_40095 AFI27965.2
ortholog_8726 gene-HOLleu_40096 AFI28501.1
ortholog_8727 gene-HOLleu_40102 AFI28236.1
ortholog_8728 gene-HOLleu_40104 AFI27896.1
ortholog_8729 gene-HOLleu_40112 AFI04474.1
ortholog_8730 gene-HOLleu_40114 AFI29633.1
ortholog_8731 gene-HOLleu_40115 AFI06937.1
ortholog_8732 gene-HOLleu_40119 AFI17931.1
ortholog_8733 gene-HOLleu_40120 AFI18274.1
ortholog_8734 gene-HOLleu_40121 AFI03718.3
ortholog_8735 gene-HOLleu_40122 AFI20600.1
ortholog_8736 gene-HOLleu_40123 AFI25133.1
ortholog_8737 gene-HOLleu_40126 AFI07975.1
ortholog_8738 gene-HOLleu_40137 AFI07864.1
ortholog_8739 gene-HOLleu_40141 AFI18037.1
ortholog_8740 gene-HOLleu_40148 AFI29123.1
ortholog_8741 gene-HOLleu_40151 AFI27973.1
ortholog_8742 gene-HOLleu_40159 AFI25644.1
ortholog_8743 gene-HOLleu_40178 AFI28117.1
ortholog_8744 gene-HOLleu_40177 AFI27635.1
ortholog_8745 gene-HOLleu_40184 AFI04063.1
ortholog_8746 gene-HOLleu_40190 AFI28740.1
ortholog_8747 gene-HOLleu_40191 AFI28573.1
ortholog_8748 gene-HOLleu_40194 AFI04408.1
ortholog_8749 gene-HOLleu_40221 AFI16087.1
ortholog_8750 gene-HOLleu_40223 AFI07876.1
ortholog_8751 gene-HOLleu_40225 AFI24891.1
ortholog_8752 gene-HOLleu_40238 AFI09594.1
ortholog_8753 gene-HOLleu_40246 AFI28458.1
ortholog_8754 gene-HOLleu_40248 AFI12652.2
ortholog_8755 gene-HOLleu_40250 AFI28653.1
ortholog_8756 gene-HOLleu_40251 AFI27841.1
ortholog_8757 gene-HOLleu_40253 AFI07157.1
ortholog_8758 gene-HOLleu_40254 AFI03686.4
ortholog_8759 gene-HOLleu_40255 AFI03878.1
ortholog_8760 gene-HOLleu_40259 AFI16075.1
ortholog_8761 gene-HOLleu_40260 AFI04612.1
ortholog_8762 gene-HOLleu_40263 AFI03600.1
ortholog_8763 gene-HOLleu_40264 AFI04878.1
ortholog_8764 gene-HOLleu_40265 AFI03815.1
ortholog_8765 gene-HOLleu_40302 AFI28282.7
ortholog_8766 gene-HOLleu_40303 AFI03552.1
ortholog_8767 gene-HOLleu_40307 AFI28990.1
ortholog_8768 gene-HOLleu_40308 AFI16420.1
ortholog_8769 gene-HOLleu_40309 AFI29091.1
ortholog_8770 gene-HOLleu_40310 AFI29356.2
ortholog_8771 gene-HOLleu_40311 AFI28445.1
ortholog_8772 gene-HOLleu_40312 AFI28676.1
ortholog_8773 gene-HOLleu_40313 AFI28134.1
ortholog_8774 gene-HOLleu_40327 AFI27851.1
ortholog_8775 gene-HOLleu_40330 AFI28328.1
ortholog_8776 gene-HOLleu_40333 AFI29232.1
ortholog_8777 gene-HOLleu_40335 AFI29261.1
ortholog_8778 gene-HOLleu_40348 AFI04237.1
ortholog_8779 gene-HOLleu_40349 AFI29627.2
ortholog_8780 gene-HOLleu_40351 AFI20549.1
ortholog_8781 gene-HOLleu_40358 AFI04299.1
ortholog_8782 gene-HOLleu_40360 AFI07679.1
ortholog_8783 gene-HOLleu_40361 AFI06485.1
ortholog_8784 gene-HOLleu_40362 AFI06690.1
ortholog_8785 gene-HOLleu_40386 AFI03738.1
ortholog_8786 gene-HOLleu_40393 AFI03665.1
ortholog_8787 gene-HOLleu_40399 AFI19390.1
ortholog_8788 gene-HOLleu_40412 AFI03968.1
ortholog_8789 gene-HOLleu_40424 AFI24432.1
ortholog_8790 gene-HOLleu_40438 AFI03572.2
ortholog_8791 gene-HOLleu_40443 AFI17776.1
ortholog_8792 gene-HOLleu_40445 AFI04395.1
ortholog_8793 gene-HOLleu_40446 AFI03920.1
ortholog_8794 gene-HOLleu_40448 AFI04494.1
ortholog_8795 gene-HOLleu_40453 AFI03915.1
ortholog_8796 gene-HOLleu_40456 AFI14975.2
ortholog_8797 gene-HOLleu_40458 AFI07600.1
ortholog_8798 gene-HOLleu_40459 AFI26151.1
ortholog_8799 gene-HOLleu_40460 AFI04896.1
ortholog_8800 gene-HOLleu_40461 AFI04791.1
ortholog_8801 gene-HOLleu_40462 AFI04281.1
ortholog_8802 gene-HOLleu_40464 AFI03794.1
ortholog_8803 gene-HOLleu_40465 AFI03982.1
ortholog_8804 gene-HOLleu_40466 AFI04823.1
ortholog_8805 gene-HOLleu_40467 AFI03699.1
ortholog_8806 gene-HOLleu_40469 AFI04703.1
ortholog_8807 gene-HOLleu_40472 AFI24888.2
ortholog_8808 gene-HOLleu_40477 AFI16432.1
ortholog_8809 gene-HOLleu_40478 AFI27733.1
ortholog_8810 gene-HOLleu_40479 AFI17042.1
ortholog_8811 gene-HOLleu_40480 AFI17413.1
ortholog_8812 gene-HOLleu_40484 AFI04557.1
ortholog_8813 gene-HOLleu_40485 AFI03664.2
ortholog_8814 gene-HOLleu_40486 AFI09673.2
ortholog_8815 gene-HOLleu_40491 AFI15579.1
ortholog_8816 gene-HOLleu_40497 AFI25365.1
ortholog_8817 gene-HOLleu_40500 AFI07228.1
ortholog_8818 gene-HOLleu_40501 AFI29328.2
ortholog_8819 gene-HOLleu_40503 AFI27793.1
ortholog_8820 gene-HOLleu_40508 AFI28496.1
ortholog_8821 gene-HOLleu_40519 AFI01306.1
ortholog_8822 gene-HOLleu_40524 AFI28404.1
ortholog_8823 gene-HOLleu_40525 AFI03571.2
ortholog_8824 gene-HOLleu_40526 AFI04708.4
ortholog_8825 gene-HOLleu_40527 AFI13079.1
ortholog_8826 gene-HOLleu_40528 AFI03851.1
ortholog_8827 gene-HOLleu_40534 AFI19813.1
ortholog_8828 gene-HOLleu_40535 AFI04845.1
ortholog_8829 gene-HOLleu_40536 AFI04877.1
ortholog_8830 gene-HOLleu_40541 AFI28273.1
ortholog_8831 gene-HOLleu_40543 AFI28136.1
ortholog_8832 gene-HOLleu_40545 AFI31711.1
ortholog_8833 gene-HOLleu_40558 AFI08012.1
ortholog_8834 gene-HOLleu_40562 AFI25713.3
ortholog_8835 gene-HOLleu_40565 AFI27721.1
ortholog_8836 gene-HOLleu_40577 AFI28456.1
ortholog_8837 gene-HOLleu_40578 AFI28622.1
ortholog_8838 gene-HOLleu_40579 AFI28958.1
ortholog_8839 gene-HOLleu_40580 AFI28387.1
ortholog_8840 gene-HOLleu_40581 AFI28595.1
ortholog_8841 gene-HOLleu_40582 AFI07723.1
ortholog_8842 gene-HOLleu_40595 AFI15415.2
ortholog_8843 gene-HOLleu_40597 AFI07341.3
ortholog_8844 gene-HOLleu_40598 AFI21700.1
ortholog_8845 gene-HOLleu_40601 AFI04567.1
ortholog_8846 gene-HOLleu_40602 AFI17153.1
ortholog_8847 gene-HOLleu_40604 AFI02501.1
ortholog_8848 gene-HOLleu_40618 AFI15143.1
ortholog_8849 gene-HOLleu_40620 AFI16139.1
ortholog_8850 gene-HOLleu_40641 AFI04239.1
ortholog_8851 gene-HOLleu_40644 AFI24261.1
ortholog_8852 gene-HOLleu_40652 AFI03995.2
ortholog_8853 gene-HOLleu_40654 AFI04338.3
ortholog_8854 gene-HOLleu_40655 AFI03764.2
ortholog_8855 gene-HOLleu_40656 AFI28738.1
ortholog_8856 gene-HOLleu_40675 AFI07172.1
ortholog_8857 gene-HOLleu_40678 AFI18005.1
ortholog_8858 gene-HOLleu_40688 AFI28039.1
ortholog_8859 gene-HOLleu_40699 AFI04212.1
ortholog_8860 gene-HOLleu_40700 AFI28271.1
ortholog_8861 gene-HOLleu_40701 AFI15920.1
ortholog_8862 gene-HOLleu_40706 AFI04481.1
ortholog_8863 gene-HOLleu_40711 AFI04401.1
ortholog_8864 gene-HOLleu_40718 AFI28382.1
ortholog_8865 gene-HOLleu_40720 AFI27636.1
ortholog_8866 gene-HOLleu_40723 AFI03644.2
ortholog_8867 gene-HOLleu_40736 AFI06613.1
ortholog_8868 gene-HOLleu_40737 AFI28690.1
ortholog_8869 gene-HOLleu_40739 AFI23768.1
ortholog_8870 gene-HOLleu_40740 AFI28217.1
ortholog_8871 gene-HOLleu_40741 AFI28433.1
ortholog_8872 gene-HOLleu_40749 AFI29024.1
ortholog_8873 gene-HOLleu_40760 AFI33183.1
ortholog_8874 gene-HOLleu_40762 AFI07103.1
ortholog_8875 gene-HOLleu_40763 AFI28756.1
ortholog_8876 gene-HOLleu_40770 AFI28228.1
ortholog_8877 gene-HOLleu_40774 AFI04433.1
ortholog_8878 gene-HOLleu_40775 AFI03584.1
ortholog_8879 gene-HOLleu_40776 AFI03962.1
ortholog_8880 gene-HOLleu_40789 AFI13910.1
ortholog_8881 gene-HOLleu_40795 AFI27728.2
ortholog_8882 gene-HOLleu_40798 AFI27639.1
ortholog_8883 gene-HOLleu_40801 AFI29617.1
ortholog_8884 gene-HOLleu_40802 AFI03592.1
ortholog_8885 gene-HOLleu_40807 AFI04273.1
ortholog_8886 gene-HOLleu_40808 AFI04533.1
ortholog_8887 gene-HOLleu_40809 AFI28847.1
ortholog_8888 gene-HOLleu_40816 AFI17043.1
ortholog_8889 gene-HOLleu_40820 AFI27857.1
ortholog_8890 gene-HOLleu_40821 AFI28617.1
ortholog_8891 gene-HOLleu_40829 AFI17362.1
ortholog_8892 gene-HOLleu_40834 AFI17243.1
ortholog_8893 gene-HOLleu_40835 AFI04293.1
ortholog_8894 gene-HOLleu_40836 AFI28467.1
ortholog_8895 gene-HOLleu_40844 AFI04623.1
ortholog_8896 gene-HOLleu_40848 AFI33021.1
ortholog_8897 gene-HOLleu_40856 AFI14027.1
ortholog_8898 gene-HOLleu_40859 AFI33077.1
ortholog_8899 gene-HOLleu_40872 AFI07510.1
ortholog_8900 gene-HOLleu_40874 AFI23062.1
ortholog_8901 gene-HOLleu_40875 AFI28582.1
ortholog_8902 gene-HOLleu_40877 AFI28052.1
ortholog_8903 gene-HOLleu_40899 AFI12031.1
ortholog_8904 gene-HOLleu_40902 AFI04931.1
ortholog_8905 gene-HOLleu_40914 AFI10222.1
ortholog_8906 gene-HOLleu_40920 AFI07245.1
ortholog_8907 gene-HOLleu_40932 AFI28142.1
ortholog_8908 gene-HOLleu_40933 AFI04741.1
ortholog_8909 gene-HOLleu_40935 AFI22241.1
ortholog_8910 gene-HOLleu_40940 AFI06624.1
ortholog_8911 gene-HOLleu_40946 AFI04188.1
ortholog_8912 gene-HOLleu_40958 AFI28922.1
ortholog_8913 gene-HOLleu_40962 AFI30081.1
ortholog_8914 gene-HOLleu_40967 AFI26217.1
ortholog_8915 gene-HOLleu_40968 AFI24961.4
ortholog_8916 gene-HOLleu_40969 AFI25221.1
ortholog_8917 gene-HOLleu_40972 AFI07276.1
ortholog_8918 gene-HOLleu_40974 AFI27959.1
ortholog_8919 gene-HOLleu_40976 AFI28833.1
ortholog_8920 gene-HOLleu_40985 AFI10228.1
ortholog_8921 gene-HOLleu_40988 AFI19492.1
ortholog_8922 gene-HOLleu_40989 AFI24910.1
ortholog_8923 gene-HOLleu_40990 AFI26166.1
ortholog_8924 gene-HOLleu_40991 AFI25486.1
ortholog_8925 gene-HOLleu_40994 AFI24802.1
ortholog_8926 gene-HOLleu_40995 AFI24817.1
ortholog_8927 gene-HOLleu_40999 AFI00918.3
ortholog_8928 gene-HOLleu_41000 AFI01680.1
ortholog_8929 gene-HOLleu_41010 AFI00913.1
ortholog_8930 gene-HOLleu_41011 AFI00263.1
ortholog_8931 gene-HOLleu_41015 AFI01358.1
ortholog_8932 gene-HOLleu_41021 AFI26081.1
ortholog_8933 gene-HOLleu_41023 AFI18903.10
ortholog_8934 gene-HOLleu_41041 AFI00912.1
ortholog_8935 gene-HOLleu_41042 AFI29731.1
ortholog_8936 gene-HOLleu_41045 AFI01204.1
ortholog_8937 gene-HOLleu_41049 AFI18780.1
ortholog_8938 gene-HOLleu_41050 AFI00100.1
ortholog_8939 gene-HOLleu_41052 AFI00491.2
ortholog_8940 gene-HOLleu_41055 AFI25272.1
ortholog_8941 gene-HOLleu_41069 AFI01567.2
ortholog_8942 gene-HOLleu_41078 AFI07990.1
ortholog_8943 gene-HOLleu_41080 AFI00349.1
ortholog_8944 gene-HOLleu_41082 AFI22390.1
ortholog_8945 gene-HOLleu_41087 AFI08535.1
ortholog_8946 gene-HOLleu_41102 AFI26065.1
ortholog_8947 gene-HOLleu_41113 AFI08425.1
ortholog_8948 gene-HOLleu_41114 AFI18963.1
ortholog_8949 gene-HOLleu_41115 AFI19347.3
ortholog_8950 gene-HOLleu_41116 AFI19485.1
ortholog_8951 gene-HOLleu_41118 AFI19604.1
ortholog_8952 gene-HOLleu_41128 AFI25033.1
ortholog_8953 gene-HOLleu_41130 AFI19311.1
ortholog_8954 gene-HOLleu_41132 AFI10736.1
ortholog_8955 gene-HOLleu_41134 AFI32801.1
ortholog_8956 gene-HOLleu_41140 AFI21594.1
ortholog_8957 gene-HOLleu_41142 AFI00184.1
ortholog_8958 gene-HOLleu_41144 AFI01126.1
ortholog_8959 gene-HOLleu_41145 AFI31678.1
ortholog_8960 gene-HOLleu_41147 AFI00715.1
ortholog_8961 gene-HOLleu_41155 AFI01738.1
ortholog_8962 gene-HOLleu_41156 AFI17524.1
ortholog_8963 gene-HOLleu_41167 AFI19849.1
ortholog_8964 gene-HOLleu_41171 AFI00718.1
ortholog_8965 gene-HOLleu_41174 AFI18658.1
ortholog_8966 gene-HOLleu_41175 AFI25782.2
ortholog_8967 gene-HOLleu_41176 AFI18489.1
ortholog_8968 gene-HOLleu_41178 AFI19094.1
ortholog_8969 gene-HOLleu_41183 AFI18957.1
ortholog_8970 gene-HOLleu_41184 AFI25596.1
ortholog_8971 gene-HOLleu_41185 AFI19385.1
ortholog_8972 gene-HOLleu_41190 AFI00315.3
ortholog_8973 gene-HOLleu_41193 AFI01709.1
ortholog_8974 gene-HOLleu_41197 AFI10853.1
ortholog_8975 gene-HOLleu_41206 AFI01418.1
ortholog_8976 gene-HOLleu_41207 AFI00214.1
ortholog_8977 gene-HOLleu_41209 AFI01529.1
ortholog_8978 gene-HOLleu_41210 AFI00636.1
ortholog_8979 gene-HOLleu_41214 AFI19408.1
ortholog_8980 gene-HOLleu_41222 AFI19186.1
ortholog_8981 gene-HOLleu_41223 AFI18503.4
ortholog_8982 gene-HOLleu_41226 AFI12588.1
ortholog_8983 gene-HOLleu_41229 AFI01327.3
ortholog_8984 gene-HOLleu_41231 AFI19497.1
ortholog_8985 gene-HOLleu_41232 AFI19108.1
ortholog_8986 gene-HOLleu_41233 AFI19336.1
ortholog_8987 gene-HOLleu_41234 AFI18572.1
ortholog_8988 gene-HOLleu_41236 AFI01681.1
ortholog_8989 gene-HOLleu_41241 AFI19589.1
ortholog_8990 gene-HOLleu_41243 AFI02443.1
ortholog_8991 gene-HOLleu_41244 AFI00730.1
ortholog_8992 gene-HOLleu_41246 AFI29522.2
ortholog_8993 gene-HOLleu_41248 AFI18703.1
ortholog_8994 gene-HOLleu_41270 AFI31724.1
ortholog_8995 gene-HOLleu_41284 AFI18820.1
ortholog_8996 gene-HOLleu_41285 AFI09602.1
ortholog_8997 gene-HOLleu_41291 AFI07261.1
ortholog_8998 gene-HOLleu_41294 AFI00054.1
ortholog_8999 gene-HOLleu_41295 AFI00135.1
ortholog_9000 gene-HOLleu_41297 AFI19054.1
