ortholog_1 SCH01409.1 BL15770
ortholog_6795 SCH22049.1 BL14707
ortholog_6796 SCH22833.1 BL14708
ortholog_6797 SCH21984.1 BL01921
ortholog_6798 SCH21990.1 BL01445
ortholog_6799 SCH22386.1 BL20611
ortholog_6800 SCH22533.1 BL00728
ortholog_6801 SCH22476.1 BL15203
ortholog_6802 SCH22585.1 BL01350
ortholog_6803 SCH23195.1 BL01353
ortholog_6804 SCH23254.1 BL01352
ortholog_6805 SCH23329.1 BL01864
ortholog_6806 SCH21682.1 BL01814
ortholog_6807 SCH23264.1 BL01097
ortholog_6808 SCH21923.1 BL01506
ortholog_6809 SCH23347.1 BL01536
ortholog_6810 SCH21698.1 BL01548
ortholog_6811 SCH22722.1 BL03271
ortholog_6812 SCH21875.1 BL00650
ortholog_6813 SCH23278.1 BL25509
ortholog_6814 SCH22345.1 BL05113
ortholog_6815 SCH22765.1 BL21512
ortholog_6816 SCH22886.1 BL01429
ortholog_6817 SCH22669.1 BL01426
ortholog_6818 SCH22160.1 BL01922
ortholog_6819 SCH22405.1 BL14698
ortholog_6820 SCH23194.1 BL00775
ortholog_6821 SCH22685.1 BL01732
ortholog_6822 SCH22490.1 BL01733
ortholog_6823 SCH22545.1 BL01633
ortholog_6824 SCH22879.1 BL01632
ortholog_6825 SCH22373.1 BL14694
ortholog_6826 SCH22604.1 BL01604
ortholog_6827 SCH22367.1 BL01261
ortholog_6828 SCH22026.1 BL01219
ortholog_6829 SCH21897.1 BL01099
ortholog_6830 SCH22110.1 BL08937
ortholog_6831 SCH23350.1 BL01366
ortholog_6832 SCH23249.1 BL25057
ortholog_6833 SCH23108.1 BL01341
ortholog_6834 SCH23049.1 BL01297
ortholog_6835 SCH21976.1 BL04675
ortholog_6836 SCH21699.1 BL01707
ortholog_6837 SCH21793.1 BL26668
ortholog_6838 SCH21741.1 BL06793
ortholog_6839 SCH22979.1 BL01134
ortholog_6840 SCH22896.1 BL01709
ortholog_6841 SCH22793.1 BL20045
ortholog_6842 SCH22018.1 BL01500
ortholog_6843 SCH22127.1 BL22446
ortholog_6844 SCH22185.1 BL01187
ortholog_6845 SCH22470.1 BL22390
ortholog_6846 SCH22329.1 BL14742
ortholog_6847 SCH23039.1 BL14181
ortholog_6848 SCH22322.1 BL01513
ortholog_6849 SCH22724.1 BL00078
ortholog_6850 SCH22760.1 BL21473
ortholog_6851 SCH21669.1 BL01123
ortholog_6852 SCH21761.1 BL01932
ortholog_6853 SCH23189.1 BL01887
ortholog_6854 SCH21850.1 BL01890
ortholog_6855 SCH22299.1 BL01661
ortholog_6856 SCH22135.1 BL01667
ortholog_6857 SCH22189.1 BL01668
ortholog_6858 SCH22543.1 BL01015
ortholog_6859 SCH23093.1 BL22387
ortholog_6860 SCH23374.1 BL01937
ortholog_6861 SCH21966.1 BL03700
ortholog_6862 SCH23211.1 BL00863
ortholog_6863 SCH21739.1 BL14678
ortholog_6864 SCH21789.1 BL01433
ortholog_6865 SCH21922.1 BL01434
ortholog_6866 SCH22737.1 BL22309
ortholog_6867 SCH22462.1 BL01168
ortholog_6868 SCH22887.1 BL01110
ortholog_6869 SCH22986.1 BL01622
ortholog_6870 SCH22938.1 BL01822
ortholog_6871 SCH22207.1 BL01824
ortholog_6872 SCH22030.1 BL12314
ortholog_6873 SCH21718.1 BL01830
ortholog_6874 SCH23021.1 BL01829
ortholog_6875 SCH22102.1 BL00756
ortholog_6876 SCH23282.1 BL01827
ortholog_6877 SCH22218.1 BL01821
ortholog_6878 SCH23176.1 BL01826
ortholog_6879 SCH21881.1 BL13021
ortholog_6880 SCH23301.1 BL01430
ortholog_6881 SCH23246.1 BL01689
ortholog_6882 SCH21920.1 BL01798
ortholog_6883 SCH22548.1 BL01246
ortholog_6884 SCH22601.1 BL01738
ortholog_6885 SCH22433.1 BL01408
ortholog_6886 SCH22494.1 BL01210
ortholog_6887 SCH22353.1 BL14741
ortholog_6888 SCH22870.1 BL06798
ortholog_6889 SCH22445.1 BL05044
ortholog_6890 SCH21751.1 BL07801
ortholog_6891 SCH22657.1 BL01257
ortholog_6892 SCH22605.1 BL01256
ortholog_6893 SCH22215.1 BL01255
ortholog_6894 SCH22597.1 BL18917
ortholog_6895 SCH22703.1 BL01528
ortholog_6896 SCH22002.1 BL00597
ortholog_6897 SCH22755.1 BL00596
ortholog_6898 SCH23276.1 BL00962
ortholog_6899 SCH22841.1 BL22502
ortholog_6900 SCH22947.1 BL14196
ortholog_6901 SCH22994.1 BL00965
ortholog_6902 SCH21872.1 BL01906
ortholog_6903 SCH21936.1 BL01539
ortholog_6904 SCH21704.1 BL06783
ortholog_6905 SCH23291.1 BL06782
ortholog_6906 SCH21760.1 BL01490
ortholog_6907 SCH23188.1 BL01860
ortholog_6908 SCH23143.1 BL06789
ortholog_6909 SCH23309.1 BL05111
ortholog_6910 SCH23127.1 BL05837
ortholog_6911 SCH21842.1 BL14697
ortholog_6912 SCH21909.1 BL14695
ortholog_6913 SCH23204.1 BL13928
ortholog_6914 SCH22119.1 BL22487
ortholog_6915 SCH22176.1 BL22485
ortholog_6916 SCH21937.1 BL01872
ortholog_6917 SCH22068.1 BL01741
ortholog_6918 SCH22348.1 BL16682
ortholog_6919 SCH22283.1 BL01226
ortholog_6920 SCH21902.1 BL01225
ortholog_6921 SCH21925.1 BL01223
ortholog_6922 SCH22690.1 BL01232
ortholog_6923 SCH22780.1 BL00853
ortholog_6924 SCH23062.1 BL14677
ortholog_6925 SCH22031.1 BL14676
ortholog_6926 SCH22250.1 BL15538
ortholog_6927 SCH22059.1 BL00648
ortholog_6928 SCH23186.1 BL05956
ortholog_6929 SCH22153.1 BL01264
ortholog_6930 SCH22278.1 BL01756
ortholog_6931 SCH21982.1 BL01754
ortholog_6932 SCH22410.1 BL01265
ortholog_6933 SCH22341.1 BL00628
ortholog_6934 SCH22761.1 BL01771
ortholog_6935 SCH22815.1 BL23168
ortholog_6936 SCH21968.1 BL01766
ortholog_6937 SCH22073.1 BL25992
ortholog_6938 SCH22498.1 BL01936
ortholog_6939 SCH22371.1 BL23166
ortholog_6940 SCH21957.1 BL01799
ortholog_6941 SCH22426.1 BL14276
ortholog_6942 SCH22363.1 BL22389
ortholog_6943 SCH22734.1 BL12989
ortholog_6944 SCH22242.1 BL01479
ortholog_6945 SCH22133.1 BL01020
ortholog_6946 SCH23279.1 BL00691
ortholog_6947 SCH22784.1 BL01529
ortholog_6948 SCH22023.1 BL01533
ortholog_6949 SCH23269.1 BL12997
ortholog_6950 SCH21906.1 BL00778
ortholog_6951 SCH22375.1 BL01617
ortholog_6952 SCH23234.1 BL22896
ortholog_6953 SCH23084.1 BL22280
ortholog_6954 SCH22566.1 BL26224
ortholog_6955 SCH22271.1 BL00940
ortholog_6956 SCH22705.1 BL01517
ortholog_6957 SCH22757.1 BL27415
ortholog_6958 SCH22600.1 BL01958
ortholog_6959 SCH22653.1 BL01044
ortholog_6960 SCH21725.1 BL14675
ortholog_6961 SCH23348.1 BL17628
ortholog_6962 SCH23196.1 BL14191
ortholog_6963 SCH21877.1 BL14190
ortholog_6964 SCH23100.1 BL14189
ortholog_6965 SCH21946.1 BL01638
ortholog_6966 SCH23356.1 BL14188
ortholog_6967 SCH22595.1 BL27450
ortholog_6968 SCH22487.1 BL10975
ortholog_6969 SCH22339.1 BL09324
ortholog_6970 SCH22632.1 BL00612
ortholog_6971 SCH22578.1 BL01237
ortholog_6972 SCH22468.1 BL01537
ortholog_6973 SCH22563.1 BL01412
ortholog_6974 SCH22174.1 BL01244
ortholog_6975 SCH22441.1 BL01305
ortholog_6976 SCH21884.1 BL01299
ortholog_6977 SCH22310.1 BL01047
ortholog_6978 SCH22912.1 BL01878
ortholog_6979 SCH23272.1 BL25502
ortholog_6980 SCH22255.1 BL25501
ortholog_6981 SCH21944.1 BL01208
ortholog_6982 SCH22708.1 BL06795
ortholog_6983 SCH21828.1 BL01371
ortholog_6984 SCH22963.1 BL00777
ortholog_6985 SCH22899.1 BL05011
ortholog_6986 SCH23018.1 BL01779
ortholog_6987 SCH23288.1 BL22395
ortholog_6988 SCH22618.1 BL12492
ortholog_6989 SCH23338.1 BL13019
ortholog_6990 SCH22633.1 BL01724
ortholog_6991 SCH22297.1 BL01475
ortholog_6992 SCH23201.1 BL00653
ortholog_6993 SCH22867.1 BL23159
ortholog_6994 SCH22200.1 BL01487
ortholog_6995 SCH23054.1 BL01643
ortholog_6996 SCH22301.1 BL02555
ortholog_6997 SCH22909.1 BL00780
ortholog_6998 SCH22864.1 BL05122
ortholog_6999 SCH22799.1 BL08316
ortholog_7000 SCH22746.1 BL17699
ortholog_7001 SCH23243.1 BL21006
ortholog_7002 SCH23292.1 BL25505
ortholog_7003 SCH23345.1 BL14743
ortholog_7004 SCH22113.1 BL01364
ortholog_7005 SCH22561.1 BL00967
ortholog_7006 SCH22677.1 BL01994
ortholog_7007 SCH22567.1 BL01993
ortholog_7008 SCH22876.1 BL01039
ortholog_7009 SCH21749.1 BL08011
ortholog_7010 SCH22021.1 BL01119
ortholog_7011 SCH21960.1 BL11379
ortholog_7012 SCH22079.1 BL01038
ortholog_7013 SCH23022.1 BL01101
ortholog_7014 SCH22053.1 BL06869
ortholog_7015 SCH23187.1 BL01111
ortholog_7016 SCH22412.1 BL01739
ortholog_7017 SCH22581.1 BL01823
ortholog_7018 SCH22528.1 BL25504
ortholog_7019 SCH22209.1 BL25503
ortholog_7020 SCH22849.1 BL01407
ortholog_7021 SCH22683.1 BL02899
ortholog_7022 SCH22211.1 BL01183
ortholog_7023 SCH21995.1 BL25609
ortholog_7024 SCH21823.1 BL15423
ortholog_7025 SCH22798.1 BL01673
ortholog_7026 SCH22326.1 BL01675
ortholog_7027 SCH21895.1 BL14699
ortholog_7028 SCH22288.1 BL00933
ortholog_7029 SCH22955.1 BL00851
ortholog_7030 SCH21971.1 BL01254
ortholog_7031 SCH22216.1 BL01074
ortholog_7032 SCH21755.1 BL01252
ortholog_7033 SCH22464.1 BL01805
ortholog_7034 SCH23222.1 BL00799
ortholog_7035 SCH22584.1 BL01501
ortholog_7036 SCH22953.1 BL01269
ortholog_7037 SCH22715.1 BL19261
ortholog_7038 SCH22908.1 BL01271
ortholog_7039 SCH22095.1 BL01275
ortholog_7040 SCH23383.1 BL01274
ortholog_7041 SCH22022.1 BL23181
ortholog_7042 SCH22944.1 BL18733
ortholog_7043 SCH23146.1 BL04685
ortholog_7044 SCH23192.1 BL01349
ortholog_7045 SCH23040.1 BL00698
ortholog_7046 SCH23098.1 BL15303
ortholog_7047 SCH22234.1 BL00850
ortholog_7048 SCH22350.1 BL01714
ortholog_7049 SCH22475.1 BL01630
ortholog_7050 SCH23089.1 BL12696
ortholog_7051 SCH21972.1 BL01263
ortholog_7052 SCH22771.1 BL07588
ortholog_7053 SCH22602.1 BL00874
ortholog_7054 SCH22496.1 BL19238
ortholog_7055 SCH23140.1 BL25594
ortholog_7056 SCH22608.1 BL14175
ortholog_7057 SCH23284.1 BL01363
ortholog_7058 SCH22775.1 BL04000
ortholog_7059 SCH23185.1 BL24620
ortholog_7060 SCH22819.1 BL01708
ortholog_7061 SCH22155.1 BL23502
ortholog_7062 SCH22391.1 BL08092
ortholog_7063 SCH22662.1 BL01896
ortholog_7064 SCH21913.1 BL01776
ortholog_7065 SCH21772.1 BL00675
ortholog_7066 SCH22918.1 BL00674
ortholog_7067 SCH23053.1 BL14654
ortholog_7068 SCH23109.1 BL01761
ortholog_7069 SCH22589.1 BL01300
ortholog_7070 SCH23352.1 BL01304
ortholog_7071 SCH22671.1 BL07652
ortholog_7072 SCH23163.1 BL15315
ortholog_7073 SCH23013.1 BL01247
ortholog_7074 SCH23069.1 BL01410
ortholog_7075 SCH22061.1 BL14478
ortholog_7076 SCH22592.1 BL01759
ortholog_7077 SCH22201.1 BL01712
ortholog_7078 SCH23322.1 BL01710
ortholog_7079 SCH22296.1 BL01320
ortholog_7080 SCH22626.1 BL26198
ortholog_7081 SCH22741.1 BL01010
ortholog_7082 SCH22788.1 BL00960
ortholog_7083 SCH22681.1 BL07062
ortholog_7084 SCH23080.1 BL01545
ortholog_7085 SCH22901.1 BL01001
ortholog_7086 SCH22723.1 BL00995
ortholog_7087 SCH21861.1 BL01768
ortholog_7088 SCH21668.1 BL00890
ortholog_7089 SCH22196.1 BL22399
ortholog_7090 SCH22946.1 BL01535
ortholog_7091 SCH23147.1 BL00961
ortholog_7092 SCH23090.1 BL00676
ortholog_7093 SCH22713.1 BL27516
ortholog_7094 SCH22399.1 BL01796
ortholog_7095 SCH23011.1 BL01797
ortholog_7096 SCH21665.1 BL01365
ortholog_7097 SCH22152.1 BL01847
ortholog_7098 SCH22594.1 BL01377
ortholog_7099 SCH22069.1 BL01329
ortholog_7100 SCH22871.1 BL00903
ortholog_7101 SCH22233.1 BL24847
ortholog_7102 SCH21954.1 BL01362
ortholog_7103 SCH22821.1 BL00876
ortholog_7104 SCH22925.1 BL01645
ortholog_7105 SCH22883.1 BL01918
ortholog_7106 SCH23312.1 BL00607
ortholog_7107 SCH22630.1 BL25668
ortholog_7108 SCH22338.1 BL01582
ortholog_7109 SCH22164.1 BL01193
ortholog_7110 SCH23136.1 BL01865
ortholog_7111 SCH22664.1 BL07152
ortholog_7112 SCH23029.1 BL08558
ortholog_7113 SCH23335.1 BL01175
ortholog_7114 SCH22286.1 BL00969
ortholog_7115 SCH22180.1 BL25630
ortholog_7116 SCH23145.1 BL14754
ortholog_7117 SCH22847.1 BL01743
ortholog_7118 SCH22941.1 BL22628
ortholog_7119 SCH22398.1 BL22627
ortholog_7120 SCH23304.1 BL00972
ortholog_7121 SCH22081.1 BL16396
ortholog_7122 SCH21961.1 BL16395
ortholog_7123 SCH22513.1 BL00697
ortholog_7124 SCH23302.1 BL00782
ortholog_7125 SCH21824.1 BL00781
ortholog_7126 SCH22732.1 BL23163
ortholog_7127 SCH22485.1 BL01781
ortholog_7128 SCH22679.1 BL01780
ortholog_7129 SCH22753.1 BL01621
ortholog_7130 SCH22701.1 BL01037
ortholog_7131 SCH22975.1 BL01312
ortholog_7132 SCH22834.1 BL01317
ortholog_7133 SCH22542.1 BL11955
ortholog_7134 SCH22397.1 BL01050
ortholog_7135 SCH22716.1 BL01049
ortholog_7136 SCH22817.1 BL01053
ortholog_7137 SCH21883.1 BL01207
ortholog_7138 SCH22558.1 BL01331
ortholog_7139 SCH22609.1 BL07112
ortholog_7140 SCH22748.1 BL06801
ortholog_7141 SCH23059.1 BL00998
ortholog_7142 SCH21732.1 BL00608
ortholog_7143 SCH21687.1 BL01840
ortholog_7144 SCH23377.1 BL01848
ortholog_7145 SCH23205.1 BL00587
ortholog_7146 SCH21731.1 BL00589
ortholog_7147 SCH23007.1 BL01982
ortholog_7148 SCH23066.1 BL01546
ortholog_7149 SCH23010.1 BL01547
ortholog_7150 SCH22085.1 BL00907
ortholog_7151 SCH22976.1 BL01463
ortholog_7152 SCH22682.1 BL01976
ortholog_7153 SCH22781.1 BL01977
ortholog_7154 SCH22629.1 BL20784
ortholog_7155 SCH22459.1 BL08259
ortholog_7156 SCH22778.1 BL01611
ortholog_7157 SCH22463.1 BL01834
ortholog_7158 SCH22524.1 BL22489
ortholog_7159 SCH22959.1 BL01913
ortholog_7160 SCH22913.1 BL01995
ortholog_7161 SCH22806.1 BL01747
ortholog_7162 SCH22481.1 BL01605
ortholog_7163 SCH22766.1 BL24546
ortholog_7164 SCH23218.1 BL01750
ortholog_7165 SCH22357.1 BL01752
ortholog_7166 SCH23255.1 BL00973
ortholog_7167 SCH22019.1 BL01789
ortholog_7168 SCH23164.1 BL01542
ortholog_7169 SCH22306.1 BL06804
ortholog_7170 SCH22372.1 BL06802
ortholog_7171 SCH22195.1 BL01234
ortholog_7172 SCH22658.1 BL14706
ortholog_7173 SCH22731.1 BL01876
ortholog_7174 SCH22256.1 BL01875
ortholog_7175 SCH23083.1 BL10062
ortholog_7176 SCH22729.1 BL20224
ortholog_7177 SCH21896.1 BL01753
ortholog_7178 SCH24433.1 BL15963
ortholog_7179 SCH24363.1 BL07427
ortholog_7180 SCH24176.1 BL10375
ortholog_7181 SCH23990.1 BL01031
ortholog_7182 SCH23883.1 BL07329
ortholog_7183 SCH23411.1 BL07531
ortholog_7184 SCH23485.1 BL14361
ortholog_7185 SCH23519.1 BL03527
ortholog_7186 SCH23542.1 BL03528
ortholog_7187 SCH24367.1 BL10258
ortholog_7188 SCH23843.1 BL11269
ortholog_7189 SCH24240.1 BL07273
ortholog_7190 SCH23615.1 BL13527
ortholog_7191 SCH23583.1 BL17056
ortholog_7192 SCH23645.1 BL14400
ortholog_7193 SCH23775.1 BL01026
ortholog_7194 SCH24058.1 BL07109
ortholog_7195 SCH24059.1 BL13480
ortholog_7196 SCH23474.1 BL12645
ortholog_7197 SCH24278.1 BL09977
ortholog_7198 SCH24370.1 BL07895
ortholog_7199 SCH23827.1 BL07794
ortholog_7200 SCH24286.1 BL07416
ortholog_7201 SCH23735.1 BL27783
ortholog_7202 SCH23694.1 BL07383
ortholog_7203 SCH24125.1 BL07372
ortholog_7204 SCH24448.1 BL07165
ortholog_7205 SCH23394.1 BL25265
ortholog_7206 SCH23422.1 BL15934
ortholog_7207 SCH23907.1 BL15935
ortholog_7208 SCH23552.1 BL03263
ortholog_7209 SCH24406.1 BL25145
ortholog_7210 SCH23391.1 BL07340
ortholog_7211 SCH23635.1 BL25310
ortholog_7212 SCH23673.1 BL15879
ortholog_7213 SCH23908.1 BL15881
ortholog_7214 SCH23462.1 BL15880
ortholog_7215 SCH24108.1 BL07276
ortholog_7216 SCH24074.1 BL07209
ortholog_7217 SCH23899.1 BL12241
ortholog_7218 SCH23966.1 BL07786
ortholog_7219 SCH24146.1 BL07771
ortholog_7220 SCH24105.1 BL07349
ortholog_7221 SCH24041.1 BL07792
ortholog_7222 SCH23459.1 BL07451
ortholog_7223 SCH24391.1 BL07295
ortholog_7224 SCH24290.1 BL07282
ortholog_7225 SCH23623.1 BL07196
ortholog_7226 SCH23502.1 BL07882
ortholog_7227 SCH23956.1 BL07201
ortholog_7228 SCH23696.1 BL07603
ortholog_7229 SCH23976.1 BL07604
ortholog_7230 SCH23530.1 BL25132
ortholog_7231 SCH23496.1 BL25129
ortholog_7232 SCH24443.1 BL25128
ortholog_7233 SCH23640.1 BL07415
ortholog_7234 SCH23864.1 BL03255
ortholog_7235 SCH23799.1 BL22688
ortholog_7236 SCH23595.1 BL07294
ortholog_7237 SCH24076.1 BL07293
ortholog_7238 SCH24202.1 BL28056
ortholog_7239 SCH23798.1 BL00366
ortholog_7240 SCH24210.1 BL07504
ortholog_7241 SCH24180.1 BL07206
ortholog_7242 SCH24252.1 BL10304
ortholog_7243 SCH24232.1 BL07818
ortholog_7244 SCH24207.1 BL07819
ortholog_7245 SCH24269.1 BL05634
ortholog_7246 SCH23734.1 BL25230
ortholog_7247 SCH23598.1 BL25229
ortholog_7248 SCH24372.1 BL07927
ortholog_7249 SCH23755.1 BL03240
ortholog_7250 SCH23996.1 BL07516
ortholog_7251 SCH24305.1 BL07897
ortholog_7252 SCH23924.1 BL10092
ortholog_7253 SCH24309.1 BL24844
ortholog_7254 SCH24068.1 BL12504
ortholog_7255 SCH24038.1 BL07120
ortholog_7256 SCH24201.1 BL07126
ortholog_7257 SCH24170.1 BL07267
ortholog_7258 SCH23915.1 BL07317
ortholog_7259 SCH24114.1 BL07176
ortholog_7260 SCH24060.1 BL07170
ortholog_7261 SCH23656.1 BL07607
ortholog_7262 SCH23429.1 BL12137
ortholog_7263 SCH24251.1 BL07617
ortholog_7264 SCH23737.1 BL07618
ortholog_7265 SCH23698.1 BL15958
ortholog_7266 SCH23541.1 BL15966
ortholog_7267 SCH23617.1 BL07220
ortholog_7268 SCH23649.1 BL07962
ortholog_7269 SCH23430.1 BL07773
ortholog_7270 SCH23495.1 BL15960
ortholog_7271 SCH23571.1 BL07370
ortholog_7272 SCH23479.1 BL03236
ortholog_7273 SCH23726.1 BL07922
ortholog_7274 SCH23765.1 BL07551
ortholog_7275 SCH23921.1 BL07279
ortholog_7276 SCH23756.1 BL03266
ortholog_7277 SCH23657.1 BL07373
ortholog_7278 SCH23699.1 BL04042
ortholog_7279 SCH23589.1 BL07796
ortholog_7280 SCH23621.1 BL07929
ortholog_7281 SCH23984.1 BL15827
ortholog_7282 SCH24178.1 BL11105
ortholog_7283 SCH23746.1 BL03641
ortholog_7284 SCH23389.1 BL15864
ortholog_7285 SCH23654.1 BL07499
ortholog_7286 SCH24187.1 BL21547
ortholog_7287 SCH23962.1 BL07616
ortholog_7288 SCH23876.1 BL07108
ortholog_7289 SCH23517.1 BL15933
ortholog_7290 SCH23597.1 BL07469
ortholog_7291 SCH23568.1 BL07474
ortholog_7292 SCH24215.1 BL25222
ortholog_7293 SCH23730.1 BL26916
ortholog_7294 SCH24351.1 BL07377
ortholog_7295 SCH24222.1 BL15863
ortholog_7296 SCH23637.1 BL03500
ortholog_7297 SCH24162.1 BL15947
ortholog_7298 SCH23608.1 BL07973
ortholog_7299 SCH23681.1 BL07939
ortholog_7300 SCH24313.1 BL07304
ortholog_7301 SCH23743.1 BL02982
ortholog_7302 SCH23448.1 BL07883
ortholog_7303 SCH23452.1 BL13557
ortholog_7304 SCH23725.1 BL13559
ortholog_7305 SCH23443.1 BL07114
ortholog_7306 SCH24097.1 BL25263
ortholog_7307 SCH24128.1 BL07307
ortholog_7308 SCH24183.1 BL23040
ortholog_7309 SCH23961.1 BL07556
ortholog_7310 SCH23525.1 BL07356
ortholog_7311 SCH24241.1 BL07518
ortholog_7312 SCH23808.1 BL07602
ortholog_7313 SCH24386.1 BL25905
ortholog_7314 SCH24017.1 BL05604
ortholog_7315 SCH23959.1 BL04239
ortholog_7316 SCH24064.1 BL07352
ortholog_7317 SCH24034.1 BL25264
ortholog_7318 SCH24200.1 BL07376
ortholog_7319 SCH23840.1 BL22283
ortholog_7320 SCH24046.1 BL04934
ortholog_7321 SCH23629.1 BL07455
ortholog_7322 SCH23712.1 BL07456
ortholog_7323 SCH24036.1 BL07457
ortholog_7324 SCH24195.1 BL07506
ortholog_7325 SCH24441.1 BL03494
ortholog_7326 SCH24062.1 BL13852
ortholog_7327 SCH24030.1 BL20839
ortholog_7328 SCH23556.1 BL17283
ortholog_7329 SCH24154.1 BL09739
ortholog_7330 SCH23401.1 BL07481
ortholog_7331 SCH23779.1 BL12900
ortholog_7332 SCH23703.1 BL25309
ortholog_7333 SCH23478.1 BL07521
ortholog_7334 SCH24179.1 BL07520
ortholog_7335 SCH24147.1 BL03242
ortholog_7336 SCH23817.1 BL07342
ortholog_7337 SCH23782.1 BL08791
ortholog_7338 SCH23853.1 BL23474
ortholog_7339 SCH23653.1 BL07459
ortholog_7340 SCH23619.1 BL13394
ortholog_7341 SCH24073.1 BL07881
ortholog_7342 SCH24106.1 BL07557
ortholog_7343 SCH23763.1 BL03249
ortholog_7344 SCH23566.1 BL13907
ortholog_7345 SCH23695.1 BL25906
ortholog_7346 SCH23736.1 BL15816
ortholog_7347 SCH23816.1 BL25205
ortholog_7348 SCH23922.1 BL07961
ortholog_7349 SCH23714.1 BL07940
ortholog_7350 SCH23668.1 BL25184
ortholog_7351 SCH23537.1 BL22957
ortholog_7352 SCH23425.1 BL07494
ortholog_7353 SCH23518.1 BL25722
ortholog_7354 SCH24379.1 BL08387
ortholog_7355 SCH23539.1 BL01499
ortholog_7356 SCH24194.1 BL18651
ortholog_7357 SCH24035.1 BL22856
ortholog_7358 SCH24274.1 BL15923
ortholog_7359 SCH24087.1 BL27810
ortholog_7360 SCH23985.1 BL10586
ortholog_7361 SCH23974.1 BL03254
ortholog_7362 SCH24023.1 BL17643
ortholog_7363 SCH23570.1 BL07137
ortholog_7364 SCH23748.1 BL03247
ortholog_7365 SCH23669.1 BL07212
ortholog_7366 SCH23740.1 BL02995
ortholog_7367 SCH23868.1 BL25176
ortholog_7368 SCH23547.1 BL07619
ortholog_7369 SCH23436.1 BL15921
ortholog_7370 SCH23563.1 BL07496
ortholog_7371 SCH23527.1 BL08560
ortholog_7372 SCH24051.1 BL15916
ortholog_7373 SCH24160.1 BL07434
ortholog_7374 SCH24107.1 BL07894
ortholog_7375 SCH24401.1 BL07224
ortholog_7376 SCH23520.1 BL24685
ortholog_7377 SCH24422.1 BL15838
ortholog_7378 SCH23484.1 BL25236
ortholog_7379 SCH24069.1 BL07760
ortholog_7380 SCH23790.1 BL07563
ortholog_7381 SCH23708.1 BL00544
ortholog_7382 SCH23929.1 BL07103
ortholog_7383 SCH23801.1 BL07290
ortholog_7384 SCH23769.1 BL03448
ortholog_7385 SCH24055.1 BL03447
ortholog_7386 SCH23878.1 BL07508
ortholog_7387 SCH24387.1 BL11516
ortholog_7388 SCH23402.1 BL07157
ortholog_7389 SCH23831.1 BL07859
ortholog_7390 SCH24025.1 BL25247
ortholog_7391 SCH23875.1 BL02850
ortholog_7392 SCH24090.1 BL24253
ortholog_7393 SCH24287.1 BL16885
ortholog_7394 SCH24156.1 BL07472
ortholog_7395 SCH24364.1 BL07207
ortholog_7396 SCH24326.1 BL25227
ortholog_7397 SCH24149.1 BL07302
ortholog_7398 SCH24455.1 BL25338
ortholog_7399 SCH23811.1 BL07831
ortholog_7400 SCH24116.1 BL07379
ortholog_7401 SCH24182.1 BL18927
ortholog_7402 SCH24208.1 BL15917
ortholog_7403 SCH24233.1 BL07426
ortholog_7404 SCH24205.1 BL07425
ortholog_7405 SCH24141.1 BL07790
ortholog_7406 SCH23578.1 BL15884
ortholog_7407 SCH24323.1 BL07216
ortholog_7408 SCH23418.1 BL07337
ortholog_7409 SCH23665.1 BL07097
ortholog_7410 SCH23467.1 BL07526
ortholog_7411 SCH24010.1 BL03396
ortholog_7412 SCH23655.1 BL25213
ortholog_7413 SCH23620.1 BL05612
ortholog_7414 SCH24246.1 BL07821
ortholog_7415 SCH23505.1 BL03267
ortholog_7416 SCH23674.1 BL05771
ortholog_7417 SCH23991.1 BL00291
ortholog_7418 SCH24343.1 BL25135
ortholog_7419 SCH24262.1 BL07264
ortholog_7420 SCH23573.1 BL25182
ortholog_7421 SCH23867.1 BL07183
ortholog_7422 SCH23678.1 BL23920
ortholog_7423 SCH24435.1 BL07546
ortholog_7424 SCH24329.1 BL07215
ortholog_7425 SCH24369.1 BL07341
ortholog_7426 SCH24271.1 BL03499
ortholog_7427 SCH23494.1 BL09266
ortholog_7428 SCH23529.1 BL07115
ortholog_7429 SCH23506.1 BL15834
ortholog_7430 SCH24172.1 BL11599
ortholog_7431 SCH24136.1 BL25096
ortholog_7432 SCH24226.1 BL07301
ortholog_7433 SCH24317.1 BL07380
ortholog_7434 SCH23753.1 BL07536
ortholog_7435 SCH23937.1 BL07533
ortholog_7436 SCH24228.1 BL07552
ortholog_7437 SCH24307.1 BL07268
ortholog_7438 SCH23812.1 BL15961
ortholog_7439 SCH24026.1 BL07435
ortholog_7440 SCH23986.1 BL25258
ortholog_7441 SCH23664.1 BL03586
ortholog_7442 SCH23709.1 BL10074
ortholog_7443 SCH23898.1 BL07412
ortholog_7444 SCH23930.1 BL07111
ortholog_7445 SCH23964.1 BL07311
ortholog_7446 SCH24052.1 BL25279
ortholog_7447 SCH23456.1 BL07362
ortholog_7448 SCH23791.1 BL15465
ortholog_7449 SCH23983.1 BL07155
ortholog_7450 SCH23553.1 BL07875
ortholog_7451 SCH23679.1 BL00813
ortholog_7452 SCH23403.1 BL07690
ortholog_7453 SCH23481.1 BL07368
ortholog_7454 SCH23582.1 BL03910
ortholog_7455 SCH23616.1 BL04371
ortholog_7456 SCH23648.1 BL07970
ortholog_7457 SCH23581.1 BL02846
ortholog_7458 SCH24316.1 BL05607
ortholog_7459 SCH24140.1 BL05707
