ortholog_1 MGL01089.1 g162422
ortholog_7581 MGL18959.1 g93268
ortholog_7582 MGL18998.1 g91046
ortholog_7583 MGL19135.1 g97133
ortholog_7584 MGL19168.1 g95743
ortholog_7585 MGL19205.1 g90176
ortholog_7586 MGL19293.1 g93692
ortholog_7587 MGL19100.1 g93698
ortholog_7588 MGL19346.1 g97464
ortholog_7589 MGL19366.1 g96140
ortholog_7590 MGL18996.1 g19485
ortholog_7591 MGL19281.1 g96083
ortholog_7592 MGL19113.1 g209890
ortholog_7593 MGL19170.1 g211738
ortholog_7594 MGL18875.1 g101194
ortholog_7595 MGL18854.1 g83895
ortholog_7596 MGL19193.1 g110014
ortholog_7597 MGL19446.1 g95028
ortholog_7598 MGL19388.1 g98526
ortholog_7599 MGL19364.1 g101575
ortholog_7600 MGL19343.1 g96684
ortholog_7601 MGL19327.1 g90005
ortholog_7602 MGL19291.1 g99467
ortholog_7603 MGL19246.1 g93193
ortholog_7604 MGL19222.1 g101566
ortholog_7605 MGL19203.1 g98868
ortholog_7606 MGL19184.1 g98865
ortholog_7607 MGL19209.1 g214381
ortholog_7608 MGL19055.1 g108246
ortholog_7609 MGL18995.1 g90505
ortholog_7610 MGL19349.1 g16996
ortholog_7611 MGL18937.1 g97339
ortholog_7612 MGL19359.1 g101225
ortholog_7613 MGL19339.1 g101217
ortholog_7614 MGL19181.1 g12699
ortholog_7615 MGL19404.1 g98793
ortholog_7616 MGL19154.1 g96349
ortholog_7617 MGL19462.1 g96341
ortholog_7618 MGL18901.1 g17848
ortholog_7619 MGL18871.1 g93681
ortholog_7620 MGL18954.1 g90231
ortholog_7621 MGL19420.1 g90205
ortholog_7622 MGL19443.1 g94363
ortholog_7623 MGL19064.1 g96581
ortholog_7624 MGL19528.1 g28585
ortholog_7625 MGL19653.1 g28493
ortholog_7626 MGL19602.1 g30493
ortholog_7627 MGL19810.1 g27422
ortholog_7628 MGL19565.1 g11398
ortholog_7629 MGL19650.1 g61052
ortholog_7630 MGL19707.1 g33871
ortholog_7631 MGL19730.1 g14211
ortholog_7632 MGL19808.1 g33141
ortholog_7633 MGL19899.1 g26629
ortholog_7634 MGL19920.1 g115396
ortholog_7635 MGL19943.1 g32189
ortholog_7636 MGL20012.1 g26723
ortholog_7637 MGL19558.1 g4531
ortholog_7638 MGL19853.1 g32382
ortholog_7639 MGL19566.1 g30636
ortholog_7640 MGL20097.1 g25415
ortholog_7641 MGL20050.1 g27063
ortholog_7642 MGL20011.1 g135515
ortholog_7643 MGL19942.1 g30276
ortholog_7644 MGL19835.1 g29285
ortholog_7645 MGL19898.1 g32293
ortholog_7646 MGL19771.1 g167296
ortholog_7647 MGL19685.1 g32733
ortholog_7648 MGL19666.1 g28601
ortholog_7649 MGL19630.1 g27724
ortholog_7650 MGL19615.1 g161633
ortholog_7651 MGL19963.1 g30069
ortholog_7652 MGL19564.1 g31872
ortholog_7653 MGL19543.1 g31867
ortholog_7654 MGL19502.1 g25446
ortholog_7655 MGL19475.1 g26188
ortholog_7656 MGL20074.1 g162583
ortholog_7657 MGL19961.1 g31440
ortholog_7658 MGL19968.1 g26683
ortholog_7659 MGL19877.1 g30480
ortholog_7660 MGL20027.1 g25506
ortholog_7661 MGL19837.1 g150501
ortholog_7662 MGL19814.1 g26587
ortholog_7663 MGL19770.1 g31458
ortholog_7664 MGL19751.1 g30439
ortholog_7665 MGL19648.1 g180188
ortholog_7666 MGL19599.1 g31753
ortholog_7667 MGL19582.1 g31552
ortholog_7668 MGL19542.1 g30012
ortholog_7669 MGL19623.1 g27550
ortholog_7670 MGL20048.1 g25384
ortholog_7671 MGL19918.1 g114555
ortholog_7672 MGL19896.1 g30562
ortholog_7673 MGL19786.1 g28426
ortholog_7674 MGL19683.1 g25896
ortholog_7675 MGL19664.1 g25398
ortholog_7676 MGL20003.1 g18812
ortholog_7677 MGL19659.1 g18824
ortholog_7678 MGL19541.1 g26209
ortholog_7679 MGL19521.1 g25844
ortholog_7680 MGL19500.1 g31898
ortholog_7681 MGL20078.1 g27690
ortholog_7682 MGL20053.1 g30797
ortholog_7683 MGL20015.1 g27624
ortholog_7684 MGL19993.1 g30585
ortholog_7685 MGL19971.1 g31810
ortholog_7686 MGL19946.1 g30824
ortholog_7687 MGL19923.1 g29590
ortholog_7688 MGL19497.1 g29223
ortholog_7689 MGL19859.1 g28489
ortholog_7690 MGL19842.1 g161988
ortholog_7691 MGL19818.1 g29584
ortholog_7692 MGL19789.1 g26216
ortholog_7693 MGL19804.1 g18741
ortholog_7694 MGL19774.1 g31535
ortholog_7695 MGL19754.1 g26076
ortholog_7696 MGL19731.1 g26074
ortholog_7697 MGL19765.1 g26072
ortholog_7698 MGL19670.1 g32257
ortholog_7699 MGL19617.1 g30578
ortholog_7700 MGL19688.1 g33832
ortholog_7701 MGL19710.1 g33830
ortholog_7702 MGL19790.1 g26488
ortholog_7703 MGL19819.1 g31585
ortholog_7704 MGL19843.1 g129518
ortholog_7705 MGL20116.1 g34012
ortholog_7706 MGL19924.1 g28904
ortholog_7707 MGL19947.1 g30566
ortholog_7708 MGL19994.1 g21785
ortholog_7709 MGL20035.1 g30044
ortholog_7710 MGL20054.1 g27058
ortholog_7711 MGL19764.1 g27061
ortholog_7712 MGL19481.1 g19439
ortholog_7713 MGL19634.1 g27330
ortholog_7714 MGL19711.1 g175236
ortholog_7715 MGL19776.1 g25558
ortholog_7716 MGL19948.1 g31512
ortholog_7717 MGL19995.1 g31501
ortholog_7718 MGL19973.1 g27301
ortholog_7719 MGL19496.1 g28603
ortholog_7720 MGL20036.1 g26433
ortholog_7721 MGL19799.1 g29824
ortholog_7722 MGL19691.1 g26175
ortholog_7723 MGL19737.1 g31958
ortholog_7724 MGL19846.1 g17259
ortholog_7725 MGL19906.1 g31851
ortholog_7726 MGL19926.1 g107649
ortholog_7727 MGL19953.1 g31742
ortholog_7728 MGL19757.1 g33332
ortholog_7729 MGL19595.1 g29141
ortholog_7730 MGL19480.1 g121403
ortholog_7731 MGL20122.1 g121000
ortholog_7732 MGL20117.1 g32110
ortholog_7733 MGL20094.1 g31520
ortholog_7734 MGL20047.1 g28187
ortholog_7735 MGL20010.1 g33128
ortholog_7736 MGL19940.1 g28232
ortholog_7737 MGL19895.1 g29997
ortholog_7738 MGL19644.1 g27251
ortholog_7739 MGL19855.1 g30483
ortholog_7740 MGL20066.1 g18829
ortholog_7741 MGL19749.1 g33761
ortholog_7742 MGL19494.1 g179430
ortholog_7743 MGL19646.1 g62751
ortholog_7744 MGL19598.1 g26306
ortholog_7745 MGL19580.1 g31296
ortholog_7746 MGL19540.1 g29274
ortholog_7747 MGL19499.1 g31459
ortholog_7748 MGL19766.1 g31466
ortholog_7749 MGL20029.1 g33123
ortholog_7750 MGL20009.1 g31257
ortholog_7751 MGL19985.1 g31261
ortholog_7752 MGL19939.1 g29992
ortholog_7753 MGL19916.1 g28595
ortholog_7754 MGL19894.1 g29616
ortholog_7755 MGL19493.1 g34064
ortholog_7756 MGL19854.1 g8862
ortholog_7757 MGL20070.1 g25999
ortholog_7758 MGL19980.1 g64039
ortholog_7759 MGL19767.1 g29813
ortholog_7760 MGL19748.1 g25401
ortholog_7761 MGL19725.1 g25421
ortholog_7762 MGL19800.1 g211157
ortholog_7763 MGL19663.1 g193722
ortholog_7764 MGL19933.1 g133140
ortholog_7765 MGL19552.1 g32034
ortholog_7766 MGL19592.1 g23361
ortholog_7767 MGL19610.1 g190123
ortholog_7768 MGL19622.1 g33835
ortholog_7769 MGL19991.1 g32993
ortholog_7770 MGL20013.1 g27375
ortholog_7771 MGL20033.1 g27371
ortholog_7772 MGL20052.1 g25827
ortholog_7773 MGL20076.1 g30791
ortholog_7774 MGL19544.1 g26082
ortholog_7775 MGL19746.1 g26688
ortholog_7776 MGL19817.1 g26904
ortholog_7777 MGL19858.1 g18710
ortholog_7778 MGL19922.1 g31199
ortholog_7779 MGL19945.1 g26951
ortholog_7780 MGL19992.1 g25266
ortholog_7781 MGL20034.1 g32070
ortholog_7782 MGL19834.1 g26499
ortholog_7783 MGL20081.1 g30430
ortholog_7784 MGL20121.1 g32291
ortholog_7785 MGL19740.1 g32722
ortholog_7786 MGL20100.1 g32716
ortholog_7787 MGL20057.1 g25358
ortholog_7788 MGL19700.1 g32994
ortholog_7789 MGL19812.1 g30615
ortholog_7790 MGL20123.1 g30611
ortholog_7791 MGL19529.1 g29156
ortholog_7792 MGL19547.1 g29155
ortholog_7793 MGL19561.1 g28465
ortholog_7794 MGL19718.1 g28459
ortholog_7795 MGL19635.1 g32729
ortholog_7796 MGL19671.1 g27713
ortholog_7797 MGL19654.1 g27719
ortholog_7798 MGL19712.1 g33078
ortholog_7799 MGL19734.1 g29865
ortholog_7800 MGL19777.1 g30393
ortholog_7801 MGL19792.1 g30378
ortholog_7802 MGL19844.1 g26364
ortholog_7803 MGL19861.1 g26361
ortholog_7804 MGL19949.1 g31718
ortholog_7805 MGL19559.1 g32116
ortholog_7806 MGL20056.1 g31093
ortholog_7807 MGL20080.1 g50466
ortholog_7808 MGL20102.1 g32282
ortholog_7809 MGL19914.1 g131956
ortholog_7810 MGL19530.1 g28145
ortholog_7811 MGL19982.1 g31877
ortholog_7812 MGL19964.1 g181675
ortholog_7813 MGL19518.1 g27437
ortholog_7814 MGL19784.1 g29399
ortholog_7815 MGL20067.1 g32981
ortholog_7816 MGL19984.1 g19667
ortholog_7817 MGL19781.1 g32935
ortholog_7818 MGL19510.1 g32924
ortholog_7819 MGL20126.1 g31774
ortholog_7820 MGL20105.1 g28947
ortholog_7821 MGL19998.1 g9815
ortholog_7822 MGL19975.1 g32697
ortholog_7823 MGL19537.1 g166436
ortholog_7824 MGL19594.1 g28666
ortholog_7825 MGL19905.1 g30001
ortholog_7826 MGL19960.1 g73660
ortholog_7827 MGL20103.1 g28442
ortholog_7828 MGL20037.1 g32235
ortholog_7829 MGL20018.1 g142303
ortholog_7830 MGL19950.1 g33654
ortholog_7831 MGL19675.1 g33618
ortholog_7832 MGL19904.1 g26023
ortholog_7833 MGL20042.1 g112766
ortholog_7834 MGL19723.1 g31582
ortholog_7835 MGL19889.1 g53029
ortholog_7836 MGL20109.1 g118478
ortholog_7837 MGL19832.1 g143941
ortholog_7838 MGL20133.1 g179319
ortholog_7839 MGL19495.1 g42604
ortholog_7840 MGL19701.1 g106802
ortholog_7841 MGL19597.1 g139839
ortholog_7842 MGL19560.1 g26646
ortholog_7843 MGL19519.1 g29707
ortholog_7844 MGL19811.1 g204788
ortholog_7845 MGL20000.1 g31424
ortholog_7846 MGL19955.1 g27287
ortholog_7847 MGL19928.1 g27285
ortholog_7848 MGL19676.1 g82363
ortholog_7849 MGL20107.1 g26536
ortholog_7850 MGL19913.1 g145863
ortholog_7851 MGL19885.1 g31277
ortholog_7852 MGL19951.1 g28118
ortholog_7853 MGL19702.1 g29619
ortholog_7854 MGL19626.1 g179421
ortholog_7855 MGL19486.1 g29625
ortholog_7856 MGL20064.1 g96268
ortholog_7857 MGL19535.1 g174550
ortholog_7858 MGL19744.1 g29636
ortholog_7859 MGL19747.1 g33442
ortholog_7860 MGL20024.1 g31545
ortholog_7861 MGL19979.1 g29556
ortholog_7862 MGL19866.1 g29573
ortholog_7863 MGL19888.1 g28274
ortholog_7864 MGL19865.1 g28291
ortholog_7865 MGL19826.1 g28301
ortholog_7866 MGL19796.1 g30820
ortholog_7867 MGL19538.1 g33315
ortholog_7868 MGL19674.1 g155316
ortholog_7869 MGL19591.1 g26349
ortholog_7870 MGL19618.1 g25813
ortholog_7871 MGL19606.1 g29756
ortholog_7872 MGL19571.1 g29368
ortholog_7873 MGL19548.1 g29195
ortholog_7874 MGL19531.1 g31534
ortholog_7875 MGL19483.1 g31536
ortholog_7876 MGL19900.1 g27307
ortholog_7877 MGL19880.1 g26300
ortholog_7878 MGL19840.1 g26298
ortholog_7879 MGL19773.1 g33379
ortholog_7880 MGL19742.1 g33393
ortholog_7881 MGL19708.1 g26520
ortholog_7882 MGL19687.1 g162286
ortholog_7883 MGL19668.1 g30190
ortholog_7884 MGL19651.1 g26738
ortholog_7885 MGL19631.1 g30943
ortholog_7886 MGL19568.1 g30103
ortholog_7887 MGL19607.1 g27663
ortholog_7888 MGL19931.1 g18587
ortholog_7889 MGL19572.1 g33919
ortholog_7890 MGL19825.1 g26866
ortholog_7891 MGL19907.1 g25992
ortholog_7892 MGL20040.1 g30132
ortholog_7893 MGL20060.1 g31516
ortholog_7894 MGL20084.1 g31474
ortholog_7895 MGL20106.1 g26915
ortholog_7896 MGL19487.1 g73135
ortholog_7897 MGL19511.1 g31475
ortholog_7898 MGL19936.1 g29762
ortholog_7899 MGL20041.1 g30574
ortholog_7900 MGL20022.1 g199346
ortholog_7901 MGL19978.1 g31451
ortholog_7902 MGL19954.1 g27187
ortholog_7903 MGL19512.1 g25836
ortholog_7904 MGL19488.1 g26546
ortholog_7905 MGL19680.1 g30757
ortholog_7906 MGL19608.1 g26495
ortholog_7907 MGL19621.1 g26500
ortholog_7908 MGL19539.1 g31882
ortholog_7909 MGL19759.1 g33478
ortholog_7910 MGL19780.1 g32841
ortholog_7911 MGL19823.1 g32422
ortholog_7912 MGL20438.1 g52089
ortholog_7913 MGL20348.1 g55820
ortholog_7914 MGL20329.1 g15715
ortholog_7915 MGL20307.1 g188259
ortholog_7916 MGL20239.1 g129082
ortholog_7917 MGL20493.1 g55067
ortholog_7918 MGL20535.1 g62649
ortholog_7919 MGL20544.1 g50502
ortholog_7920 MGL20588.1 g54480
ortholog_7921 MGL20405.1 g50561
ortholog_7922 MGL20184.1 g54452
ortholog_7923 MGL20701.1 g48858
ortholog_7924 MGL20496.1 g15719
ortholog_7925 MGL20474.1 g55819
ortholog_7926 MGL20440.1 g197044
ortholog_7927 MGL20526.1 g138433
ortholog_7928 MGL20241.1 g16641
ortholog_7929 MGL20258.1 g49832
ortholog_7930 MGL20295.1 g54316
ortholog_7931 MGL20475.1 g50285
ortholog_7932 MGL20366.1 g49194
ortholog_7933 MGL20461.1 g52860
ortholog_7934 MGL20308.1 g84503
ortholog_7935 MGL20703.1 g106523
ortholog_7936 MGL20222.1 g38506
ortholog_7937 MGL20666.1 g55896
ortholog_7938 MGL20317.1 g49059
ortholog_7939 MGL20331.1 g51929
ortholog_7940 MGL20365.1 g53412
ortholog_7941 MGL20387.1 g53420
ortholog_7942 MGL20232.1 g50901
ortholog_7943 MGL20202.1 g51737
ortholog_7944 MGL20183.1 g51740
ortholog_7945 MGL20545.1 g53217
ortholog_7946 MGL20372.1 g199119
ortholog_7947 MGL20494.1 g3770
ortholog_7948 MGL20402.1 g48210
ortholog_7949 MGL20386.1 g26081
ortholog_7950 MGL20364.1 g203954
ortholog_7951 MGL20675.1 g55815
ortholog_7952 MGL20182.1 g503
ortholog_7953 MGL20148.1 g115447
ortholog_7954 MGL20483.1 g49489
ortholog_7955 MGL20674.1 g47732
ortholog_7956 MGL20662.1 g99873
ortholog_7957 MGL20659.1 g186156
ortholog_7958 MGL20708.1 g208088
ortholog_7959 MGL20168.1 g53036
ortholog_7960 MGL20185.1 g53034
ortholog_7961 MGL20204.1 g46788
ortholog_7962 MGL20320.1 g55871
ortholog_7963 MGL20334.1 g129207
ortholog_7964 MGL20396.1 g48659
ortholog_7965 MGL20560.1 g48668
ortholog_7966 MGL20521.1 g64404
ortholog_7967 MGL20539.1 g56280
ortholog_7968 MGL20546.1 g50473
ortholog_7969 MGL20596.1 g212008
ortholog_7970 MGL20612.1 g51490
ortholog_7971 MGL20555.1 g51121
ortholog_7972 MGL20156.1 g114173
ortholog_7973 MGL20718.1 g54437
ortholog_7974 MGL20335.1 g89347
ortholog_7975 MGL20186.1 g48503
ortholog_7976 MGL20501.1 g50724
ortholog_7977 MGL20181.1 g50218
ortholog_7978 MGL20147.1 g50895
ortholog_7979 MGL20406.1 g31336
ortholog_7980 MGL20638.1 g52268
ortholog_7981 MGL20255.1 g154995
ortholog_7982 MGL20192.1 g163709
ortholog_7983 MGL20229.1 g165067
ortholog_7984 MGL20523.1 g144352
ortholog_7985 MGL20594.1 g96967
ortholog_7986 MGL20685.1 g105817
ortholog_7987 MGL20456.1 g149571
ortholog_7988 MGL20484.1 g109672
ortholog_7989 MGL20582.1 g36590
ortholog_7990 MGL20586.1 g99615
ortholog_7991 MGL20605.1 g47807
ortholog_7992 MGL20621.1 g201590
ortholog_7993 MGL20299.1 g3297
ortholog_7994 MGL20471.1 g52193
ortholog_7995 MGL20515.1 g54338
ortholog_7996 MGL20543.1 g120362
ortholog_7997 MGL20567.1 g50486
ortholog_7998 MGL20146.1 g51646
ortholog_7999 MGL20171.1 g48167
ortholog_8000 MGL20200.1 g56003
ortholog_8001 MGL20219.1 g147162
ortholog_8002 MGL20137.1 g55100
ortholog_8003 MGL20294.1 g54581
ortholog_8004 MGL20306.1 g54968
ortholog_8005 MGL20437.1 g6473
ortholog_8006 MGL20534.1 g55420
ortholog_8007 MGL20145.1 g48852
ortholog_8008 MGL20238.1 g51613
ortholog_8009 MGL20259.1 g120461
ortholog_8010 MGL20380.1 g52272
ortholog_8011 MGL20362.1 g121865
ortholog_8012 MGL20326.1 g76960
ortholog_8013 MGL20672.1 g125343
ortholog_8014 MGL20565.1 g11663
ortholog_8015 MGL20541.1 g52507
ortholog_8016 MGL20532.1 g52510
ortholog_8017 MGL20513.1 g48214
ortholog_8018 MGL20488.1 g51942
ortholog_8019 MGL20469.1 g51939
ortholog_8020 MGL20381.1 g64349
ortholog_8021 MGL20597.1 g59497
ortholog_8022 MGL20300.1 g118878
ortholog_8023 MGL20272.1 g202038
ortholog_8024 MGL20512.1 g26947
ortholog_8025 MGL20531.1 g200215
ortholog_8026 MGL20341.1 g162446
ortholog_8027 MGL20397.1 g55867
ortholog_8028 MGL20250.1 g54507
ortholog_8029 MGL20643.1 g47060
ortholog_8030 MGL20195.1 g47054
ortholog_8031 MGL20458.1 g53209
ortholog_8032 MGL20710.1 g49662
ortholog_8033 MGL20650.1 g52326
ortholog_8034 MGL20360.1 g89341
ortholog_8035 MGL20399.1 g50558
ortholog_8036 MGL20420.1 g143573
ortholog_8037 MGL20431.1 g48247
ortholog_8038 MGL20465.1 g55121
ortholog_8039 MGL20196.1 g140608
ortholog_8040 MGL20190.1 g55862
ortholog_8041 MGL20711.1 g55861
ortholog_8042 MGL20692.1 g209331
ortholog_8043 MGL20426.1 g49195
ortholog_8044 MGL20154.1 g49205
ortholog_8045 MGL20152.1 g83677
ortholog_8046 MGL20462.1 g83681
ortholog_8047 MGL20173.1 g190542
ortholog_8048 MGL20288.1 g69841
ortholog_8049 MGL20323.1 g55081
ortholog_8050 MGL20421.1 g48459
ortholog_8051 MGL20614.1 g50483
ortholog_8052 MGL20357.1 g158100
ortholog_8053 MGL20562.1 g34504
ortholog_8054 MGL20652.1 g83724
ortholog_8055 MGL20693.1 g9266
ortholog_8056 MGL20142.1 g48758
ortholog_8057 MGL20175.1 g121860
ortholog_8058 MGL20197.1 g49123
ortholog_8059 MGL20215.1 g55105
ortholog_8060 MGL20251.1 g49826
ortholog_8061 MGL20262.1 g56132
ortholog_8062 MGL20324.1 g50346
ortholog_8063 MGL20466.1 g56205
ortholog_8064 MGL20486.1 g56190
ortholog_8065 MGL20563.1 g55565
ortholog_8066 MGL20670.1 g179150
ortholog_8067 MGL20694.1 g181737
ortholog_8068 MGL20198.1 g47715
ortholog_8069 MGL20216.1 g49938
ortholog_8070 MGL20236.1 g53264
ortholog_8071 MGL20315.1 g53257
ortholog_8072 MGL20275.1 g211933
ortholog_8073 MGL20344.1 g56136
ortholog_8074 MGL20361.1 g56138
ortholog_8075 MGL20432.1 g56159
ortholog_8076 MGL20213.1 g52201
ortholog_8077 MGL20530.1 g51178
ortholog_8078 MGL20622.1 g52183
ortholog_8079 MGL20264.1 g94920
ortholog_8080 MGL20252.1 g54628
ortholog_8081 MGL20217.1 g49111
ortholog_8082 MGL20161.1 g92616
ortholog_8083 MGL20233.1 g52199
ortholog_8084 MGL20599.1 g55877
ortholog_8085 MGL20199.1 g55876
ortholog_8086 MGL20647.1 g163830
ortholog_8087 MGL20713.1 g50293
ortholog_8088 MGL20273.1 g51560
ortholog_8089 MGL20655.1 g51568
ortholog_8090 MGL20346.1 g51569
ortholog_8091 MGL20576.1 g202393
ortholog_8092 MGL20447.1 g93848
ortholog_8093 MGL20435.1 g2046
ortholog_8094 MGL20489.1 g116364
ortholog_8095 MGL20220.1 g49669
ortholog_8096 MGL20697.1 g53362
ortholog_8097 MGL20312.1 g53364
ortholog_8098 MGL20673.1 g54375
ortholog_8099 MGL20656.1 g54378
ortholog_8100 MGL20637.1 g54397
ortholog_8101 MGL20548.1 g36965
ortholog_8102 MGL21134.1 g107463
ortholog_8103 MGL21155.1 g146642
ortholog_8104 MGL21217.1 g88706
ortholog_8105 MGL21272.1 g145237
ortholog_8106 MGL21231.1 g145246
ortholog_8107 MGL21252.1 g143672
ortholog_8108 MGL21273.1 g148682
ortholog_8109 MGL20909.1 g151384
ortholog_8110 MGL21014.1 g186320
ortholog_8111 MGL20998.1 g151972
ortholog_8112 MGL20976.1 g144969
ortholog_8113 MGL21060.1 g50966
ortholog_8114 MGL21116.1 g145958
ortholog_8115 MGL20989.1 g145957
ortholog_8116 MGL21174.1 g150527
ortholog_8117 MGL21191.1 g150549
ortholog_8118 MGL21253.1 g143051
ortholog_8119 MGL20940.1 g50918
ortholog_8120 MGL20925.1 g148066
ortholog_8121 MGL20858.1 g146956
ortholog_8122 MGL21090.1 g161039
ortholog_8123 MGL20824.1 g146161
ortholog_8124 MGL20800.1 g150001
ortholog_8125 MGL20994.1 g199290
ortholog_8126 MGL21061.1 g149113
ortholog_8127 MGL21075.1 g140674
ortholog_8128 MGL21096.1 g147112
ortholog_8129 MGL21117.1 g151275
ortholog_8130 MGL21157.1 g147771
ortholog_8131 MGL20973.1 g148957
ortholog_8132 MGL21219.1 g138001
ortholog_8133 MGL21233.1 g150586
ortholog_8134 MGL21275.1 g146911
ortholog_8135 MGL21295.1 g146909
ortholog_8136 MGL21112.1 g145814
ortholog_8137 MGL20748.1 g148269
ortholog_8138 MGL20765.1 g150563
ortholog_8139 MGL20781.1 g149016
ortholog_8140 MGL20825.1 g66873
ortholog_8141 MGL20872.1 g147831
ortholog_8142 MGL20923.1 g167115
ortholog_8143 MGL20735.1 g151197
ortholog_8144 MGL20770.1 g147629
ortholog_8145 MGL20788.1 g150556
ortholog_8146 MGL20806.1 g84500
ortholog_8147 MGL21057.1 g149795
ortholog_8148 MGL21138.1 g152082
ortholog_8149 MGL20797.1 g152084
ortholog_8150 MGL20929.1 g150839
ortholog_8151 MGL20944.1 g200826
ortholog_8152 MGL20844.1 g145274
ortholog_8153 MGL21257.1 g149934
ortholog_8154 MGL20752.1 g145628
ortholog_8155 MGL20768.1 g145625
ortholog_8156 MGL20804.1 g148086
ortholog_8157 MGL20862.1 g5421
ortholog_8158 MGL20930.1 g117705
ortholog_8159 MGL20945.1 g146975
ortholog_8160 MGL20963.1 g148399
ortholog_8161 MGL20791.1 g174311
ortholog_8162 MGL21036.1 g158080
ortholog_8163 MGL20995.1 g147955
ortholog_8164 MGL20970.1 g147057
ortholog_8165 MGL21284.1 g144667
ortholog_8166 MGL20980.1 g199579
ortholog_8167 MGL20879.1 g43741
ortholog_8168 MGL21047.1 g151186
ortholog_8169 MGL21079.1 g152038
ortholog_8170 MGL21099.1 g149156
ortholog_8171 MGL21212.1 g147173
ortholog_8172 MGL21222.1 g150545
ortholog_8173 MGL21238.1 g152375
ortholog_8174 MGL21258.1 g148752
ortholog_8175 MGL21010.1 g148744
ortholog_8176 MGL20849.1 g176603
ortholog_8177 MGL20733.1 g99254
ortholog_8178 MGL21225.1 g149798
ortholog_8179 MGL20957.1 g149813
ortholog_8180 MGL21143.1 g147039
ortholog_8181 MGL21106.1 g147044
ortholog_8182 MGL21052.1 g147409
ortholog_8183 MGL21026.1 g147939
ortholog_8184 MGL20950.1 g149746
ortholog_8185 MGL20921.1 g203170
ortholog_8186 MGL20877.1 g116700
ortholog_8187 MGL20847.1 g154678
ortholog_8188 MGL20809.1 g96827
ortholog_8189 MGL20790.1 g13344
ortholog_8190 MGL21056.1 g42162
ortholog_8191 MGL20755.1 g107331
ortholog_8192 MGL20739.1 g165118
ortholog_8193 MGL21301.1 g142851
ortholog_8194 MGL20838.1 g145014
ortholog_8195 MGL21283.1 g148883
ortholog_8196 MGL21263.1 g98715
ortholog_8197 MGL21224.1 g142874
ortholog_8198 MGL21209.1 g149188
ortholog_8199 MGL21182.1 g150815
ortholog_8200 MGL21124.1 g151848
ortholog_8201 MGL21009.1 g143802
ortholog_8202 MGL20794.1 g143818
ortholog_8203 MGL21070.1 g143655
ortholog_8204 MGL21045.1 g144653
ortholog_8205 MGL21018.1 g145508
ortholog_8206 MGL21000.1 g149174
ortholog_8207 MGL20845.1 g43338
ortholog_8208 MGL20920.1 g151332
ortholog_8209 MGL20897.1 g151330
ortholog_8210 MGL20832.1 g145643
ortholog_8211 MGL20789.1 g150043
ortholog_8212 MGL20771.1 g145007
ortholog_8213 MGL21300.1 g145010
ortholog_8214 MGL21034.1 g147964
ortholog_8215 MGL21181.1 g211831
ortholog_8216 MGL21161.1 g142791
ortholog_8217 MGL21133.1 g100915
ortholog_8218 MGL21131.1 g71047
ortholog_8219 MGL20816.1 g144518
ortholog_8220 MGL20732.1 g33025
ortholog_8221 MGL21193.1 g149118
ortholog_8222 MGL21271.1 g33358
ortholog_8223 MGL21098.1 g151391
ortholog_8224 MGL21077.1 g150661
ortholog_8225 MGL21051.1 g144291
ortholog_8226 MGL21104.1 g142943
ortholog_8227 MGL21248.1 g142945
ortholog_8228 MGL21069.1 g145002
ortholog_8229 MGL21006.1 g144617
ortholog_8230 MGL20983.1 g165151
ortholog_8231 MGL20948.1 g151812
ortholog_8232 MGL20830.1 g150131
ortholog_8233 MGL20734.1 g144983
ortholog_8234 MGL21153.1 g145812
ortholog_8235 MGL21259.1 g145285
ortholog_8236 MGL21150.1 g202039
ortholog_8237 MGL20905.1 g91471
ortholog_8238 MGL21066.1 g147116
ortholog_8239 MGL21053.1 g135344
ortholog_8240 MGL21074.1 g147691
ortholog_8241 MGL20986.1 g151456
ortholog_8242 MGL21107.1 g161276
ortholog_8243 MGL21210.1 g138020
ortholog_8244 MGL20836.1 g134681
ortholog_8245 MGL21144.1 g150836
ortholog_8246 MGL21290.1 g102677
ortholog_8247 MGL21184.1 g152363
ortholog_8248 MGL21197.1 g147461
ortholog_8249 MGL21171.1 g147457
ortholog_8250 MGL20971.1 g56440
ortholog_8251 MGL21250.1 g151488
ortholog_8252 MGL21035.1 g143540
ortholog_8253 MGL21089.1 g41331
ortholog_8254 MGL21195.1 g143584
ortholog_8255 MGL21141.1 g143585
ortholog_8256 MGL21102.1 g143590
ortholog_8257 MGL21067.1 g142877
ortholog_8258 MGL20818.1 g152534
ortholog_8259 MGL21170.1 g144724
ortholog_8260 MGL21185.1 g144703
ortholog_8261 MGL20990.1 g147280
ortholog_8262 MGL20895.1 g146486
ortholog_8263 MGL20924.1 g72395
ortholog_8264 MGL21048.1 g119676
ortholog_8265 MGL21081.1 g145890
ortholog_8266 MGL21228.1 g7965
