ortholog_1 SCH00647.1 g59284
ortholog_6719 SCH21482.1 g31458
ortholog_6720 SCH20935.1 g30439
ortholog_6721 SCH21613.1 g31874
ortholog_6722 SCH21251.1 g11300
ortholog_6723 SCH21575.1 g66820
ortholog_6724 SCH21526.1 g32156
ortholog_6725 SCH21127.1 g30012
ortholog_6726 SCH21408.1 g31744
ortholog_6727 SCH21470.1 g32115
ortholog_6728 SCH20864.1 g32286
ortholog_6729 SCH20834.1 g32282
ortholog_6730 SCH21614.1 g32291
ortholog_6731 SCH21578.1 g50502
ortholog_6732 SCH21418.1 g199426
ortholog_6733 SCH21332.1 g30585
ortholog_6734 SCH21073.1 g31810
ortholog_6735 SCH20953.1 g27719
ortholog_6736 SCH20895.1 g29155
ortholog_6737 SCH20879.1 g29156
ortholog_6738 SCH21557.1 g29141
ortholog_6739 SCH21136.1 g33334
ortholog_6740 SCH21338.1 g33335
ortholog_6741 SCH21606.1 g29756
ortholog_6742 SCH21169.1 g30069
ortholog_6743 SCH21309.1 g97365
ortholog_6744 SCH20857.1 g34064
ortholog_6745 SCH21228.1 g29616
ortholog_6746 SCH21540.1 g28595
ortholog_6747 SCH21009.1 g29992
ortholog_6748 SCH21577.1 g30190
ortholog_6749 SCH21263.1 g26738
ortholog_6750 SCH21596.1 g26536
ortholog_6751 SCH21084.1 g31516
ortholog_6752 SCH21551.1 g28902
ortholog_6753 SCH21178.1 g25398
ortholog_6754 SCH21240.1 g29416
ortholog_6755 SCH21344.1 g26520
ortholog_6756 SCH21318.1 g204788
ortholog_6757 SCH21357.1 g34012
ortholog_6758 SCH21170.1 g31582
ortholog_6759 SCH21129.1 g33735
ortholog_6760 SCH21208.1 g27690
ortholog_6761 SCH21602.1 g27187
ortholog_6762 SCH20950.1 g31199
ortholog_6763 SCH21090.1 g26951
ortholog_6764 SCH21209.1 g32110
ortholog_6765 SCH21131.1 g30615
ortholog_6766 SCH21343.1 g33315
ortholog_6767 SCH21104.1 g32091
ortholog_6768 SCH21531.1 g30636
ortholog_6769 SCH21558.1 g61052
ortholog_6770 SCH21352.1 g30972
ortholog_6771 SCH21278.1 g32642
ortholog_6772 SCH21556.1 g28578
ortholog_6773 SCH21581.1 g179317
ortholog_6774 SCH21041.1 g26499
ortholog_6775 SCH20925.1 g32312
ortholog_6776 SCH21325.1 g28145
ortholog_6777 SCH21229.1 g25999
ortholog_6778 SCH21573.1 g87154
ortholog_6779 SCH21122.1 g142402
ortholog_6780 SCH21083.1 g31545
ortholog_6781 SCH21267.1 g33440
ortholog_6782 SCH20960.1 g30393
ortholog_6783 SCH20980.1 g30378
ortholog_6784 SCH21194.1 g28439
ortholog_6785 SCH21241.1 g31851
ortholog_6786 SCH21407.1 g31867
ortholog_6787 SCH21379.1 g28182
ortholog_6788 SCH21335.1 g32034
ortholog_6789 SCH21440.1 g31451
ortholog_6790 SCH21004.1 g196589
ortholog_6791 SCH21059.1 g31958
ortholog_6792 SCH20956.1 g26175
ortholog_6793 SCH21299.1 g32639
ortholog_6794 SCH20906.1 g32733
ortholog_6795 SCH21088.1 g32731
ortholog_6796 SCH20998.1 g131956
ortholog_6797 SCH20932.1 g26059
ortholog_6798 SCH21140.1 g30944
ortholog_6799 SCH21255.1 g33830
ortholog_6800 SCH21000.1 g33832
ortholog_6801 SCH21135.1 g27279
ortholog_6802 SCH21157.1 g27287
ortholog_6803 SCH21639.1 g31424
ortholog_6804 SCH21463.1 g33078
ortholog_6805 SCH20911.1 g29865
ortholog_6806 SCH20963.1 g29871
ortholog_6807 SCH21564.1 g31261
ortholog_6808 SCH21283.1 g26927
ortholog_6809 SCH21245.1 g26544
ortholog_6810 SCH21431.1 g27430
ortholog_6811 SCH21404.1 g32067
ortholog_6812 SCH21486.1 g28425
ortholog_6813 SCH21459.1 g87709
ortholog_6814 SCH21375.1 g25844
ortholog_6815 SCH21561.1 g31898
ortholog_6816 SCH20833.1 g49154
ortholog_6817 SCH21314.1 g150501
ortholog_6818 SCH21276.1 g25506
ortholog_6819 SCH21448.1 g32422
ortholog_6820 SCH20946.1 g198700
ortholog_6821 SCH21403.1 g142303
ortholog_6822 SCH21562.1 g32994
ortholog_6823 SCH20905.1 g33141
ortholog_6824 SCH21330.1 g33379
ortholog_6825 SCH21484.1 g33393
ortholog_6826 SCH21521.1 g33539
ortholog_6827 SCH20872.1 g31535
ortholog_6828 SCH21447.1 g26585
ortholog_6829 SCH21012.1 g29195
ortholog_6830 SCH20875.1 g29815
ortholog_6831 SCH21518.1 g29812
ortholog_6832 SCH21050.1 g28232
ortholog_6833 SCH20999.1 g62515
ortholog_6834 SCH21062.1 g29075
ortholog_6835 SCH21555.1 g26683
ortholog_6836 SCH20888.1 g31877
ortholog_6837 SCH21504.1 g31296
ortholog_6838 SCH20877.1 g33761
ortholog_6839 SCH21438.1 g28187
ortholog_6840 SCH20977.1 g139839
ortholog_6841 SCH21380.1 g116168
ortholog_6842 SCH21509.1 g30791
ortholog_6843 SCH20858.1 g30790
ortholog_6844 SCH21298.1 g30104
ortholog_6845 SCH21187.1 g4531
ortholog_6846 SCH21202.1 g115561
ortholog_6847 SCH21571.1 g31466
ortholog_6848 SCH21099.1 g26076
ortholog_6849 SCH21311.1 g31751
ortholog_6850 SCH20929.1 g31754
ortholog_6851 SCH20981.1 g33478
ortholog_6852 SCH21219.1 g32841
ortholog_6853 SCH20908.1 g162583
ortholog_6854 SCH21239.1 g26300
ortholog_6855 SCH21071.1 g27304
ortholog_6856 SCH21094.1 g99300
ortholog_6857 SCH21003.1 g68303
ortholog_6858 SCH20976.1 g27063
ortholog_6859 SCH20936.1 g26723
ortholog_6860 SCH21011.1 g114646
ortholog_6861 SCH21315.1 g129773
ortholog_6862 SCH21347.1 g31774
ortholog_6863 SCH21075.1 g21063
ortholog_6864 SCH21444.1 g1893
ortholog_6865 SCH20881.1 g30820
ortholog_6866 SCH21204.1 g31440
ortholog_6867 SCH21205.1 g33919
ortholog_6868 SCH20974.1 g27036
ortholog_6869 SCH21068.1 g27058
ortholog_6870 SCH21235.1 g146328
ortholog_6871 SCH21568.1 g30611
ortholog_6872 SCH21184.1 g26500
ortholog_6873 SCH21287.1 g26495
ortholog_6874 SCH21339.1 g42618
ortholog_6875 SCH21077.1 g51121
ortholog_6876 SCH21368.1 g31536
ortholog_6877 SCH21631.1 g161626
ortholog_6878 SCH21049.1 g161633
ortholog_6879 SCH21119.1 g161638
ortholog_6880 SCH21212.1 g161988
ortholog_6881 SCH21164.1 g121401
ortholog_6882 SCH21382.1 g188551
ortholog_6883 SCH21290.1 g177497
ortholog_6884 SCH21053.1 g27244
ortholog_6885 SCH21532.1 g30483
ortholog_6886 SCH21485.1 g33835
ortholog_6887 SCH20992.1 g26967
ortholog_6888 SCH20840.1 g30045
ortholog_6889 SCH20873.1 g26988
ortholog_6890 SCH21474.1 g26349
ortholog_6891 SCH21110.1 g159374
ortholog_6892 SCH21381.1 g31277
ortholog_6893 SCH21435.1 g31718
ortholog_6894 SCH21401.1 g47430
ortholog_6895 SCH21327.1 g29591
ortholog_6896 SCH21144.1 g30757
ortholog_6897 SCH21306.1 g100034
ortholog_6898 SCH21333.1 g25894
ortholog_6899 SCH20917.1 g79418
ortholog_6900 SCH21249.1 g27336
ortholog_6901 SCH20964.1 g29543
ortholog_6902 SCH21014.1 g29556
ortholog_6903 SCH20899.1 g29573
ortholog_6904 SCH21199.1 g62751
ortholog_6905 SCH21659.1 g103907
ortholog_6906 SCH21691.1 g42460
ortholog_6907 SCH22971.1 g162475
ortholog_6908 SCH22020.1 g162380
ortholog_6909 SCH21812.1 g162373
ortholog_6910 SCH21940.1 g162363
ortholog_6911 SCH21764.1 g158665
ortholog_6912 SCH21912.1 g155879
ortholog_6913 SCH22264.1 g157780
ortholog_6914 SCH21770.1 g157783
ortholog_6915 SCH23384.1 g163214
ortholog_6916 SCH22093.1 g163216
ortholog_6917 SCH22065.1 g163348
ortholog_6918 SCH23165.1 g155218
ortholog_6919 SCH21901.1 g160328
ortholog_6920 SCH22172.1 g156398
ortholog_6921 SCH22678.1 g154084
ortholog_6922 SCH22529.1 g163714
ortholog_6923 SCH22473.1 g161721
ortholog_6924 SCH22742.1 g174495
ortholog_6925 SCH22792.1 g110031
ortholog_6926 SCH21795.1 g161854
ortholog_6927 SCH21967.1 g156428
ortholog_6928 SCH21918.1 g156419
ortholog_6929 SCH23376.1 g160919
ortholog_6930 SCH21744.1 g156004
ortholog_6931 SCH21683.1 g163622
ortholog_6932 SCH22177.1 g161300
ortholog_6933 SCH22140.1 g200388
ortholog_6934 SCH22564.1 g197216
ortholog_6935 SCH22738.1 g156839
ortholog_6936 SCH22381.1 g156840
ortholog_6937 SCH22008.1 g156842
ortholog_6938 SCH22907.1 g164186
ortholog_6939 SCH22194.1 g101670
ortholog_6940 SCH22379.1 g3683
ortholog_6941 SCH22235.1 g160515
ortholog_6942 SCH23129.1 g155618
ortholog_6943 SCH22298.1 g159368
ortholog_6944 SCH21776.1 g159366
ortholog_6945 SCH21841.1 g159400
ortholog_6946 SCH22983.1 g153927
ortholog_6947 SCH22721.1 g132821
ortholog_6948 SCH21791.1 g157483
ortholog_6949 SCH22480.1 g91118
ortholog_6950 SCH22611.1 g154919
ortholog_6951 SCH23086.1 g155752
ortholog_6952 SCH21766.1 g156256
ortholog_6953 SCH22035.1 g156165
ortholog_6954 SCH22877.1 g60130
ortholog_6955 SCH21827.1 g158717
ortholog_6956 SCH23082.1 g156381
ortholog_6957 SCH21948.1 g156363
ortholog_6958 SCH21711.1 g159323
ortholog_6959 SCH22148.1 g155535
ortholog_6960 SCH21771.1 g154204
ortholog_6961 SCH22015.1 g154301
ortholog_6962 SCH21952.1 g154273
ortholog_6963 SCH22332.1 g155325
ortholog_6964 SCH23219.1 g157251
ortholog_6965 SCH23157.1 g156209
ortholog_6966 SCH23074.1 g109384
ortholog_6967 SCH22924.1 g155585
ortholog_6968 SCH22680.1 g159605
ortholog_6969 SCH21817.1 g159607
ortholog_6970 SCH22854.1 g158725
ortholog_6971 SCH22785.1 g158734
ortholog_6972 SCH22787.1 g157118
ortholog_6973 SCH22072.1 g153965
ortholog_6974 SCH22125.1 g161874
ortholog_6975 SCH22996.1 g154007
ortholog_6976 SCH21726.1 g108117
ortholog_6977 SCH23125.1 g156532
ortholog_6978 SCH22888.1 g157421
ortholog_6979 SCH23372.1 g159717
ortholog_6980 SCH22957.1 g153558
ortholog_6981 SCH22455.1 g158904
ortholog_6982 SCH22331.1 g157934
ortholog_6983 SCH22802.1 g92781
ortholog_6984 SCH22866.1 g159589
ortholog_6985 SCH22539.1 g159393
ortholog_6986 SCH22645.1 g154696
ortholog_6987 SCH22045.1 g154929
ortholog_6988 SCH22995.1 g158690
ortholog_6989 SCH21894.1 g161679
ortholog_6990 SCH21942.1 g160698
ortholog_6991 SCH22004.1 g156319
ortholog_6992 SCH22985.1 g154840
ortholog_6993 SCH22758.1 g158568
ortholog_6994 SCH23248.1 g161338
ortholog_6995 SCH22619.1 g161341
ortholog_6996 SCH23200.1 g163291
ortholog_6997 SCH21988.1 g163284
ortholog_6998 SCH23289.1 g157326
ortholog_6999 SCH21684.1 g161099
ortholog_7000 SCH21703.1 g145111
ortholog_7001 SCH22291.1 g156229
ortholog_7002 SCH22850.1 g163885
ortholog_7003 SCH23191.1 g25767
ortholog_7004 SCH22118.1 g160585
ortholog_7005 SCH21743.1 g154666
ortholog_7006 SCH21924.1 g159279
ortholog_7007 SCH21978.1 g161255
ortholog_7008 SCH21664.1 g161253
ortholog_7009 SCH21722.1 g97430
ortholog_7010 SCH22964.1 g158242
ortholog_7011 SCH23285.1 g161848
ortholog_7012 SCH23375.1 g155040
ortholog_7013 SCH22557.1 g154799
ortholog_7014 SCH22712.1 g153668
ortholog_7015 SCH23286.1 g156928
ortholog_7016 SCH22192.1 g158946
ortholog_7017 SCH23034.1 g158171
ortholog_7018 SCH22184.1 g163739
ortholog_7019 SCH21775.1 g148390
ortholog_7020 SCH22385.1 g161438
ortholog_7021 SCH22786.1 g160760
ortholog_7022 SCH22631.1 g155237
ortholog_7023 SCH22526.1 g155249
ortholog_7024 SCH22572.1 g157520
ortholog_7025 SCH23339.1 g160709
ortholog_7026 SCH23094.1 g156992
ortholog_7027 SCH23349.1 g157987
ortholog_7028 SCH23052.1 g156181
ortholog_7029 SCH22906.1 g160740
ortholog_7030 SCH23000.1 g160729
ortholog_7031 SCH22559.1 g119582
ortholog_7032 SCH22370.1 g158447
ortholog_7033 SCH23178.1 g378
ortholog_7034 SCH21803.1 g37788
ortholog_7035 SCH22156.1 g73420
ortholog_7036 SCH22640.1 g156655
ortholog_7037 SCH22586.1 g156904
ortholog_7038 SCH21983.1 g157127
ortholog_7039 SCH22056.1 g156878
ortholog_7040 SCH22956.1 g160988
ortholog_7041 SCH21767.1 g154092
ortholog_7042 SCH21716.1 g155693
ortholog_7043 SCH23313.1 g155674
ortholog_7044 SCH23119.1 g156323
ortholog_7045 SCH22057.1 g46759
ortholog_7046 SCH22253.1 g159987
ortholog_7047 SCH23031.1 g159986
ortholog_7048 SCH22202.1 g159121
ortholog_7049 SCH21810.1 g174249
ortholog_7050 SCH22356.1 g161303
ortholog_7051 SCH22316.1 g158443
ortholog_7052 SCH21804.1 g159646
ortholog_7053 SCH22434.1 g155656
ortholog_7054 SCH23077.1 g159967
ortholog_7055 SCH22655.1 g161077
ortholog_7056 SCH21706.1 g161377
ortholog_7057 SCH23381.1 g177826
ortholog_7058 SCH21991.1 g162955
ortholog_7059 SCH21737.1 g167624
ortholog_7060 SCH21785.1 g167625
ortholog_7061 SCH21853.1 g156225
ortholog_7062 SCH23168.1 g161982
ortholog_7063 SCH22083.1 g161986
ortholog_7064 SCH23262.1 g160991
ortholog_7065 SCH22126.1 g163801
ortholog_7066 SCH23114.1 g154510
ortholog_7067 SCH22443.1 g158897
ortholog_7068 SCH22869.1 g163331
ortholog_7069 SCH22659.1 g159174
ortholog_7070 SCH22436.1 g157323
ortholog_7071 SCH22469.1 g153699
ortholog_7072 SCH22340.1 g157046
ortholog_7073 SCH22929.1 g155783
ortholog_7074 SCH22121.1 g158421
ortholog_7075 SCH21778.1 g158437
ortholog_7076 SCH21738.1 g159113
ortholog_7077 SCH22472.1 g159860
ortholog_7078 SCH21969.1 g160753
ortholog_7079 SCH22769.1 g157269
ortholog_7080 SCH22276.1 g161322
ortholog_7081 SCH22120.1 g161321
ortholog_7082 SCH22206.1 g157419
ortholog_7083 SCH22285.1 g157587
ortholog_7084 SCH21885.1 g154201
ortholog_7085 SCH22108.1 g158385
ortholog_7086 SCH22471.1 g163913
ortholog_7087 SCH21919.1 g161782
ortholog_7088 SCH22170.1 g164039
ortholog_7089 SCH22638.1 g20190
ortholog_7090 SCH22305.1 g157929
ortholog_7091 SCH22076.1 g154404
ortholog_7092 SCH22413.1 g164178
ortholog_7093 SCH23121.1 g158213
ortholog_7094 SCH21890.1 g160892
ortholog_7095 SCH22794.1 g158215
ortholog_7096 SCH22903.1 g156845
ortholog_7097 SCH23104.1 g162419
ortholog_7098 SCH22965.1 g162422
ortholog_7099 SCH22512.1 g163115
ortholog_7100 SCH22033.1 g154742
ortholog_7101 SCH22178.1 g161550
ortholog_7102 SCH23371.1 g153789
ortholog_7103 SCH22580.1 g153810
ortholog_7104 SCH23115.1 g153814
ortholog_7105 SCH22855.1 g153828
ortholog_7106 SCH22324.1 g154630
ortholog_7107 SCH21753.1 g154648
ortholog_7108 SCH22244.1 g157513
ortholog_7109 SCH23141.1 g163579
ortholog_7110 SCH22334.1 g158880
ortholog_7111 SCH21950.1 g158881
ortholog_7112 SCH22012.1 g160088
ortholog_7113 SCH22739.1 g158572
ortholog_7114 SCH23237.1 g158731
ortholog_7115 SCH23015.1 g157969
ortholog_7116 SCH23175.1 g160369
ortholog_7117 SCH22214.1 g161073
ortholog_7118 SCH22252.1 g157524
ortholog_7119 SCH21724.1 g162951
ortholog_7120 SCH21835.1 g154672
ortholog_7121 SCH22797.1 g154146
ortholog_7122 SCH23229.1 g160325
ortholog_7123 SCH22706.1 g156594
ortholog_7124 SCH22795.1 g159423
ortholog_7125 SCH22904.1 g159421
ortholog_7126 SCH22790.1 g109604
ortholog_7127 SCH23038.1 g158230
ortholog_7128 SCH22420.1 g157530
ortholog_7129 SCH22295.1 g157526
ortholog_7130 SCH22241.1 g154885
ortholog_7131 SCH22027.1 g159579
ortholog_7132 SCH21740.1 g154715
ortholog_7133 SCH23124.1 g163159
ortholog_7134 SCH22617.1 g163156
ortholog_7135 SCH21858.1 g163155
ortholog_7136 SCH22141.1 g157939
ortholog_7137 SCH22789.1 g155121
ortholog_7138 SCH22857.1 g155130
ortholog_7139 SCH22949.1 g153682
ortholog_7140 SCH22411.1 g109607
ortholog_7141 SCH22343.1 g124313
ortholog_7142 SCH22893.1 g174675
ortholog_7143 SCH22848.1 g163779
ortholog_7144 SCH22933.1 g143199
ortholog_7145 SCH21783.1 g153966
ortholog_7146 SCH22779.1 g160960
ortholog_7147 SCH22142.1 g159249
ortholog_7148 SCH21847.1 g134958
ortholog_7149 SCH22457.1 g162092
ortholog_7150 SCH22138.1 g162879
ortholog_7151 SCH22499.1 g162917
ortholog_7152 SCH21974.1 g96789
ortholog_7153 SCH23056.1 g54491
ortholog_7154 SCH23314.1 g160496
ortholog_7155 SCH21833.1 g157699
ortholog_7156 SCH22510.1 g196112
ortholog_7157 SCH22756.1 g153957
ortholog_7158 SCH22369.1 g159604
ortholog_7159 SCH22704.1 g140070
ortholog_7160 SCH22094.1 g45984
ortholog_7161 SCH22193.1 g154104
ortholog_7162 SCH21951.1 g158456
ortholog_7163 SCH22013.1 g158454
ortholog_7164 SCH21692.1 g158526
ortholog_7165 SCH21852.1 g163269
ortholog_7166 SCH23228.1 g163536
ortholog_7167 SCH22396.1 g155756
ortholog_7168 SCH22897.1 g155754
ortholog_7169 SCH21773.1 g158605
ortholog_7170 SCH22236.1 g153995
ortholog_7171 SCH22889.1 g161060
ortholog_7172 SCH21956.1 g157851
ortholog_7173 SCH23153.1 g157612
ortholog_7174 SCH21759.1 g159251
ortholog_7175 SCH23167.1 g155781
ortholog_7176 SCH22546.1 g160860
ortholog_7177 SCH22596.1 g160861
ortholog_7178 SCH22649.1 g160865
ortholog_7179 SCH23078.1 g160869
ortholog_7180 SCH22300.1 g124835
ortholog_7181 SCH21754.1 g153840
ortholog_7182 SCH21878.1 g153851
ortholog_7183 SCH22491.1 g153852
ortholog_7184 SCH22989.1 g159828
ortholog_7185 SCH23042.1 g155698
ortholog_7186 SCH21708.1 g155696
ortholog_7187 SCH22993.1 g155146
ortholog_7188 SCH22101.1 g155088
ortholog_7189 SCH23101.1 g155091
ortholog_7190 SCH22698.1 g159535
ortholog_7191 SCH22509.1 g159536
ortholog_7192 SCH23132.1 g159852
ortholog_7193 SCH22644.1 g161092
ortholog_7194 SCH22402.1 g162192
ortholog_7195 SCH23378.1 g162190
ortholog_7196 SCH22150.1 g200883
ortholog_7197 SCH23362.1 g161925
ortholog_7198 SCH22823.1 g161924
ortholog_7199 SCH22593.1 g156150
ortholog_7200 SCH22966.1 g157436
ortholog_7201 SCH22477.1 g158689
ortholog_7202 SCH23235.1 g157090
ortholog_7203 SCH22700.1 g157915
ortholog_7204 SCH21947.1 g156475
ortholog_7205 SCH22009.1 g156491
ortholog_7206 SCH22466.1 g157753
ortholog_7207 SCH23267.1 g157754
ortholog_7208 SCH21879.1 g157755
ortholog_7209 SCH21733.1 g157758
ortholog_7210 SCH22627.1 g158580
ortholog_7211 SCH21979.1 g157767
ortholog_7212 SCH22139.1 g156620
ortholog_7213 SCH23361.1 g161905
ortholog_7214 SCH23310.1 g188024
ortholog_7215 SCH23058.1 g160318
ortholog_7216 SCH23008.1 g162067
ortholog_7217 SCH22961.1 g154320
ortholog_7218 SCH22915.1 g162919
ortholog_7219 SCH23206.1 g161830
ortholog_7220 SCH22311.1 g162002
ortholog_7221 SCH23116.1 g160363
ortholog_7222 SCH22225.1 g161821
ortholog_7223 SCH21763.1 g157295
ortholog_7224 SCH21818.1 g160818
ortholog_7225 SCH21939.1 g160281
ortholog_7226 SCH22003.1 g160282
ortholog_7227 SCH22049.1 g155955
ortholog_7228 SCH22833.1 g155950
ortholog_7229 SCH21990.1 g163601
ortholog_7230 SCH22386.1 g152949
ortholog_7231 SCH22476.1 g25635
ortholog_7232 SCH23225.1 g187030
ortholog_7233 SCH22330.1 g154005
ortholog_7234 SCH22585.1 g157215
ortholog_7235 SCH22333.1 g95436
ortholog_7236 SCH23195.1 g157210
ortholog_7237 SCH23254.1 g157706
ortholog_7238 SCH23329.1 g163576
ortholog_7239 SCH21682.1 g155222
ortholog_7240 SCH23264.1 g156649
ortholog_7241 SCH21923.1 g158952
ortholog_7242 SCH22783.1 g160978
ortholog_7243 SCH21698.1 g157638
ortholog_7244 SCH22722.1 g153742
ortholog_7245 SCH21742.1 g157396
ortholog_7246 SCH21875.1 g154668
ortholog_7247 SCH23278.1 g158442
ortholog_7248 SCH22345.1 g155999
ortholog_7249 SCH22266.1 g3671
ortholog_7250 SCH22765.1 g3678
ortholog_7251 SCH23005.1 g214925
ortholog_7252 SCH22886.1 g162358
ortholog_7253 SCH22669.1 g154194
ortholog_7254 SCH23333.1 g159486
ortholog_7255 SCH22405.1 g163500
ortholog_7256 SCH22685.1 g158516
ortholog_7257 SCH22490.1 g158511
ortholog_7258 SCH22545.1 g158510
ortholog_7259 SCH22879.1 g101199
ortholog_7260 SCH22390.1 g137244
ortholog_7261 SCH22604.1 g163905
ortholog_7262 SCH22367.1 g159979
ortholog_7263 SCH22026.1 g158735
ortholog_7264 SCH21897.1 g156979
ortholog_7265 SCH22110.1 g160362
ortholog_7266 SCH22007.1 g157574
ortholog_7267 SCH23305.1 g155309
ortholog_7268 SCH23350.1 g158470
ortholog_7269 SCH23249.1 g161014
ortholog_7270 SCH23108.1 g157615
ortholog_7271 SCH23150.1 g157616
ortholog_7272 SCH23049.1 g160574
ortholog_7273 SCH23215.1 g160596
ortholog_7274 SCH21976.1 g72383
ortholog_7275 SCH21699.1 g163428
ortholog_7276 SCH21793.1 g157123
ortholog_7277 SCH22979.1 g157031
ortholog_7278 SCH22896.1 g155806
ortholog_7279 SCH22793.1 g154860
ortholog_7280 SCH22018.1 g160298
ortholog_7281 SCH22127.1 g156640
ortholog_7282 SCH22185.1 g156896
ortholog_7283 SCH22470.1 g161210
ortholog_7284 SCH22329.1 g161212
ortholog_7285 SCH23039.1 g163919
ortholog_7286 SCH22322.1 g161029
ortholog_7287 SCH22843.1 g193522
ortholog_7288 SCH22760.1 g163569
ortholog_7289 SCH21669.1 g163183
ortholog_7290 SCH23341.1 g161381
ortholog_7291 SCH21761.1 g161382
ortholog_7292 SCH23189.1 g158764
ortholog_7293 SCH21850.1 g153879
ortholog_7294 SCH21816.1 g155562
ortholog_7295 SCH22245.1 g155561
ortholog_7296 SCH21874.1 g155560
ortholog_7297 SCH22299.1 g164011
ortholog_7298 SCH22135.1 g156899
ortholog_7299 SCH22189.1 g154474
ortholog_7300 SCH22543.1 g159675
ortholog_7301 SCH23093.1 g161863
ortholog_7302 SCH23374.1 g163687
ortholog_7303 SCH23161.1 g154691
ortholog_7304 SCH23211.1 g155887
ortholog_7305 SCH21739.1 g161347
ortholog_7306 SCH21789.1 g155765
ortholog_7307 SCH22017.1 g161016
ortholog_7308 SCH22462.1 g162231
ortholog_7309 SCH23035.1 g144359
ortholog_7310 SCH22887.1 g165197
ortholog_7311 SCH22986.1 g154183
ortholog_7312 SCH22938.1 g161068
ortholog_7313 SCH22207.1 g157144
ortholog_7314 SCH22030.1 g110
ortholog_7315 SCH22719.1 g195589
ortholog_7316 SCH21718.1 g26344
ortholog_7317 SCH22382.1 g124836
ortholog_7318 SCH23239.1 g161401
ortholog_7319 SCH22102.1 g158048
ortholog_7320 SCH23282.1 g138479
ortholog_7321 SCH21855.1 g161289
ortholog_7322 SCH22218.1 g153863
ortholog_7323 SCH23176.1 g158162
ortholog_7324 SCH21881.1 g155424
ortholog_7325 SCH21707.1 g155722
ortholog_7326 SCH22882.1 g155744
ortholog_7327 SCH23301.1 g162351
ortholog_7328 SCH23246.1 g157138
ortholog_7329 SCH21920.1 g161318
ortholog_7330 SCH22601.1 g154690
ortholog_7331 SCH22433.1 g158955
ortholog_7332 SCH22494.1 g162081
ortholog_7333 SCH22366.1 g200385
ortholog_7334 SCH22984.1 g155829
ortholog_7335 SCH22353.1 g158011
ortholog_7336 SCH22870.1 g139787
ortholog_7337 SCH21705.1 g160669
ortholog_7338 SCH22445.1 g179470
ortholog_7339 SCH22620.1 g162732
ortholog_7340 SCH22657.1 g161666
ortholog_7341 SCH22605.1 g161589
ortholog_7342 SCH22215.1 g160504
ortholog_7343 SCH22703.1 g118916
ortholog_7344 SCH22002.1 g157259
ortholog_7345 SCH22755.1 g157257
ortholog_7346 SCH23276.1 g157281
ortholog_7347 SCH22947.1 g163555
ortholog_7348 SCH22994.1 g162027
ortholog_7349 SCH23043.1 g160307
ortholog_7350 SCH21872.1 g160310
ortholog_7351 SCH21715.1 g160317
ortholog_7352 SCH21936.1 g157698
ortholog_7353 SCH21760.1 g162128
ortholog_7354 SCH23188.1 g156556
ortholog_7355 SCH23143.1 g157496
ortholog_7356 SCH21842.1 g160761
ortholog_7357 SCH21909.1 g156831
ortholog_7358 SCH21958.1 g43395
ortholog_7359 SCH22840.1 g162290
ortholog_7360 SCH23204.1 g193365
ortholog_7361 SCH22119.1 g156659
ortholog_7362 SCH22176.1 g160972
ortholog_7363 SCH22068.1 g25758
ortholog_7364 SCH22348.1 g46548
ortholog_7365 SCH22283.1 g162061
ortholog_7366 SCH21902.1 g164117
ortholog_7367 SCH21925.1 g159381
ortholog_7368 SCH22149.1 g159385
ortholog_7369 SCH22690.1 g158587
ortholog_7370 SCH22780.1 g158463
ortholog_7371 SCH23067.1 g161006
ortholog_7372 SCH23062.1 g157682
ortholog_7373 SCH22031.1 g157678
ortholog_7374 SCH22967.1 g199579
ortholog_7375 SCH22153.1 g161263
ortholog_7376 SCH22505.1 g163933
ortholog_7377 SCH22278.1 g160829
ortholog_7378 SCH21982.1 g160837
ortholog_7379 SCH21752.1 g94470
ortholog_7380 SCH22410.1 g159971
ortholog_7381 SCH22761.1 g156389
ortholog_7382 SCH22815.1 g164235
ortholog_7383 SCH22309.1 g158561
ortholog_7384 SCH23134.1 g157243
ortholog_7385 SCH22374.1 g158559
ortholog_7386 SCH21968.1 g158555
ortholog_7387 SCH23024.1 g158549
ortholog_7388 SCH22073.1 g158756
ortholog_7389 SCH22498.1 g163685
ortholog_7390 SCH22573.1 g27624
ortholog_7391 SCH22371.1 g155515
ortholog_7392 SCH21957.1 g161305
ortholog_7393 SCH22426.1 g213122
ortholog_7394 SCH22363.1 g153694
ortholog_7395 SCH22734.1 g160095
ortholog_7396 SCH22242.1 g159866
ortholog_7397 SCH22133.1 g157614
ortholog_7398 SCH23279.1 g155304
ortholog_7399 SCH22784.1 g90665
ortholog_7400 SCH22023.1 g158173
ortholog_7401 SCH22355.1 g159573
ortholog_7402 SCH21906.1 g157188
ortholog_7403 SCH22375.1 g157879
ortholog_7404 SCH23087.1 g25852
