ortholog_1 MGL00634.1 SCH19313.1
ortholog_7798 MGL16739.1 SCH08343.1
ortholog_7799 MGL16778.1 SCH08495.1
ortholog_7800 MGL16885.1 SCH07488.1
ortholog_7801 MGL16846.1 SCH07707.1
ortholog_7802 MGL16832.1 SCH07567.1
ortholog_7803 MGL16827.1 SCH07492.1
ortholog_7804 MGL16875.1 SCH07724.1
ortholog_7805 MGL16898.1 SCH07543.1
ortholog_7806 MGL16950.1 SCH04209.1
ortholog_7807 MGL16975.1 SCH01733.1
ortholog_7808 MGL17000.1 SCH01881.1
ortholog_7809 MGL17023.1 SCH01644.1
ortholog_7810 MGL17013.1 SCH15823.1
ortholog_7811 MGL17188.1 SCH00837.1
ortholog_7812 MGL16973.1 SCH07764.1
ortholog_7813 MGL16949.1 SCH07802.1
ortholog_7814 MGL16922.1 SCH08399.1
ortholog_7815 MGL17277.1 SCH07462.1
ortholog_7816 MGL17133.1 SCH00510.1
ortholog_7817 MGL16784.1 SCH08478.1
ortholog_7818 MGL16972.1 SCH01617.1
ortholog_7819 MGL17066.1 SCH07850.1
ortholog_7820 MGL17089.1 SCH01862.1
ortholog_7821 MGL17106.1 SCH08016.1
ortholog_7822 MGL16709.1 SCH07907.1
ortholog_7823 MGL17147.1 SCH08351.1
ortholog_7824 MGL17169.1 SCH07931.1
ortholog_7825 MGL17186.1 SCH08272.1
ortholog_7826 MGL17206.1 SCH08210.1
ortholog_7827 MGL17224.1 SCH07523.1
ortholog_7828 MGL17247.1 SCH08000.1
ortholog_7829 MGL17292.1 SCH07839.1
ortholog_7830 MGL17310.1 SCH01537.1
ortholog_7831 MGL17331.1 SCH01965.1
ortholog_7832 MGL17348.1 SCH01871.1
ortholog_7833 MGL16697.1 SCH07470.1
ortholog_7834 MGL16824.1 SCH01666.1
ortholog_7835 MGL16740.1 SCH01750.1
ortholog_7836 MGL16779.1 SCH01593.1
ortholog_7837 MGL16873.1 SCH01762.1
ortholog_7838 MGL17410.1 SCH18575.1
ortholog_7839 MGL17705.1 SCH04741.1
ortholog_7840 MGL17611.1 SCH07634.1
ortholog_7841 MGL18075.1 SCH11644.1
ortholog_7842 MGL18100.1 SCH11642.1
ortholog_7843 MGL17536.1 SCH11640.1
ortholog_7844 MGL17847.1 SCH11641.1
ortholog_7845 MGL17889.1 SCH06962.1
ortholog_7846 MGL17953.1 SCH07257.1
ortholog_7847 MGL17812.1 SCH06586.1
ortholog_7848 MGL17858.1 SCH07158.1
ortholog_7849 MGL17874.1 SCH07085.1
ortholog_7850 MGL17754.1 SCH06597.1
ortholog_7851 MGL17666.1 SCH06721.1
ortholog_7852 MGL17693.1 SCH13509.1
ortholog_7853 MGL17937.1 SCH13147.1
ortholog_7854 MGL17480.1 SCH07092.1
ortholog_7855 MGL17451.1 SCH06463.1
ortholog_7856 MGL17425.1 SCH18971.1
ortholog_7857 MGL17400.1 SCH06451.1
ortholog_7858 MGL17827.1 SCH07151.1
ortholog_7859 MGL18089.1 SCH03882.1
ortholog_7860 MGL18048.1 SCH06551.1
ortholog_7861 MGL18030.1 SCH06784.1
ortholog_7862 MGL18008.1 SCH06963.1
ortholog_7863 MGL17991.1 SCH06818.1
ortholog_7864 MGL17899.1 SCH06643.1
ortholog_7865 MGL17774.1 SCH06964.1
ortholog_7866 MGL17855.1 SCH07147.1
ortholog_7867 MGL17683.1 SCH06767.1
ortholog_7868 MGL17833.1 SCH06794.1
ortholog_7869 MGL17751.1 SCH07150.1
ortholog_7870 MGL17722.1 SCH07194.1
ortholog_7871 MGL17689.1 SCH07162.1
ortholog_7872 MGL17674.1 SCH03771.1
ortholog_7873 MGL17628.1 SCH07187.1
ortholog_7874 MGL17604.1 SCH06798.1
ortholog_7875 MGL18080.1 SCH00891.1
ortholog_7876 MGL17423.1 SCH07089.1
ortholog_7877 MGL17638.1 SCH06783.1
ortholog_7878 MGL18113.1 SCH06576.1
ortholog_7879 MGL17399.1 SCH06776.1
ortholog_7880 MGL17907.1 SCH06985.1
ortholog_7881 MGL17401.1 SCH06842.1
ortholog_7882 MGL17426.1 SCH06480.1
ortholog_7883 MGL17452.1 SCH14433.1
ortholog_7884 MGL17528.1 SCH07155.1
ortholog_7885 MGL17502.1 SCH07192.1
ortholog_7886 MGL17467.1 SCH06627.1
ortholog_7887 MGL17692.1 SCH06704.1
ortholog_7888 MGL18010.1 SCH07248.1
ortholog_7889 MGL17541.1 SCH06945.1
ortholog_7890 MGL17846.1 SCH06948.1
ortholog_7891 MGL18032.1 SCH06527.1
ortholog_7892 MGL18050.1 SCH07069.1
ortholog_7893 MGL18067.1 SCH06547.1
ortholog_7894 MGL18091.1 SCH07101.1
ortholog_7895 MGL18117.1 SCH07272.1
ortholog_7896 MGL17402.1 SCH13412.1
ortholog_7897 MGL17596.1 SCH06747.1
ortholog_7898 MGL17469.1 SCH00654.1
ortholog_7899 MGL17427.1 SCH06780.1
ortholog_7900 MGL17606.1 SCH06594.1
ortholog_7901 MGL17415.1 SCH06894.1
ortholog_7902 MGL17656.1 SCH06913.1
ortholog_7903 MGL17501.1 SCH06778.1
ortholog_7904 MGL17555.1 SCH13003.1
ortholog_7905 MGL17900.1 SCH07233.1
ortholog_7906 MGL17927.1 SCH06491.1
ortholog_7907 MGL17967.1 SCH06749.1
ortholog_7908 MGL18009.1 SCH07132.1
ortholog_7909 MGL18066.1 SCH06941.1
ortholog_7910 MGL18090.1 SCH06774.1
ortholog_7911 MGL18046.1 SCH06533.1
ortholog_7912 MGL18028.1 SCH07275.1
ortholog_7913 MGL17416.1 SCH19381.1
ortholog_7914 MGL17867.1 SCH06379.1
ortholog_7915 MGL17944.1 SCH07040.1
ortholog_7916 MGL17924.1 SCH07145.1
ortholog_7917 MGL17897.1 SCH06799.1
ortholog_7918 MGL17872.1 SCH06969.1
ortholog_7919 MGL17854.1 SCH06662.1
ortholog_7920 MGL17832.1 SCH06944.1
ortholog_7921 MGL17808.1 SCH06526.1
ortholog_7922 MGL17951.1 SCH06502.1
ortholog_7923 MGL17772.1 SCH06653.1
ortholog_7924 MGL17721.1 SCH19128.1
ortholog_7925 MGL17673.1 SCH05254.1
ortholog_7926 MGL17652.1 SCH07177.1
ortholog_7927 MGL17764.1 SCH23813.1
ortholog_7928 MGL17499.1 SCH02637.1
ortholog_7929 MGL17478.1 SCH14333.1
ortholog_7930 MGL17447.1 SCH08996.1
ortholog_7931 MGL17422.1 SCH07115.1
ortholog_7932 MGL17471.1 SCH06437.1
ortholog_7933 MGL18112.1 SCH06650.1
ortholog_7934 MGL18087.1 SCH06615.1
ortholog_7935 MGL17988.1 SCH06584.1
ortholog_7936 MGL17965.1 SCH06575.1
ortholog_7937 MGL17943.1 SCH07052.1
ortholog_7938 MGL17923.1 SCH06720.1
ortholog_7939 MGL17871.1 SCH06804.1
ortholog_7940 MGL17853.1 SCH06920.1
ortholog_7941 MGL17807.1 SCH07265.1
ortholog_7942 MGL17787.1 SCH06856.1
ortholog_7943 MGL17771.1 SCH07031.1
ortholog_7944 MGL17672.1 SCH12787.1
ortholog_7945 MGL17626.1 SCH06710.1
ortholog_7946 MGL17524.1 SCH07159.1
ortholog_7947 MGL17477.1 SCH06806.1
ortholog_7948 MGL17446.1 SCH06947.1
ortholog_7949 MGL17398.1 SCH06753.1
ortholog_7950 MGL18111.1 SCH06882.1
ortholog_7951 MGL17942.1 SCH07441.1
ortholog_7952 MGL17686.1 SCH06684.1
ortholog_7953 MGL17671.1 SCH10626.1
ortholog_7954 MGL17651.1 SCH01798.1
ortholog_7955 MGL17625.1 SCH21582.1
ortholog_7956 MGL17707.1 SCH06511.1
ortholog_7957 MGL17578.1 SCH07404.1
ortholog_7958 MGL18051.1 SCH06632.1
ortholog_7959 MGL18069.1 SCH07279.1
ortholog_7960 MGL17540.1 SCH06495.1
ortholog_7961 MGL18118.1 SCH07030.1
ortholog_7962 MGL17404.1 SCH06789.1
ortholog_7963 MGL17430.1 SCH07073.1
ortholog_7964 MGL17454.1 SCH06835.1
ortholog_7965 MGL17993.1 SCH24110.1
ortholog_7966 MGL17623.1 SCH06727.1
ortholog_7967 MGL17799.1 SCH13744.1
ortholog_7968 MGL17523.1 SCH06787.1
ortholog_7969 MGL17741.1 SCH06732.1
ortholog_7970 MGL17922.1 SCH06530.1
ortholog_7971 MGL17870.1 SCH06585.1
ortholog_7972 MGL17414.1 SCH06634.1
ortholog_7973 MGL17826.1 SCH06972.1
ortholog_7974 MGL18027.1 SCH07082.1
ortholog_7975 MGL17802.1 SCH07240.1
ortholog_7976 MGL17488.1 SCH06539.1
ortholog_7977 MGL18110.1 SCH06892.1
ortholog_7978 MGL17470.1 SCH06876.1
ortholog_7979 MGL17445.1 SCH06999.1
ortholog_7980 MGL17476.1 SCH06535.1
ortholog_7981 MGL18033.1 SCH04420.1
ortholog_7982 MGL17777.1 SCH09323.1
ortholog_7983 MGL17813.1 SCH06568.1
ortholog_7984 MGL17388.1 SCH06979.1
ortholog_7985 MGL17665.1 SCH06955.1
ortholog_7986 MGL17901.1 SCH06617.1
ortholog_7987 MGL17947.1 SCH06464.1
ortholog_7988 MGL18129.1 SCH06961.1
ortholog_7989 MGL18036.1 SCH01661.1
ortholog_7990 MGL17894.1 SCH07026.1
ortholog_7991 MGL17420.1 SCH18912.1
ortholog_7992 MGL17602.1 SCH07235.1
ortholog_7993 MGL17648.1 SCH06598.1
ortholog_7994 MGL17594.1 SCH06641.1
ortholog_7995 MGL17715.1 SCH06685.1
ortholog_7996 MGL17684.1 SCH14318.1
ortholog_7997 MGL17694.1 SCH06618.1
ortholog_7998 MGL17566.1 SCH03766.1
ortholog_7999 MGL17529.1 SCH06897.1
ortholog_8000 MGL17453.1 SCH11346.1
ortholog_8001 MGL17519.1 SCH03241.1
ortholog_8002 MGL17393.1 SCH06493.1
ortholog_8003 MGL17441.1 SCH07182.1
ortholog_8004 MGL17473.1 SCH06891.1
ortholog_8005 MGL17706.1 SCH06558.1
ortholog_8006 MGL17520.1 SCH06465.1
ortholog_8007 MGL17545.1 SCH06604.1
ortholog_8008 MGL17600.1 SCH07146.1
ortholog_8009 MGL18127.1 SCH01372.1
ortholog_8010 MGL17712.1 SCH06449.1
ortholog_8011 MGL17805.1 SCH06524.1
ortholog_8012 MGL17829.1 SCH06501.1
ortholog_8013 MGL17959.1 SCH06881.1
ortholog_8014 MGL17976.1 SCH07059.1
ortholog_8015 MGL18000.1 SCH06750.1
ortholog_8016 MGL18083.1 SCH06832.1
ortholog_8017 MGL18041.1 SCH07045.1
ortholog_8018 MGL18001.1 SCH07071.1
ortholog_8019 MGL17984.1 SCH07106.1
ortholog_8020 MGL17961.1 SCH09109.1
ortholog_8021 MGL17939.1 SCH06768.1
ortholog_8022 MGL17797.1 SCH00321.1
ortholog_8023 MGL18126.1 SCH06736.1
ortholog_8024 MGL17730.1 SCH06624.1
ortholog_8025 MGL17699.1 SCH06657.1
ortholog_8026 MGL17975.1 SCH06678.1
ortholog_8027 MGL17662.1 SCH06500.1
ortholog_8028 MGL17634.1 SCH06663.1
ortholog_8029 MGL17564.1 SCH07218.1
ortholog_8030 MGL17534.1 SCH06642.1
ortholog_8031 MGL17510.1 SCH06741.1
ortholog_8032 MGL18123.1 SCH06689.1
ortholog_8033 MGL17814.1 SCH07126.1
ortholog_8034 MGL17902.1 SCH07262.1
ortholog_8035 MGL17948.1 SCH09072.1
ortholog_8036 MGL17969.1 SCH08263.1
ortholog_8037 MGL18013.1 SCH06477.1
ortholog_8038 MGL17995.1 SCH07070.1
ortholog_8039 MGL18052.1 SCH07232.1
ortholog_8040 MGL17411.1 SCH07044.1
ortholog_8041 MGL18092.1 SCH07122.1
ortholog_8042 MGL18053.1 SCH07015.1
ortholog_8043 MGL17618.1 SCH06744.1
ortholog_8044 MGL18014.1 SCH06733.1
ortholog_8045 MGL17970.1 SCH07992.1
ortholog_8046 MGL17828.1 SCH06890.1
ortholog_8047 MGL17515.1 SCH07086.1
ortholog_8048 MGL17840.1 SCH07113.1
ortholog_8049 MGL17815.1 SCH04240.1
ortholog_8050 MGL17981.1 SCH06580.1
ortholog_8051 MGL17779.1 SCH23054.1
ortholog_8052 MGL17756.1 SCH06990.1
ortholog_8053 MGL17658.1 SCH11875.1
ortholog_8054 MGL17607.1 SCH03999.1
ortholog_8055 MGL17559.1 SCH07097.1
ortholog_8056 MGL17506.1 SCH02674.1
ortholog_8057 MGL17431.1 SCH06989.1
ortholog_8058 MGL18098.1 SCH06719.1
ortholog_8059 MGL17405.1 SCH07095.1
ortholog_8060 MGL17406.1 SCH06513.1
ortholog_8061 MGL18119.1 SCH07236.1
ortholog_8062 MGL17962.1 SCH06911.1
ortholog_8063 MGL17389.1 SCH06759.1
ortholog_8064 MGL17920.1 SCH06739.1
ortholog_8065 MGL17710.1 SCH06694.1
ortholog_8066 MGL17893.1 SCH06675.1
ortholog_8067 MGL17868.1 SCH15488.1
ortholog_8068 MGL17546.1 SCH06566.1
ortholog_8069 MGL17521.1 SCH06919.1
ortholog_8070 MGL17659.1 SCH18522.1
ortholog_8071 MGL17680.1 SCH06626.1
ortholog_8072 MGL17697.1 SCH06761.1
ortholog_8073 MGL17728.1 SCH06773.1
ortholog_8074 MGL17794.1 SCH06883.1
ortholog_8075 MGL17560.1 SCH23123.1
ortholog_8076 MGL18002.1 SCH06772.1
ortholog_8077 MGL18025.1 SCH06812.1
ortholog_8078 MGL18021.1 SCH07138.1
ortholog_8079 MGL18042.1 SCH14179.1
ortholog_8080 MGL18106.1 SCH06709.1
ortholog_8081 MGL17419.1 SCH07041.1
ortholog_8082 MGL17475.1 SCH06697.1
ortholog_8083 MGL17849.1 SCH07142.1
ortholog_8084 MGL17522.1 SCH06523.1
ortholog_8085 MGL17547.1 SCH07116.1
ortholog_8086 MGL18060.1 SCH06492.1
ortholog_8087 MGL17466.1 SCH06581.1
ortholog_8088 MGL17709.1 SCH06745.1
ortholog_8089 MGL17941.1 SCH09958.1
ortholog_8090 MGL17685.1 SCH06930.1
ortholog_8091 MGL17669.1 SCH06831.1
ortholog_8092 MGL17603.1 SCH06596.1
ortholog_8093 MGL17548.1 SCH09733.1
ortholog_8094 MGL17496.1 SCH06779.1
ortholog_8095 MGL17803.1 SCH06467.1
ortholog_8096 MGL17396.1 SCH07206.1
ortholog_8097 MGL18084.1 SCH06571.1
ortholog_8098 MGL18043.1 SCH06619.1
ortholog_8099 MGL18026.1 SCH06929.1
ortholog_8100 MGL18003.1 SCH07130.1
ortholog_8101 MGL17963.1 SCH07189.1
ortholog_8102 MGL17940.1 SCH06726.1
ortholog_8103 MGL17921.1 SCH06644.1
ortholog_8104 MGL17895.1 SCH07008.1
ortholog_8105 MGL17851.1 SCH06700.1
ortholog_8106 MGL17830.1 SCH07104.1
ortholog_8107 MGL17806.1 SCH06807.1
ortholog_8108 MGL17786.1 SCH06457.1
ortholog_8109 MGL17769.1 SCH06980.1
ortholog_8110 MGL17748.1 SCH07207.1
ortholog_8111 MGL17668.1 SCH07224.1
ortholog_8112 MGL17725.1 SCH18520.1
ortholog_8113 MGL17906.1 SCH06960.1
ortholog_8114 MGL17474.1 SCH07074.1
ortholog_8115 MGL17860.1 SCH06608.1
ortholog_8116 MGL17877.1 SCH06827.1
ortholog_8117 MGL17903.1 SCH06811.1
ortholog_8118 MGL17931.1 SCH07017.1
ortholog_8119 MGL18105.1 SCH05136.1
ortholog_8120 MGL17971.1 SCH06734.1
ortholog_8121 MGL17997.1 SCH07107.1
ortholog_8122 MGL18015.1 SCH07171.1
ortholog_8123 MGL18071.1 SCH06614.1
ortholog_8124 MGL18093.1 SCH06485.1
ortholog_8125 MGL18120.1 SCH06748.1
ortholog_8126 MGL17485.1 SCH07068.1
ortholog_8127 MGL17507.1 SCH22084.1
ortholog_8128 MGL17633.1 SCH06910.1
ortholog_8129 MGL17660.1 SCH21183.1
ortholog_8130 MGL17681.1 SCH06578.1
ortholog_8131 MGL17698.1 SCH06762.1
ortholog_8132 MGL17729.1 SCH07109.1
ortholog_8133 MGL17861.1 SCH06599.1
ortholog_8134 MGL17878.1 SCH06531.1
ortholog_8135 MGL17904.1 SCH07180.1
ortholog_8136 MGL17932.1 SCH07018.1
ortholog_8137 MGL17949.1 SCH02562.1
ortholog_8138 MGL17998.1 SCH07219.1
ortholog_8139 MGL18016.1 SCH06469.1
ortholog_8140 MGL18035.1 SCH07119.1
ortholog_8141 MGL18072.1 SCH06705.1
ortholog_8142 MGL18094.1 SCH07263.1
ortholog_8143 MGL18121.1 SCH06651.1
ortholog_8144 MGL17407.1 SCH04083.1
ortholog_8145 MGL17737.1 SCH06544.1
ortholog_8146 MGL17486.1 SCH07047.1
ortholog_8147 MGL17508.1 SCH06443.1
ortholog_8148 MGL17842.1 SCH06889.1
ortholog_8149 MGL17862.1 SCH07112.1
ortholog_8150 MGL17732.1 SCH06695.1
ortholog_8151 MGL17891.1 SCH07117.1
ortholog_8152 MGL17973.1 SCH06647.1
ortholog_8153 MGL17936.1 SCH06916.1
ortholog_8154 MGL17960.1 SCH06849.1
ortholog_8155 MGL18056.1 SCH06860.1
ortholog_8156 MGL17487.1 SCH06956.1
ortholog_8157 MGL17509.1 SCH06573.1
ortholog_8158 MGL17563.1 SCH06915.1
ortholog_8159 MGL17587.1 SCH07032.1
ortholog_8160 MGL17708.1 SCH07039.1
ortholog_8161 MGL17880.1 SCH06612.1
ortholog_8162 MGL18017.1 SCH06519.1
ortholog_8163 MGL17999.1 SCH07027.1
ortholog_8164 MGL18510.1 SCH20506.1
ortholog_8165 MGL18325.1 SCH20569.1
ortholog_8166 MGL18715.1 SCH19978.1
ortholog_8167 MGL18290.1 SCH20647.1
ortholog_8168 MGL18266.1 SCH13675.1
ortholog_8169 MGL18547.1 SCH20090.1
ortholog_8170 MGL18207.1 SCH20198.1
ortholog_8171 MGL18166.1 SCH20467.1
ortholog_8172 MGL18144.1 SCH20461.1
ortholog_8173 MGL18834.1 SCH20564.1
ortholog_8174 MGL18787.1 SCH20335.1
ortholog_8175 MGL18770.1 SCH20710.1
ortholog_8176 MGL18734.1 SCH20476.1
ortholog_8177 MGL18328.1 SCH21235.1
ortholog_8178 MGL18687.1 SCH19971.1
ortholog_8179 MGL18560.1 SCH20275.1
ortholog_8180 MGL18582.1 SCH20793.1
ortholog_8181 MGL18600.1 SCH19837.1
ortholog_8182 MGL18622.1 SCH19842.1
ortholog_8183 MGL18648.1 SCH20079.1
ortholog_8184 MGL18688.1 SCH19970.1
ortholog_8185 MGL18708.1 SCH22715.1
ortholog_8186 MGL18215.1 SCH19916.1
ortholog_8187 MGL18811.1 SCH20128.1
ortholog_8188 MGL18835.1 SCH11677.1
ortholog_8189 MGL18145.1 SCH20439.1
ortholog_8190 MGL18649.1 SCH20107.1
ortholog_8191 MGL18623.1 SCH20655.1
ortholog_8192 MGL18601.1 SCH19792.1
ortholog_8193 MGL18603.1 SCH20258.1
ortholog_8194 MGL18519.1 SCH12755.1
ortholog_8195 MGL18376.1 SCH12412.1
ortholog_8196 MGL18820.1 SCH12290.1
ortholog_8197 MGL18689.1 SCH20572.1
ortholog_8198 MGL18798.1 SCH20018.1
ortholog_8199 MGL18330.1 SCH20347.1
ortholog_8200 MGL18561.1 SCH20385.1
ortholog_8201 MGL18535.1 SCH20093.1
ortholog_8202 MGL18488.1 SCH20758.1
ortholog_8203 MGL18463.1 SCH19915.1
ortholog_8204 MGL18437.1 SCH20159.1
ortholog_8205 MGL18413.1 SCH19812.1
ortholog_8206 MGL18391.1 SCH19891.1
ortholog_8207 MGL18673.1 SCH18482.1
ortholog_8208 MGL18578.1 SCH19980.1
ortholog_8209 MGL18740.1 SCH20705.1
ortholog_8210 MGL18276.1 SCH19913.1
ortholog_8211 MGL18751.1 SCH20221.1
ortholog_8212 MGL18784.1 SCH20276.1
ortholog_8213 MGL18808.1 SCH19844.1
ortholog_8214 MGL18632.1 SCH19991.1
ortholog_8215 MGL18185.1 SCH20133.1
ortholog_8216 MGL18205.1 SCH06490.1
ortholog_8217 MGL18246.1 SCH20424.1
ortholog_8218 MGL18134.1 SCH20459.1
ortholog_8219 MGL18597.1 SCH20735.1
ortholog_8220 MGL18627.1 SCH19917.1
ortholog_8221 MGL18354.1 SCH20122.1
ortholog_8222 MGL18732.1 SCH17085.1
ortholog_8223 MGL18752.1 SCH20341.1
ortholog_8224 MGL18785.1 SCH13788.1
ortholog_8225 MGL18809.1 SCH24394.1
ortholog_8226 MGL18142.1 SCH20639.1
ortholog_8227 MGL18164.1 SCH20164.1
ortholog_8228 MGL18447.1 SCH19986.1
ortholog_8229 MGL18306.1 SCH20690.1
ortholog_8230 MGL18247.1 SCH18264.1
ortholog_8231 MGL18264.1 SCH20753.1
ortholog_8232 MGL18338.1 SCH20298.1
ortholog_8233 MGL18310.1 SCH12413.1
ortholog_8234 MGL18252.1 SCH20333.1
ortholog_8235 MGL18260.1 SCH19948.1
ortholog_8236 MGL18240.1 SCH20105.1
ortholog_8237 MGL18218.1 SCH19943.1
ortholog_8238 MGL18199.1 SCH19935.1
ortholog_8239 MGL18179.1 SCH19901.1
ortholog_8240 MGL18158.1 SCH20149.1
ortholog_8241 MGL18137.1 SCH20243.1
ortholog_8242 MGL18779.1 SCH11661.1
ortholog_8243 MGL18764.1 SCH20207.1
ortholog_8244 MGL18746.1 SCH20612.1
ortholog_8245 MGL18725.1 SCH20671.1
ortholog_8246 MGL18423.1 SCH20220.1
ortholog_8247 MGL18445.1 SCH20767.1
ortholog_8248 MGL18175.1 SCH20367.1
ortholog_8249 MGL18799.1 SCH19961.1
ortholog_8250 MGL18615.1 SCH20420.1
ortholog_8251 MGL18592.1 SCH20378.1
ortholog_8252 MGL18572.1 SCH20338.1
ortholog_8253 MGL18256.1 SCH16501.1
ortholog_8254 MGL18637.1 SCH19824.1
ortholog_8255 MGL18718.1 SCH20249.1
ortholog_8256 MGL18678.1 SCH20628.1
ortholog_8257 MGL18143.1 SCH20819.1
ortholog_8258 MGL18833.1 SCH20818.1
ortholog_8259 MGL18733.1 SCH19809.1
ortholog_8260 MGL18707.1 SCH20543.1
ortholog_8261 MGL18686.1 SCH20685.1
ortholog_8262 MGL18667.1 SCH19993.1
ortholog_8263 MGL18646.1 SCH19933.1
ortholog_8264 MGL18621.1 SCH20024.1
ortholog_8265 MGL18598.1 SCH20064.1
ortholog_8266 MGL18580.1 SCH20815.1
ortholog_8267 MGL18265.1 SCH20285.1
ortholog_8268 MGL18318.1 SCH23256.1
ortholog_8269 MGL18675.1 SCH20072.1
ortholog_8270 MGL18461.1 SCH20816.1
ortholog_8271 MGL18487.1 SCH20536.1
ortholog_8272 MGL18364.1 SCH20799.1
ortholog_8273 MGL18382.1 SCH20031.1
ortholog_8274 MGL18429.1 SCH20652.1
ortholog_8275 MGL18455.1 SCH19919.1
ortholog_8276 MGL18478.1 SCH20201.1
ortholog_8277 MGL18528.1 SCH20406.1
ortholog_8278 MGL18552.1 SCH12921.1
ortholog_8279 MGL18172.1 SCH20075.1
ortholog_8280 MGL18692.1 SCH20649.1
ortholog_8281 MGL18638.1 SCH20820.1
ortholog_8282 MGL18661.1 SCH20615.1
ortholog_8283 MGL18679.1 SCH08176.1
ortholog_8284 MGL18700.1 SCH19976.1
ortholog_8285 MGL18726.1 SCH20701.1
ortholog_8286 MGL18747.1 SCH20589.1
ortholog_8287 MGL18765.1 SCH20776.1
ortholog_8288 MGL18780.1 SCH12727.1
ortholog_8289 MGL18828.1 SCH20035.1
ortholog_8290 MGL18138.1 SCH20240.1
ortholog_8291 MGL18180.1 SCH14859.1
ortholog_8292 MGL18670.1 SCH12240.1
ortholog_8293 MGL18755.1 SCH19797.1
ortholog_8294 MGL18771.1 SCH20679.1
ortholog_8295 MGL18790.1 SCH20287.1
ortholog_8296 MGL18169.1 SCH12297.1
ortholog_8297 MGL18189.1 SCH20362.1
ortholog_8298 MGL18657.1 SCH20539.1
ortholog_8299 MGL18224.1 SCH20187.1
ortholog_8300 MGL18269.1 SCH20466.1
ortholog_8301 MGL18233.1 SCH20660.1
ortholog_8302 MGL18347.1 SCH20672.1
ortholog_8303 MGL18368.1 SCH20214.1
ortholog_8304 MGL18393.1 SCH20733.1
ortholog_8305 MGL18439.1 SCH19818.1
ortholog_8306 MGL18392.1 SCH20499.1
ortholog_8307 MGL18367.1 SCH19923.1
ortholog_8308 MGL18292.1 SCH20034.1
ortholog_8309 MGL18209.1 SCH07168.1
ortholog_8310 MGL18546.1 SCH19965.1
ortholog_8311 MGL18168.1 SCH20814.1
ortholog_8312 MGL18812.1 SCH20455.1
ortholog_8313 MGL18776.1 SCH20002.1
ortholog_8314 MGL18709.1 SCH20229.1
ortholog_8315 MGL18669.1 SCH20348.1
ortholog_8316 MGL18167.1 SCH01561.1
ortholog_8317 MGL18208.1 SCH13539.1
ortholog_8318 MGL18250.1 SCH12742.1
ortholog_8319 MGL18267.1 SCH13146.1
ortholog_8320 MGL18650.1 SCH08592.1
ortholog_8321 MGL18602.1 SCH09153.1
ortholog_8322 MGL18562.1 SCH20353.1
ortholog_8323 MGL18536.1 SCH09939.1
ortholog_8324 MGL18512.1 SCH20716.1
ortholog_8325 MGL18489.1 SCH20713.1
ortholog_8326 MGL18464.1 SCH20137.1
ortholog_8327 MGL18465.1 SCH20280.1
ortholog_8328 MGL18513.1 SCH13272.1
ortholog_8329 MGL18563.1 SCH19942.1
ortholog_8330 MGL18671.1 SCH19930.1
ortholog_8331 MGL18401.1 SCH20108.1
ortholog_8332 MGL18814.1 SCH20460.1
ortholog_8333 MGL18837.1 SCH20803.1
ortholog_8334 MGL18471.1 SCH20270.1
ortholog_8335 MGL18170.1 SCH20300.1
ortholog_8336 MGL18524.1 SCH19868.1
ortholog_8337 MGL18327.1 SCH20091.1
ortholog_8338 MGL18760.1 SCH20234.1
ortholog_8339 MGL18270.1 SCH20692.1
ortholog_8340 MGL18225.1 SCH20145.1
ortholog_8341 MGL18369.1 SCH20269.1
ortholog_8342 MGL18394.1 SCH10679.1
ortholog_8343 MGL18416.1 SCH19999.1
ortholog_8344 MGL18587.1 SCH20600.1
ortholog_8345 MGL18466.1 SCH20186.1
ortholog_8346 MGL18491.1 SCH19861.1
ortholog_8347 MGL18514.1 SCH20740.1
ortholog_8348 MGL18538.1 SCH20596.1
ortholog_8349 MGL18625.1 SCH20662.1
ortholog_8350 MGL18651.1 SCH09159.1
ortholog_8351 MGL18672.1 SCH20611.1
ortholog_8352 MGL18255.1 SCH19867.1
ortholog_8353 MGL18294.1 SCH20663.1
ortholog_8354 MGL18586.1 SCH20263.1
ortholog_8355 MGL18271.1 SCH20774.1
ortholog_8356 MGL18251.1 SCH12941.1
ortholog_8357 MGL18254.1 SCH19963.1
ortholog_8358 MGL18190.1 SCH20066.1
ortholog_8359 MGL18631.1 SCH20009.1
ortholog_8360 MGL18147.1 SCH11857.1
ortholog_8361 MGL18838.1 SCH20802.1
ortholog_8362 MGL18792.1 SCH20131.1
ortholog_8363 MGL18737.1 SCH07951.1
ortholog_8364 MGL18825.1 SCH16442.1
ortholog_8365 MGL18223.1 SCH11689.1
ortholog_8366 MGL18508.1 SCH20061.1
ortholog_8367 MGL18486.1 SCH20299.1
ortholog_8368 MGL18411.1 SCH20449.1
ortholog_8369 MGL18388.1 SCH20809.1
ortholog_8370 MGL18610.1 SCH20598.1
ortholog_8371 MGL18666.1 SCH20680.1
ortholog_8372 MGL18684.1 SCH20644.1
ortholog_8373 MGL18731.1 SCH20581.1
ortholog_8374 MGL18750.1 SCH17511.1
ortholog_8375 MGL18334.1 SCH20752.1
ortholog_8376 MGL18593.1 SCH19826.1
ortholog_8377 MGL18617.1 SCH20082.1
ortholog_8378 MGL18663.1 SCH19925.1
ortholog_8379 MGL18702.1 SCH20765.1
