ortholog_1 MGL01089.1 BL00872
ortholog_7197 MGL19238.1 BL15363
ortholog_7198 MGL19230.1 BL15364
ortholog_7199 MGL19279.1 BL14850
ortholog_7200 MGL19323.1 BL20170
ortholog_7201 MGL19380.1 BL22863
ortholog_7202 MGL19437.1 BL15356
ortholog_7203 MGL18844.1 BL26773
ortholog_7204 MGL19441.1 BL26772
ortholog_7205 MGL18887.1 BL16892
ortholog_7206 MGL18929.1 BL03465
ortholog_7207 MGL18989.1 BL25150
ortholog_7208 MGL19028.1 BL14807
ortholog_7209 MGL19070.1 BL15143
ortholog_7210 MGL18867.1 BL26735
ortholog_7211 MGL18846.1 BL26734
ortholog_7212 MGL19440.1 BL15433
ortholog_7213 MGL19418.1 BL14990
ortholog_7214 MGL19400.1 BL14844
ortholog_7215 MGL19350.1 BL14845
ortholog_7216 MGL19355.1 BL16224
ortholog_7217 MGL19236.1 BL15451
ortholog_7218 MGL19158.1 BL16133
ortholog_7219 MGL19417.1 BL15306
ortholog_7220 MGL19356.1 BL15320
ortholog_7221 MGL19456.1 BL16165
ortholog_7222 MGL19322.1 BL22848
ortholog_7223 MGL19305.1 BL15085
ortholog_7224 MGL19395.1 BL15180
ortholog_7225 MGL19125.1 BL15181
ortholog_7226 MGL19108.1 BL22983
ortholog_7227 MGL19068.1 BL26775
ortholog_7228 MGL19081.1 BL19314
ortholog_7229 MGL19008.1 BL26767
ortholog_7230 MGL18950.1 BL26743
ortholog_7231 MGL18907.1 BL16135
ortholog_7232 MGL18885.1 BL16134
ortholog_7233 MGL18866.1 BL15322
ortholog_7234 MGL19458.1 BL15300
ortholog_7235 MGL18865.1 BL14817
ortholog_7236 MGL19379.1 BL26451
ortholog_7237 MGL19146.1 BL14882
ortholog_7238 MGL19129.1 BL19117
ortholog_7239 MGL19072.1 BL15194
ortholog_7240 MGL19051.1 BL15027
ortholog_7241 MGL19031.1 BL15028
ortholog_7242 MGL19243.1 BL26637
ortholog_7243 MGL19362.1 BL14854
ortholog_7244 MGL19386.1 BL14875
ortholog_7245 MGL19424.1 BL15103
ortholog_7246 MGL18851.1 BL15097
ortholog_7247 MGL18872.1 BL14060
ortholog_7248 MGL18890.1 BL15394
ortholog_7249 MGL18935.1 BL07692
ortholog_7250 MGL18974.1 BL15102
ortholog_7251 MGL19014.1 BL07250
ortholog_7252 MGL19053.1 BL14892
ortholog_7253 MGL19397.1 BL15376
ortholog_7254 MGL19325.1 BL15409
ortholog_7255 MGL19267.1 BL14950
ortholog_7256 MGL19164.1 BL15179
ortholog_7257 MGL19302.1 BL25023
ortholog_7258 MGL19464.1 BL15259
ortholog_7259 MGL19425.1 BL10096
ortholog_7260 MGL19406.1 BL16129
ortholog_7261 MGL19337.1 BL15397
ortholog_7262 MGL19289.1 BL15043
ortholog_7263 MGL19269.1 BL15044
ortholog_7264 MGL19220.1 BL26719
ortholog_7265 MGL19165.1 BL26053
ortholog_7266 MGL19131.1 BL15155
ortholog_7267 MGL19111.1 BL14777
ortholog_7268 MGL19073.1 BL15053
ortholog_7269 MGL19423.1 BL15379
ortholog_7270 MGL19445.1 BL15064
ortholog_7271 MGL19463.1 BL17849
ortholog_7272 MGL18912.1 BL15144
ortholog_7273 MGL18973.1 BL11026
ortholog_7274 MGL18993.1 BL22861
ortholog_7275 MGL19013.1 BL15071
ortholog_7276 MGL19052.1 BL14792
ortholog_7277 MGL19110.1 BL15195
ortholog_7278 MGL19147.1 BL14813
ortholog_7279 MGL18852.1 BL14812
ortholog_7280 MGL18873.1 BL14811
ortholog_7281 MGL19044.1 BL26720
ortholog_7282 MGL18936.1 BL26729
ortholog_7283 MGL19432.1 BL14957
ortholog_7284 MGL18956.1 BL14958
ortholog_7285 MGL18975.1 BL15047
ortholog_7286 MGL19015.1 BL16128
ortholog_7287 MGL19033.1 BL12454
ortholog_7288 MGL19076.1 BL10744
ortholog_7289 MGL19132.1 BL15003
ortholog_7290 MGL19426.1 BL14876
ortholog_7291 MGL18853.1 BL19477
ortholog_7292 MGL18914.1 BL14925
ortholog_7293 MGL18870.1 BL14872
ortholog_7294 MGL19259.1 BL14851
ortholog_7295 MGL19320.1 BL27313
ortholog_7296 MGL19029.1 BL15386
ortholog_7297 MGL19134.1 BL22877
ortholog_7298 MGL19151.1 BL01530
ortholog_7299 MGL19421.1 BL22881
ortholog_7300 MGL18849.1 BL15081
ortholog_7301 MGL19233.1 BL27415
ortholog_7302 MGL19084.1 BL15346
ortholog_7303 MGL19173.1 BL15285
ortholog_7304 MGL19030.1 BL14985
ortholog_7305 MGL19163.1 BL15388
ortholog_7306 MGL19241.1 BL15154
ortholog_7307 MGL19265.1 BL21405
ortholog_7308 MGL19287.1 BL15403
ortholog_7309 MGL19360.1 BL15115
ortholog_7310 MGL19218.1 BL15223
ortholog_7311 MGL19436.1 BL14996
ortholog_7312 MGL19128.1 BL14993
ortholog_7313 MGL19370.1 BL24208
ortholog_7314 MGL18869.1 BL15355
ortholog_7315 MGL18848.1 BL14788
ortholog_7316 MGL19442.1 BL14897
ortholog_7317 MGL19419.1 BL14963
ortholog_7318 MGL19232.1 BL14962
ortholog_7319 MGL19381.1 BL15035
ortholog_7320 MGL18905.1 BL22919
ortholog_7321 MGL19194.1 BL08761
ortholog_7322 MGL19190.1 BL04099
ortholog_7323 MGL19449.1 BL14970
ortholog_7324 MGL19468.1 BL00001
ortholog_7325 MGL18877.1 BL07073
ortholog_7326 MGL19257.1 BL25033
ortholog_7327 MGL18960.1 BL15091
ortholog_7328 MGL19412.1 BL22875
ortholog_7329 MGL19036.1 BL15445
ortholog_7330 MGL19299.1 BL15279
ortholog_7331 MGL19078.1 BL14943
ortholog_7332 MGL19136.1 BL23751
ortholog_7333 MGL18980.1 BL15183
ortholog_7334 MGL18961.1 BL15182
ortholog_7335 MGL18878.1 BL22859
ortholog_7336 MGL19469.1 BL15211
ortholog_7337 MGL19431.1 BL15207
ortholog_7338 MGL19411.1 BL15191
ortholog_7339 MGL19367.1 BL15106
ortholog_7340 MGL19347.1 BL15107
ortholog_7341 MGL19018.1 BL15142
ortholog_7342 MGL19059.1 BL15292
ortholog_7343 MGL19174.1 BL24162
ortholog_7344 MGL19097.1 BL01037
ortholog_7345 MGL19247.1 BL22856
ortholog_7346 MGL19272.1 BL15316
ortholog_7347 MGL19292.1 BL15317
ortholog_7348 MGL19311.1 BL15318
ortholog_7349 MGL19328.1 BL15319
ortholog_7350 MGL19344.1 BL15440
ortholog_7351 MGL19393.1 BL15384
ortholog_7352 MGL19408.1 BL26742
ortholog_7353 MGL19447.1 BL15250
ortholog_7354 MGL18916.1 BL22849
ortholog_7355 MGL19351.1 BL22855
ortholog_7356 MGL18977.1 BL15034
ortholog_7357 MGL19016.1 BL14853
ortholog_7358 MGL19034.1 BL14852
ortholog_7359 MGL19056.1 BL15123
ortholog_7360 MGL19336.1 BL15124
ortholog_7361 MGL19345.1 BL15248
ortholog_7362 MGL19365.1 BL23670
ortholog_7363 MGL19390.1 BL15246
ortholog_7364 MGL18925.1 BL23451
ortholog_7365 MGL19429.1 BL11877
ortholog_7366 MGL19448.1 BL23397
ortholog_7367 MGL19467.1 BL15395
ortholog_7368 MGL19024.1 BL14793
ortholog_7369 MGL18894.1 BL05030
ortholog_7370 MGL18917.1 BL15432
ortholog_7371 MGL18978.1 BL15307
ortholog_7372 MGL18998.1 BL14870
ortholog_7373 MGL19168.1 BL15408
ortholog_7374 MGL19205.1 BL15079
ortholog_7375 MGL19293.1 BL14803
ortholog_7376 MGL19100.1 BL14804
ortholog_7377 MGL19330.1 BL14806
ortholog_7378 MGL19346.1 BL15228
ortholog_7379 MGL19366.1 BL14949
ortholog_7380 MGL18996.1 BL02791
ortholog_7381 MGL19075.1 BL14973
ortholog_7382 MGL19281.1 BL14971
ortholog_7383 MGL19113.1 BL23112
ortholog_7384 MGL19170.1 BL02172
ortholog_7385 MGL18875.1 BL15405
ortholog_7386 MGL19193.1 BL23539
ortholog_7387 MGL19446.1 BL07248
ortholog_7388 MGL19352.1 BL03241
ortholog_7389 MGL19364.1 BL09054
ortholog_7390 MGL19343.1 BL19309
ortholog_7391 MGL19327.1 BL15062
ortholog_7392 MGL19291.1 BL15060
ortholog_7393 MGL19246.1 BL15242
ortholog_7394 MGL19222.1 BL19789
ortholog_7395 MGL19203.1 BL14904
ortholog_7396 MGL19184.1 BL14900
ortholog_7397 MGL19133.1 BL21488
ortholog_7398 MGL19112.1 BL08879
ortholog_7399 MGL19074.1 BL26113
ortholog_7400 MGL18995.1 BL05000
ortholog_7401 MGL19349.1 BL15344
ortholog_7402 MGL18937.1 BL15202
ortholog_7403 MGL19403.1 BL15201
ortholog_7404 MGL19359.1 BL22895
ortholog_7405 MGL19339.1 BL22884
ortholog_7406 MGL19286.1 BL22870
ortholog_7407 MGL19399.1 BL20741
ortholog_7408 MGL19298.1 BL15241
ortholog_7409 MGL19181.1 BL14794
ortholog_7410 MGL19404.1 BL14893
ortholog_7411 MGL19154.1 BL14895
ortholog_7412 MGL18871.1 BL14989
ortholog_7413 MGL18933.1 BL14983
ortholog_7414 MGL18954.1 BL14981
ortholog_7415 MGL19420.1 BL26748
ortholog_7416 MGL19443.1 BL22867
ortholog_7417 MGL19064.1 BL15345
ortholog_7418 MGL19528.1 BL10935
ortholog_7419 MGL19546.1 BL17310
ortholog_7420 MGL19596.1 BL17309
ortholog_7421 MGL19586.1 BL17291
ortholog_7422 MGL19653.1 BL12775
ortholog_7423 MGL19632.1 BL03273
ortholog_7424 MGL19810.1 BL13716
ortholog_7425 MGL19565.1 BL12718
ortholog_7426 MGL19809.1 BL12101
ortholog_7427 MGL19650.1 BL19637
ortholog_7428 MGL19667.1 BL00678
ortholog_7429 MGL19788.1 BL12833
ortholog_7430 MGL19808.1 BL04411
ortholog_7431 MGL19857.1 BL17212
ortholog_7432 MGL19899.1 BL17210
ortholog_7433 MGL19920.1 BL21468
ortholog_7434 MGL19969.1 BL17208
ortholog_7435 MGL20012.1 BL17238
ortholog_7436 MGL19558.1 BL19212
ortholog_7437 MGL19853.1 BL17272
ortholog_7438 MGL19566.1 BL08306
ortholog_7439 MGL20097.1 BL10523
ortholog_7440 MGL20075.1 BL12649
ortholog_7441 MGL20050.1 BL10210
ortholog_7442 MGL20011.1 BL26833
ortholog_7443 MGL19942.1 BL03221
ortholog_7444 MGL19835.1 BL12250
ortholog_7445 MGL19898.1 BL12248
ortholog_7446 MGL19771.1 BL17879
ortholog_7447 MGL19685.1 BL02362
ortholog_7448 MGL19666.1 BL04279
ortholog_7449 MGL19649.1 BL17064
ortholog_7450 MGL19615.1 BL17062
ortholog_7451 MGL19963.1 BL27568
ortholog_7452 MGL19583.1 BL12681
ortholog_7453 MGL19564.1 BL12817
ortholog_7454 MGL19543.1 BL17248
ortholog_7455 MGL19502.1 BL24575
ortholog_7456 MGL20074.1 BL24951
ortholog_7457 MGL19961.1 BL12722
ortholog_7458 MGL19989.1 BL12723
ortholog_7459 MGL19968.1 BL12703
ortholog_7460 MGL19897.1 BL22353
ortholog_7461 MGL20027.1 BL12639
ortholog_7462 MGL19837.1 BL16193
ortholog_7463 MGL19814.1 BL17276
ortholog_7464 MGL19770.1 BL12629
ortholog_7465 MGL19751.1 BL08292
ortholog_7466 MGL19915.1 BL16200
ortholog_7467 MGL19599.1 BL12097
ortholog_7468 MGL19582.1 BL04390
ortholog_7469 MGL19542.1 BL16055
ortholog_7470 MGL19623.1 BL12624
ortholog_7471 MGL20073.1 BL24121
ortholog_7472 MGL19806.1 BL06098
ortholog_7473 MGL19918.1 BL17214
ortholog_7474 MGL19896.1 BL21933
ortholog_7475 MGL19786.1 BL12110
ortholog_7476 MGL19750.1 BL01043
ortholog_7477 MGL19683.1 BL01002
ortholog_7478 MGL19664.1 BL17314
ortholog_7479 MGL19647.1 BL04335
ortholog_7480 MGL19659.1 BL16240
ortholog_7481 MGL19541.1 BL01818
ortholog_7482 MGL19521.1 BL04343
ortholog_7483 MGL19500.1 BL04340
ortholog_7484 MGL20078.1 BL04833
ortholog_7485 MGL20053.1 BL16092
ortholog_7486 MGL19993.1 BL12243
ortholog_7487 MGL19971.1 BL00774
ortholog_7488 MGL19946.1 BL16059
ortholog_7489 MGL19923.1 BL10522
ortholog_7490 MGL19497.1 BL17266
ortholog_7491 MGL19859.1 BL17325
ortholog_7492 MGL19842.1 BL16999
ortholog_7493 MGL19818.1 BL16091
ortholog_7494 MGL19774.1 BL17050
ortholog_7495 MGL19754.1 BL08265
ortholog_7496 MGL19731.1 BL23089
ortholog_7497 MGL19765.1 BL23087
ortholog_7498 MGL19670.1 BL23086
ortholog_7499 MGL19617.1 BL17073
ortholog_7500 MGL19633.1 BL17277
ortholog_7501 MGL19688.1 BL04369
ortholog_7502 MGL19710.1 BL04368
ortholog_7503 MGL19790.1 BL17327
ortholog_7504 MGL19819.1 BL17322
ortholog_7505 MGL20116.1 BL17233
ortholog_7506 MGL19924.1 BL12643
ortholog_7507 MGL19947.1 BL17315
ortholog_7508 MGL19994.1 BL20705
ortholog_7509 MGL20035.1 BL17287
ortholog_7510 MGL19481.1 BL26793
ortholog_7511 MGL19634.1 BL25739
ortholog_7512 MGL19689.1 BL04251
ortholog_7513 MGL19711.1 BL13246
ortholog_7514 MGL19820.1 BL11817
ortholog_7515 MGL19948.1 BL04289
ortholog_7516 MGL19995.1 BL12104
ortholog_7517 MGL19973.1 BL12103
ortholog_7518 MGL19496.1 BL17230
ortholog_7519 MGL19691.1 BL22356
ortholog_7520 MGL19737.1 BL04283
ortholog_7521 MGL19824.1 BL07031
ortholog_7522 MGL19846.1 BL22865
ortholog_7523 MGL19906.1 BL10925
ortholog_7524 MGL19953.1 BL02347
ortholog_7525 MGL19999.1 BL17769
ortholog_7526 MGL19757.1 BL08058
ortholog_7527 MGL19595.1 BL02361
ortholog_7528 MGL19480.1 BL07192
ortholog_7529 MGL20094.1 BL12756
ortholog_7530 MGL19966.1 BL17285
ortholog_7531 MGL19940.1 BL17286
ortholog_7532 MGL19917.1 BL26819
ortholog_7533 MGL19895.1 BL04248
ortholog_7534 MGL19644.1 BL12087
ortholog_7535 MGL19855.1 BL12086
ortholog_7536 MGL20066.1 BL16768
ortholog_7537 MGL20093.1 BL02428
ortholog_7538 MGL19749.1 BL07605
ortholog_7539 MGL19726.1 BL21606
ortholog_7540 MGL19704.1 BL17819
ortholog_7541 MGL19494.1 BL17191
ortholog_7542 MGL19614.1 BL12765
ortholog_7543 MGL19580.1 BL12630
ortholog_7544 MGL19540.1 BL08280
ortholog_7545 MGL19575.1 BL17080
ortholog_7546 MGL19766.1 BL23085
ortholog_7547 MGL19660.1 BL04331
ortholog_7548 MGL20009.1 BL21022
ortholog_7549 MGL19985.1 BL15828
ortholog_7550 MGL19939.1 BL17267
ortholog_7551 MGL19916.1 BL04399
ortholog_7552 MGL19894.1 BL04278
ortholog_7553 MGL19854.1 BL17740
ortholog_7554 MGL20070.1 BL19579
ortholog_7555 MGL19980.1 BL02530
ortholog_7556 MGL19767.1 BL17001
ortholog_7557 MGL19748.1 BL16996
ortholog_7558 MGL19725.1 BL16997
ortholog_7559 MGL19663.1 BL12650
ortholog_7560 MGL19609.1 BL00842
ortholog_7561 MGL19933.1 BL21133
ortholog_7562 MGL19592.1 BL04282
ortholog_7563 MGL19610.1 BL15391
ortholog_7564 MGL19622.1 BL04374
ortholog_7565 MGL19991.1 BL04384
ortholog_7566 MGL19970.1 BL19578
ortholog_7567 MGL20013.1 BL01505
ortholog_7568 MGL20033.1 BL19576
ortholog_7569 MGL20052.1 BL17331
ortholog_7570 MGL20076.1 BL26794
ortholog_7571 MGL20099.1 BL20703
ortholog_7572 MGL19544.1 BL22373
ortholog_7573 MGL19652.1 BL26788
ortholog_7574 MGL19669.1 BL08970
ortholog_7575 MGL19743.1 BL02350
ortholog_7576 MGL19709.1 BL04917
ortholog_7577 MGL19817.1 BL17218
ortholog_7578 MGL19858.1 BL11407
ortholog_7579 MGL19881.1 BL15333
ortholog_7580 MGL19922.1 BL19142
ortholog_7581 MGL19945.1 BL17308
ortholog_7582 MGL19992.1 BL16220
ortholog_7583 MGL20034.1 BL17324
ortholog_7584 MGL19834.1 BL17319
ortholog_7585 MGL20081.1 BL23071
ortholog_7586 MGL20121.1 BL17284
ortholog_7587 MGL20100.1 BL12692
ortholog_7588 MGL20057.1 BL12693
ortholog_7589 MGL19700.1 BL10175
ortholog_7590 MGL19812.1 BL12245
ortholog_7591 MGL20123.1 BL12244
ortholog_7592 MGL19506.1 BL17257
ortholog_7593 MGL19529.1 BL02359
ortholog_7594 MGL19547.1 BL17042
ortholog_7595 MGL19561.1 BL00801
ortholog_7596 MGL19697.1 BL10209
ortholog_7597 MGL19635.1 BL17045
ortholog_7598 MGL19671.1 BL17044
ortholog_7599 MGL19654.1 BL17043
ortholog_7600 MGL19712.1 BL12773
ortholog_7601 MGL19755.1 BL04272
ortholog_7602 MGL19777.1 BL04275
ortholog_7603 MGL19792.1 BL04274
ortholog_7604 MGL19844.1 BL04396
ortholog_7605 MGL19949.1 BL25430
ortholog_7606 MGL19559.1 BL20594
ortholog_7607 MGL20056.1 BL17209
ortholog_7608 MGL20102.1 BL17282
ortholog_7609 MGL19914.1 BL12772
ortholog_7610 MGL19530.1 BL18888
ortholog_7611 MGL19982.1 BL16082
ortholog_7612 MGL19964.1 BL04352
ortholog_7613 MGL19518.1 BL17046
ortholog_7614 MGL19713.1 BL20807
ortholog_7615 MGL19845.1 BL17226
ortholog_7616 MGL20134.1 BL17239
ortholog_7617 MGL19784.1 BL16991
ortholog_7618 MGL20008.1 BL04327
ortholog_7619 MGL20067.1 BL17224
ortholog_7620 MGL19781.1 BL22374
ortholog_7621 MGL19624.1 BL22376
ortholog_7622 MGL20126.1 BL12715
ortholog_7623 MGL20105.1 BL17056
ortholog_7624 MGL20059.1 BL08044
ortholog_7625 MGL19998.1 BL13777
ortholog_7626 MGL20005.1 BL28181
ortholog_7627 MGL19983.1 BL07255
ortholog_7628 MGL19619.1 BL22488
ortholog_7629 MGL19537.1 BL02266
ortholog_7630 MGL19715.1 BL16228
ortholog_7631 MGL19594.1 BL06448
ortholog_7632 MGL19905.1 BL04249
ortholog_7633 MGL19690.1 BL04386
ortholog_7634 MGL20103.1 BL12109
ortholog_7635 MGL20037.1 BL17053
ortholog_7636 MGL20018.1 BL12725
ortholog_7637 MGL19950.1 BL10206
ortholog_7638 MGL19675.1 BL10200
ortholog_7639 MGL19904.1 BL12770
ortholog_7640 MGL19863.1 BL12095
ortholog_7641 MGL19884.1 BL15463
ortholog_7642 MGL20042.1 BL14688
ortholog_7643 MGL19723.1 BL17219
ortholog_7644 MGL19677.1 BL10302
ortholog_7645 MGL19832.1 BL13257
ortholog_7646 MGL19597.1 BL12093
ortholog_7647 MGL19560.1 BL04225
ortholog_7648 MGL19756.1 BL12091
ortholog_7649 MGL19778.1 BL16190
ortholog_7650 MGL19811.1 BL17205
ortholog_7651 MGL20000.1 BL04385
ortholog_7652 MGL19955.1 BL04366
ortholog_7653 MGL19928.1 BL04367
ortholog_7654 MGL19695.1 BL17240
ortholog_7655 MGL19611.1 BL04407
ortholog_7656 MGL19576.1 BL11742
ortholog_7657 MGL20128.1 BL04405
ortholog_7658 MGL19661.1 BL04404
ortholog_7659 MGL19913.1 BL24108
ortholog_7660 MGL19885.1 BL16083
ortholog_7661 MGL19951.1 BL04237
ortholog_7662 MGL19702.1 BL04234
ortholog_7663 MGL20104.1 BL22406
ortholog_7664 MGL19831.1 BL06249
ortholog_7665 MGL19532.1 BL10515
ortholog_7666 MGL19744.1 BL08302
ortholog_7667 MGL19747.1 BL10516
ortholog_7668 MGL20024.1 BL08303
ortholog_7669 MGL20001.1 BL10208
ortholog_7670 MGL19979.1 BL10207
ortholog_7671 MGL19866.1 BL10934
ortholog_7672 MGL20136.1 BL21879
ortholog_7673 MGL19888.1 BL04214
ortholog_7674 MGL19865.1 BL04446
ortholog_7675 MGL19826.1 BL20636
ortholog_7676 MGL19796.1 BL17264
ortholog_7677 MGL19538.1 BL17300
ortholog_7678 MGL19758.1 BL17298
ortholog_7679 MGL19741.1 BL03511
ortholog_7680 MGL19674.1 BL18550
ortholog_7681 MGL19591.1 BL04381
ortholog_7682 MGL19618.1 BL17029
ortholog_7683 MGL19606.1 BL11148
ortholog_7684 MGL19571.1 BL16084
ortholog_7685 MGL19548.1 BL12646
ortholog_7686 MGL19531.1 BL12645
ortholog_7687 MGL19875.1 BL12644
ortholog_7688 MGL19900.1 BL14941
ortholog_7689 MGL19880.1 BL17304
ortholog_7690 MGL19840.1 BL17305
ortholog_7691 MGL19742.1 BL08299
ortholog_7692 MGL19708.1 BL04408
ortholog_7693 MGL19687.1 BL17242
ortholog_7694 MGL19668.1 BL12744
ortholog_7695 MGL19631.1 BL12713
ortholog_7696 MGL19585.1 BL00579
ortholog_7697 MGL19568.1 BL04233
ortholog_7698 MGL19607.1 BL12088
ortholog_7699 MGL19931.1 BL04394
ortholog_7700 MGL19825.1 BL02357
ortholog_7701 MGL19907.1 BL18883
ortholog_7702 MGL20040.1 BL18779
ortholog_7703 MGL20060.1 BL12740
ortholog_7704 MGL20084.1 BL12739
ortholog_7705 MGL20106.1 BL12738
ortholog_7706 MGL19511.1 BL12732
ortholog_7707 MGL20129.1 BL04304
ortholog_7708 MGL20041.1 BL16270
ortholog_7709 MGL20022.1 BL05773
ortholog_7710 MGL19978.1 BL16099
ortholog_7711 MGL19954.1 BL13877
ortholog_7712 MGL19908.1 BL04286
ortholog_7713 MGL19512.1 BL04387
ortholog_7714 MGL19488.1 BL04430
ortholog_7715 MGL19680.1 BL24580
ortholog_7716 MGL19608.1 BL25453
ortholog_7717 MGL19621.1 BL17051
ortholog_7718 MGL19539.1 BL12751
ortholog_7719 MGL19759.1 BL12098
ortholog_7720 MGL19780.1 BL04392
ortholog_7721 MGL19827.1 BL04393
ortholog_7722 MGL20438.1 BL18893
ortholog_7723 MGL20328.1 BL08334
ortholog_7724 MGL20348.1 BL01457
ortholog_7725 MGL20329.1 BL01942
ortholog_7726 MGL20239.1 BL14256
ortholog_7727 MGL20414.1 BL21783
ortholog_7728 MGL20493.1 BL22551
ortholog_7729 MGL20517.1 BL00657
ortholog_7730 MGL20535.1 BL04256
ortholog_7731 MGL20544.1 BL17290
ortholog_7732 MGL20684.1 BL04100
ortholog_7733 MGL20588.1 BL24979
ortholog_7734 MGL20639.1 BL23014
ortholog_7735 MGL20405.1 BL04155
ortholog_7736 MGL20688.1 BL16836
ortholog_7737 MGL20184.1 BL23699
ortholog_7738 MGL20701.1 BL25530
ortholog_7739 MGL20676.1 BL25276
ortholog_7740 MGL20496.1 BL01083
ortholog_7741 MGL20474.1 BL01634
ortholog_7742 MGL20440.1 BL04543
ortholog_7743 MGL20241.1 BL10715
ortholog_7744 MGL20268.1 BL01109
ortholog_7745 MGL20282.1 BL06906
ortholog_7746 MGL20295.1 BL00825
ortholog_7747 MGL20475.1 BL01278
ortholog_7748 MGL20461.1 BL22977
ortholog_7749 MGL20332.1 BL01925
ortholog_7750 MGL20681.1 BL22886
ortholog_7751 MGL20703.1 BL05724
ortholog_7752 MGL20572.1 BL25403
ortholog_7753 MGL20317.1 BL15474
ortholog_7754 MGL20331.1 BL01068
ortholog_7755 MGL20365.1 BL03935
ortholog_7756 MGL20387.1 BL06387
ortholog_7757 MGL20706.1 BL18373
ortholog_7758 MGL20232.1 BL15385
ortholog_7759 MGL20202.1 BL01944
ortholog_7760 MGL20183.1 BL01943
ortholog_7761 MGL20545.1 BL14686
ortholog_7762 MGL20627.1 BL01060
ortholog_7763 MGL20640.1 BL27743
ortholog_7764 MGL20494.1 BL01054
ortholog_7765 MGL20402.1 BL00640
ortholog_7766 MGL20386.1 BL00724
ortholog_7767 MGL20364.1 BL25787
ortholog_7768 MGL20675.1 BL01734
ortholog_7769 MGL20182.1 BL12365
ortholog_7770 MGL20148.1 BL10062
ortholog_7771 MGL20483.1 BL01683
ortholog_7772 MGL20674.1 BL01077
ortholog_7773 MGL20168.1 BL13165
ortholog_7774 MGL20185.1 BL15899
ortholog_7775 MGL20204.1 BL01928
ortholog_7776 MGL20320.1 BL01118
ortholog_7777 MGL20310.1 BL19247
ortholog_7778 MGL20334.1 BL15593
ortholog_7779 MGL20560.1 BL26205
ortholog_7780 MGL20539.1 BL06379
ortholog_7781 MGL20612.1 BL06338
ortholog_7782 MGL20677.1 BL03057
ortholog_7783 MGL20314.1 BL22761
ortholog_7784 MGL20718.1 BL06937
ortholog_7785 MGL20186.1 BL15521
ortholog_7786 MGL20501.1 BL14692
ortholog_7787 MGL20181.1 BL09070
ortholog_7788 MGL20285.1 BL00816
ortholog_7789 MGL20163.1 BL25146
ortholog_7790 MGL20147.1 BL22053
ortholog_7791 MGL20624.1 BL25334
ortholog_7792 MGL20579.1 BL23373
ortholog_7793 MGL20192.1 BL00606
ortholog_7794 MGL20385.1 BL00686
ortholog_7795 MGL20392.1 BL25536
ortholog_7796 MGL20685.1 BL18997
ortholog_7797 MGL20514.1 BL14685
ortholog_7798 MGL20707.1 BL12768
ortholog_7799 MGL20484.1 BL24615
ortholog_7800 MGL20586.1 BL14969
ortholog_7801 MGL20605.1 BL01953
ortholog_7802 MGL20621.1 BL04752
ortholog_7803 MGL20299.1 BL24448
ortholog_7804 MGL20490.1 BL13514
ortholog_7805 MGL20515.1 BL17746
ortholog_7806 MGL20533.1 BL06851
ortholog_7807 MGL20543.1 BL06850
ortholog_7808 MGL20567.1 BL27100
ortholog_7809 MGL20587.1 BL25282
ortholog_7810 MGL20146.1 BL00636
ortholog_7811 MGL20171.1 BL01962
ortholog_7812 MGL20200.1 BL07252
ortholog_7813 MGL20137.1 BL00814
ortholog_7814 MGL20306.1 BL01909
ortholog_7815 MGL20437.1 BL18285
ortholog_7816 MGL20516.1 BL03493
ortholog_7817 MGL20534.1 BL18219
ortholog_7818 MGL20178.1 BL03633
ortholog_7819 MGL20218.1 BL14683
ortholog_7820 MGL20238.1 BL25433
ortholog_7821 MGL20253.1 BL02489
ortholog_7822 MGL20259.1 BL25521
ortholog_7823 MGL20380.1 BL01176
ortholog_7824 MGL20362.1 BL01177
ortholog_7825 MGL20326.1 BL12859
ortholog_7826 MGL20291.1 BL17022
ortholog_7827 MGL20672.1 BL17174
ortholog_7828 MGL20541.1 BL15347
ortholog_7829 MGL20488.1 BL17594
ortholog_7830 MGL20469.1 BL07260
ortholog_7831 MGL20400.1 BL15582
ortholog_7832 MGL20597.1 BL01066
ortholog_7833 MGL20300.1 BL11145
ortholog_7834 MGL20272.1 BL07171
ortholog_7835 MGL20407.1 BL22454
ortholog_7836 MGL20468.1 BL14690
ortholog_7837 MGL20531.1 BL01729
ortholog_7838 MGL20460.1 BL22472
ortholog_7839 MGL20341.1 BL07525
ortholog_7840 MGL20397.1 BL01911
ortholog_7841 MGL20250.1 BL00722
ortholog_7842 MGL20643.1 BL01464
ortholog_7843 MGL20195.1 BL05971
ortholog_7844 MGL20458.1 BL01910
ortholog_7845 MGL20159.1 BL00688
ortholog_7846 MGL20141.1 BL01063
ortholog_7847 MGL20710.1 BL08100
ortholog_7848 MGL20650.1 BL21190
ortholog_7849 MGL20360.1 BL01737
ortholog_7850 MGL20399.1 BL05207
ortholog_7851 MGL20420.1 BL02885
ortholog_7852 MGL20431.1 BL01697
ortholog_7853 MGL20465.1 BL01698
ortholog_7854 MGL20249.1 BL00689
ortholog_7855 MGL20190.1 BL00717
ortholog_7856 MGL20692.1 BL01436
ortholog_7857 MGL20669.1 BL03332
ortholog_7858 MGL20462.1 BL06525
ortholog_7859 MGL20323.1 BL12700
ortholog_7860 MGL20421.1 BL08544
ortholog_7861 MGL20614.1 BL18195
