ortholog_1 g320 Em0018g373a
ortholog_4975 g185904 Em0001g3723a
ortholog_4976 g185905 Em0023g543a
ortholog_4977 g185920 Em0017g947a
ortholog_4978 g185938 Em0007g932a
ortholog_4979 g185959 Em0015g1263a
ortholog_4980 g185976 Em0001g3779a
ortholog_4981 g186100 Em0006g1031a
ortholog_4982 g186102 Em0001g1755a
ortholog_4983 g186124 Em0001g2657a
ortholog_4984 g186156 Em0001g1774a
ortholog_4985 g186179 Em0001g3377a
ortholog_4986 g186192 Em0001g3727a
ortholog_4987 g186195 Em0013g140a
ortholog_4988 g186202 Em0001g3279a
ortholog_4989 g186214 Em0022g48a
ortholog_4990 g186242 Em0001g2661a
ortholog_4991 g186295 Em0019g985a
ortholog_4992 g186304 Em0014g128a
ortholog_4993 g186315 Em0014g249a
ortholog_4994 g186332 Em0009g944a
ortholog_4995 g186337 Em0009g942a
ortholog_4996 g186363 Em0009g43a
ortholog_4997 g186366 Em0011g786a
ortholog_4998 g186373 Em0022g936a
ortholog_4999 g186377 Em0010g121a
ortholog_5000 g186385 Em0018g746a
ortholog_5001 g186488 Em0016g51a
ortholog_5002 g186489 Em0005g238a
ortholog_5003 g186628 Em0022g231a
ortholog_5004 g186728 Em0001g623a
ortholog_5005 g186729 Em0001g1910a
ortholog_5006 g186765 Em0022g538a
ortholog_5007 g186784 Em0001g404a
ortholog_5008 g186822 Em0216g5a
ortholog_5009 g186854 Em0001g1046a
ortholog_5010 g186984 Em0016g582a
ortholog_5011 g186989 Em0018g190a
ortholog_5012 g187053 Em0001g1628a
ortholog_5013 g187063 Em0058g6a
ortholog_5014 g187067 Em0001g1437a
ortholog_5015 g187128 Em0014g273a
ortholog_5016 g187165 Em0016g421a
ortholog_5017 g187169 Em0016g446a
ortholog_5018 g187192 Em0001g2648a
ortholog_5019 g187220 Em0014g296a
ortholog_5020 g187222 Em0014g280a
ortholog_5021 g187228 Em0013g995a
ortholog_5022 g187233 Em0019g122a
ortholog_5023 g187243 Em0484g1a
ortholog_5024 g187254 Em0013g566a
ortholog_5025 g187260 Em0009g598a
ortholog_5026 g187272 Em0005g1017a
ortholog_5027 g187273 Em0009g924a
ortholog_5028 g187280 Em0009g594a
ortholog_5029 g187283 Em0051g28a
ortholog_5030 g187308 Em0001g1415a
ortholog_5031 g187311 Em0576g3a
ortholog_5032 g187312 Em0001g2111a
ortholog_5033 g187378 Em0001g1293a
ortholog_5034 g187417 Em0001g1292a
ortholog_5035 g187450 Em0023g382a
ortholog_5036 g187502 Em0001g1629a
ortholog_5037 g187515 Em0001g3820a
ortholog_5038 g187526 Em0001g2411a
ortholog_5039 g187547 Em0014g132a
ortholog_5040 g187556 Em0014g131a
ortholog_5041 g187580 Em0020g984a
ortholog_5042 g187675 Em0001g2503a
ortholog_5043 g187723 Em0001g529a
ortholog_5044 g187729 Em0880g3a
ortholog_5045 g187731 Em0001g1859a
ortholog_5046 g187767 Em0001g2388a
ortholog_5047 g187815 Em0001g1750a
ortholog_5048 g187839 Em0001g1336a
ortholog_5049 g187844 Em0008g891a
ortholog_5050 g187964 Em0020g688a
ortholog_5051 g187976 Em0021g396a
ortholog_5052 g187986 Em0016g635a
ortholog_5053 g187998 Em0001g198a
ortholog_5054 g188099 Em0001g3276a
ortholog_5055 g188107 Em0001g3298a
ortholog_5056 g188121 Em0014g257a
ortholog_5057 g188124 Em0014g276a
ortholog_5058 g188182 Em0014g489a
ortholog_5059 g188259 Em0019g325a
ortholog_5060 g188392 Em0020g1030a
ortholog_5061 g188431 Em0001g1400a
ortholog_5062 g188442 Em0001g1172a
ortholog_5063 g188458 Em0001g1171a
ortholog_5064 g188537 Em0001g3614a
ortholog_5065 g188542 Em0001g3613a
ortholog_5066 g188551 Em0004g1528a
ortholog_5067 g188758 Em0018g1088a
ortholog_5068 g188770 Em0001g2763a
ortholog_5069 g188775 Em0001g2764a
ortholog_5070 g188785 Em0001g1754a
ortholog_5071 g188796 Em0006g1034a
ortholog_5072 g188814 Em0017g317a
ortholog_5073 g188886 Em0013g447a
ortholog_5074 g188888 Em0001g1246a
ortholog_5075 g188889 Em0001g1248a
ortholog_5076 g188939 Em0001g532a
ortholog_5077 g188954 Em0016g994a
ortholog_5078 g188959 Em0004g999a
ortholog_5079 g188963 Em0014g5a
ortholog_5080 g188965 Em0005g1643a
ortholog_5081 g189026 Em0010g66a
ortholog_5082 g189172 Em0014g772a
ortholog_5083 g189192 Em0001g2386a
ortholog_5084 g189201 Em0015g1011a
ortholog_5085 g189221 Em0021g316a
ortholog_5086 g189225 Em0019g73a
ortholog_5087 g189231 Em0001g3657a
ortholog_5088 g189238 Em0001g3795a
ortholog_5089 g189275 Em0003g1842a
ortholog_5090 g189278 Em0003g1844a
ortholog_5091 g189343 Em0001g846a
ortholog_5092 g189368 Em0015g627a
ortholog_5093 g189385 Em0019g230a
ortholog_5094 g189404 Em0009g1308a
ortholog_5095 g189436 Em0001g1080a
ortholog_5096 g189442 Em0001g2223a
ortholog_5097 g189443 Em0001g2235a
ortholog_5098 g189446 Em0001g2243a
ortholog_5099 g189460 Em0001g411a
ortholog_5100 g189469 Em0002g578a
ortholog_5101 g189488 Em0001g1487a
ortholog_5102 g189491 Em0001g1401a
ortholog_5103 g189493 Em0009g1084a
ortholog_5104 g189498 Em0009g1108a
ortholog_5105 g189519 Em0013g29a
ortholog_5106 g189532 Em0009g616a
ortholog_5107 g189595 Em0014g25a
ortholog_5108 g189600 Em0099g15a
ortholog_5109 g189604 Em0001g3182a
ortholog_5110 g189624 Em0001g1294a
ortholog_5111 g189678 Em0001g2417a
ortholog_5112 g189753 Em0001g1791a
ortholog_5113 g189787 Em0001g214a
ortholog_5114 g189870 Em0014g49a
ortholog_5115 g189910 Em0016g363a
ortholog_5116 g189984 Em0001g3426a
ortholog_5117 g190010 Em0015g108a
ortholog_5118 g190041 Em0001g1477a
ortholog_5119 g190123 Em0004g797a
ortholog_5120 g190125 Em0019g307a
ortholog_5121 g190137 Em0016g69a
ortholog_5122 g190141 Em0014g488a
ortholog_5123 g190145 Em0002g1072a
ortholog_5124 g190153 Em0016g46a
ortholog_5125 g190160 Em0013g280a
ortholog_5126 g190263 Em0001g795a
ortholog_5127 g190402 Em0021g157a
ortholog_5128 g190435 Em0888g2a
ortholog_5129 g190446 Em0006g1150a
ortholog_5130 g190540 Em0014g602a
ortholog_5131 g190586 Em0014g152a
ortholog_5132 g190602 Em0017g49a
ortholog_5133 g190609 Em0621g1a
ortholog_5134 g190615 Em0014g71a
ortholog_5135 g190625 Em0001g1296a
ortholog_5136 g190633 Em0001g2141a
ortholog_5137 g190665 Em0021g40a
ortholog_5138 g190668 Em0008g980a
ortholog_5139 g190675 Em0023g20a
ortholog_5140 g190678 Em0020g789a
ortholog_5141 g190707 Em0001g2639a
ortholog_5142 g190755 Em0001g1273a
ortholog_5143 g190767 Em0001g2034a
ortholog_5144 g190778 Em0017g953a
ortholog_5145 g190822 Em0016g1066a
ortholog_5146 g190828 Em0014g241a
ortholog_5147 g190830 Em0014g233a
ortholog_5148 g190834 Em0001g1808a
ortholog_5149 g190878 Em0001g929a
ortholog_5150 g190896 Em0004g73a
ortholog_5151 g190927 Em0014g170a
ortholog_5152 g190936 Em0007g24a
ortholog_5153 g190943 Em0016g141a
ortholog_5154 g190968 Em0001g3686a
ortholog_5155 g190969 Em0003g460a
ortholog_5156 g190973 Em0001g2871a
ortholog_5157 g190984 Em0020g594a
ortholog_5158 g190989 Em0293g2a
ortholog_5159 g191028 Em0001g1152a
ortholog_5160 g191032 Em0001g3611a
ortholog_5161 g191117 Em0011g802a
ortholog_5162 g191134 Em0014g10a
ortholog_5163 g191218 Em0016g591a
ortholog_5164 g191226 Em0015g764a
ortholog_5165 g191238 Em0001g65a
ortholog_5166 g191240 Em0013g115a
ortholog_5167 g191243 Em0021g277a
ortholog_5168 g191256 Em0006g1429a
ortholog_5169 g191268 Em0023g127a
ortholog_5170 g191326 Em0001g2117a
ortholog_5171 g191363 Em0001g229a
ortholog_5172 g191368 Em0001g67a
ortholog_5173 g191375 Em0001g436a
ortholog_5174 g191377 Em0001g1103a
ortholog_5175 g191400 Em0001g248a
ortholog_5176 g191478 Em0665g2a
ortholog_5177 g191492 Em0014g357a
ortholog_5178 g191519 Em0012g851a
ortholog_5179 g191549 Em0042g32a
ortholog_5180 g191582 Em0006g1247a
ortholog_5181 g191590 Em0007g621a
ortholog_5182 g191602 Em0005g655a
ortholog_5183 g191604 Em0005g674a
ortholog_5184 g191606 Em0145g9a
ortholog_5185 g191657 Em0001g1766a
ortholog_5186 g191661 Em0020g365a
ortholog_5187 g191684 Em0001g467a
ortholog_5188 g191718 Em0007g242a
ortholog_5189 g191725 Em0015g693a
ortholog_5190 g191746 Em0001g1369a
ortholog_5191 g191789 Em0001g943a
ortholog_5192 g191799 Em0001g998a
ortholog_5193 g191801 Em0001g3376a
ortholog_5194 g191803 Em0006g1040a
ortholog_5195 g191805 Em0003g1647a
ortholog_5196 g191853 Em0010g9a
ortholog_5197 g191873 Em0016g106a
ortholog_5198 g191930 Em0001g3612a
ortholog_5199 g191936 Em0019g1206a
ortholog_5200 g191941 Em0001g24a
ortholog_5201 g191975 Em0001g93a
ortholog_5202 g192007 Em0001g3534a
ortholog_5203 g192096 Em0005g1174a
ortholog_5204 g192103 Em0015g1020a
ortholog_5205 g192131 Em0010g814a
ortholog_5206 g192133 Em0014g19a
ortholog_5207 g192135 Em1311g1a
ortholog_5208 g192145 Em0002g1892a
ortholog_5209 g192157 Em0001g1126a
ortholog_5210 g192162 Em0019g197a
ortholog_5211 g192236 Em0001g680a
ortholog_5212 g192395 Em0003g477a
ortholog_5213 g192397 Em0001g2781a
ortholog_5214 g192401 Em0024g79a
ortholog_5215 g192463 Em0002g1277a
ortholog_5216 g192495 Em0015g804a
ortholog_5217 g192515 Em0001g230a
ortholog_5218 g192520 Em0013g1071a
ortholog_5219 g192585 Em0001g69a
ortholog_5220 g192755 Em0003g1487a
ortholog_5221 g192762 Em0016g916a
ortholog_5222 g192781 Em0001g1627a
ortholog_5223 g192890 Em0006g644a
ortholog_5224 g193039 Em0001g1239a
ortholog_5225 g193059 Em0016g109a
ortholog_5226 g193079 Em0014g372a
ortholog_5227 g193081 Em0017g63a
ortholog_5228 g193096 Em0014g427a
ortholog_5229 g193097 Em0016g89a
ortholog_5230 g193098 Em0015g147a
ortholog_5231 g193099 Em0014g20a
ortholog_5232 g193331 Em0014g7a
ortholog_5233 g193342 Em0005g1113a
ortholog_5234 g193358 Em0001g1571a
ortholog_5235 g193360 Em0001g1568a
ortholog_5236 g193369 Em0007g1005a
ortholog_5237 g193399 Em0001g295a
ortholog_5238 g193410 Em0001g332a
ortholog_5239 g193531 Em0014g28a
ortholog_5240 g193566 Em0001g1297a
ortholog_5241 g193588 Em0014g37a
ortholog_5242 g193591 Em0014g137a
ortholog_5243 g193593 Em0016g398a
ortholog_5244 g193597 Em0016g397a
ortholog_5245 g193600 Em0004g974a
ortholog_5246 g193608 Em0014g175a
ortholog_5247 g193637 Em0001g1211a
ortholog_5248 g193643 Em0001g1077a
ortholog_5249 g193706 Em0020g586a
ortholog_5250 g193722 Em0004g139a
ortholog_5251 g193729 Em0004g1192a
ortholog_5252 g193735 Em0001g2663a
ortholog_5253 g193745 Em0001g2704a
ortholog_5254 g193859 Em0014g35a
ortholog_5255 g193958 Em0001g2389a
ortholog_5256 g193982 Em0001g711a
ortholog_5257 g193983 Em0058g8a
ortholog_5258 g193986 Em0001g1463a
ortholog_5259 g194002 Em0010g737a
ortholog_5260 g194168 Em0011g809a
ortholog_5261 g194173 Em0019g897a
ortholog_5262 g194176 Em0014g79a
ortholog_5263 g194188 Em0006g494a
ortholog_5264 g194192 Em0014g127a
ortholog_5265 g194199 Em0019g280a
ortholog_5266 g194284 Em0001g2658a
ortholog_5267 g194363 Em0007g626a
ortholog_5268 g194367 Em0007g968a
ortholog_5269 g194422 Em0016g145a
ortholog_5270 g194426 Em0014g172a
ortholog_5271 g194446 Em0020g923a
ortholog_5272 g194622 Em0017g184a
ortholog_5273 g195185 Em0459g4a
ortholog_5274 g195429 Em0015g70a
ortholog_5275 g195553 Em0015g168a
ortholog_5276 g195695 Em0015g905a
ortholog_5277 g195888 Em0007g1505a
ortholog_5278 g195972 Em0013g625a
ortholog_5279 g195976 Em0013g67a
ortholog_5280 g195988 Em0018g85a
ortholog_5281 g196112 Em0011g302a
ortholog_5282 g196180 Em0022g399a
ortholog_5283 g196341 Em0005g1165a
ortholog_5284 g196474 Em0267g1a
ortholog_5285 g196491 Em0005g1600a
ortholog_5286 g196589 Em0014g173a
ortholog_5287 g196620 Em0005g1538a
ortholog_5288 g196627 Em0005g1635a
ortholog_5289 g196629 Em0005g1634a
ortholog_5290 g196679 Em0005g1532a
ortholog_5291 g196745 Em0013g759a
ortholog_5292 g197051 Em0005g1325a
ortholog_5293 g197094 Em0002g537a
ortholog_5294 g197097 Em0005g1442a
ortholog_5295 g197166 Em0008g884a
ortholog_5296 g197193 Em0005g1258a
ortholog_5297 g197217 Em0002g769a
ortholog_5298 g197301 Em0021g683a
ortholog_5299 g197401 Em0001g3313a
ortholog_5300 g197427 Em0005g1035a
ortholog_5301 g197432 Em0005g913a
ortholog_5302 g197476 Em0015g1116a
ortholog_5303 g197570 Em0023g77a
ortholog_5304 g197585 Em0015g464a
ortholog_5305 g197619 Em0005g1130a
ortholog_5306 g197873 Em0005g1216a
ortholog_5307 g197950 Em0005g1287a
ortholog_5308 g197960 Em0005g1280a
ortholog_5309 g197976 Em0009g921a
ortholog_5310 g197977 Em0009g831a
ortholog_5311 g198085 Em0005g1149a
ortholog_5312 g198122 Em0005g1333a
ortholog_5313 g198229 Em0005g416a
ortholog_5314 g198376 Em0019g878a
ortholog_5315 g198388 Em0005g1450a
ortholog_5316 g198530 Em0002g777a
ortholog_5317 g198625 Em0005g1443a
ortholog_5318 g198640 Em0006g988a
ortholog_5319 g198653 Em0005g1282a
ortholog_5320 g198723 Em0021g289a
ortholog_5321 g198775 Em0002g107a
ortholog_5322 g198864 Em0005g1638a
ortholog_5323 g198888 Em0002g784a
ortholog_5324 g198914 Em0036g10a
ortholog_5325 g198917 Em0005g1596a
ortholog_5326 g199001 Em0005g1595a
ortholog_5327 g199115 Em0005g1540a
ortholog_5328 g199136 Em0001g847a
ortholog_5329 g199165 Em0005g1545a
ortholog_5330 g199199 Em0012g177a
ortholog_5331 g199216 Em0005g1096a
ortholog_5332 g199275 Em0005g1525a
ortholog_5333 g199306 Em0023g209a
ortholog_5334 g199359 Em0005g1191a
ortholog_5335 g199388 Em0005g1173a
ortholog_5336 g199402 Em0005g1185a
ortholog_5337 g199439 Em0005g1100a
ortholog_5338 g199470 Em0010g170a
ortholog_5339 g199475 Em0020g860a
ortholog_5340 g199490 Em0012g665a
ortholog_5341 g199500 Em0005g893a
ortholog_5342 g199516 Em0023g467a
ortholog_5343 g199554 Em0020g88a
ortholog_5344 g199648 Em0005g757a
ortholog_5345 g199665 Em0009g1127a
ortholog_5346 g199687 Em0022g124a
ortholog_5347 g199728 Em0010g711a
ortholog_5348 g199766 Em0010g905a
ortholog_5349 g199782 Em0005g1373a
ortholog_5350 g199783 Em0005g1609a
ortholog_5351 g199803 Em0017g521a
ortholog_5352 g199900 Em0008g435a
ortholog_5353 g199929 Em0024g156a
ortholog_5354 g200059 Em0012g897a
ortholog_5355 g200073 Em0005g1591a
ortholog_5356 g200107 Em0005g1321a
ortholog_5357 g200164 Em0022g87a
ortholog_5358 g200261 Em0005g1608a
ortholog_5359 g200333 Em0005g1161a
ortholog_5360 g200362 Em0005g675a
ortholog_5361 g200371 Em0005g718a
ortholog_5362 g200450 Em0001g471a
ortholog_5363 g200461 Em0005g1558a
ortholog_5364 g200484 Em0005g1324a
ortholog_5365 g200502 Em0021g924a
ortholog_5366 g200556 Em0006g282a
ortholog_5367 g200720 Em0005g1648a
ortholog_5368 g200815 Em0015g577a
ortholog_5369 g200827 Em0015g578a
ortholog_5370 g200864 Em0023g190a
ortholog_5371 g200896 Em0005g1018a
ortholog_5372 g200989 Em0010g689a
ortholog_5373 g201017 Em0005g1636a
ortholog_5374 g201019 Em0005g1376a
ortholog_5375 g201029 Em0019g328a
ortholog_5376 g201032 Em0020g1095a
ortholog_5377 g201189 Em0005g1179a
ortholog_5378 g201199 Em0005g1676a
ortholog_5379 g201205 Em0005g802a
ortholog_5380 g201238 Em0005g1316a
ortholog_5381 g201302 Em0005g1680a
ortholog_5382 g201388 Em0005g1644a
ortholog_5383 g201392 Em0005g1202a
ortholog_5384 g201499 Em0003g893a
ortholog_5385 g201589 Em0020g59a
ortholog_5386 g201785 Em0007g1026a
ortholog_5387 g201823 Em0010g540a
ortholog_5388 g201839 Em0005g1036a
ortholog_5389 g202088 Em0001g576a
ortholog_5390 g202099 Em0008g1115a
ortholog_5391 g202106 Em0001g1822a
ortholog_5392 g202186 Em0005g1239a
ortholog_5393 g202193 Em0005g1632a
ortholog_5394 g202202 Em0005g1484a
ortholog_5395 g202343 Em0003g1837a
ortholog_5396 g202427 Em0005g1518a
ortholog_5397 g202429 Em0005g1544a
ortholog_5398 g202481 Em0005g740a
ortholog_5399 g202490 Em0005g1146a
ortholog_5400 g202495 Em0005g1661a
ortholog_5401 g202527 Em0001g2643a
ortholog_5402 g202583 Em0010g39a
ortholog_5403 g202628 Em0005g1446a
ortholog_5404 g202652 Em0016g340a
ortholog_5405 g202667 Em0012g1036a
ortholog_5406 g202673 Em0005g900a
ortholog_5407 g202718 Em0013g579a
ortholog_5408 g202882 Em0005g1527a
ortholog_5409 g202886 Em0005g1445a
ortholog_5410 g202954 Em0005g1541a
ortholog_5411 g203003 Em0018g1015a
ortholog_5412 g203035 Em0014g817a
ortholog_5413 g203045 Em0023g480a
ortholog_5414 g203046 Em0001g2641a
ortholog_5415 g203111 Em0011g762a
ortholog_5416 g203113 Em0013g733a
ortholog_5417 g203125 Em0005g1323a
ortholog_5418 g203132 Em0005g1372a
ortholog_5419 g203150 Em0005g1681a
ortholog_5420 g203162 Em0017g949a
ortholog_5421 g203167 Em0005g1281a
ortholog_5422 g203169 Em0001g3441a
ortholog_5423 g203180 Em0005g1268a
ortholog_5424 g203193 Em0013g334a
ortholog_5425 g203239 g33004.t1
ortholog_5426 g203280 Em0018g789a
ortholog_5427 g203282 Em0005g1346a
ortholog_5428 g203286 Em0004g749a
ortholog_5429 g203320 Em0005g235a
ortholog_5430 g203324 Em0005g1548a
ortholog_5431 g203330 Em0009g1013a
ortholog_5432 g203339 Em0022g817a
ortholog_5433 g203346 Em0347g2a
ortholog_5434 g203357 Em0005g1653a
ortholog_5435 g203358 Em0005g1654a
ortholog_5436 g203360 Em0005g1655a
ortholog_5437 g203569 Em0005g1166a
ortholog_5438 g203573 Em0010g883a
ortholog_5439 g203637 Em0016g905a
ortholog_5440 g203675 Em0005g1213a
ortholog_5441 g203680 Em0016g117a
ortholog_5442 g203715 Em0005g1013a
ortholog_5443 g203752 Em0026g58a
ortholog_5444 g203796 Em0005g457a
ortholog_5445 g203941 Em0009g56a
ortholog_5446 g203943 Em0005g1337a
ortholog_5447 g203954 Em0005g1379a
ortholog_5448 g203966 Em0008g424a
ortholog_5449 g203984 Em0017g102a
ortholog_5450 g203992 Em0018g146a
ortholog_5451 g203996 Em0018g150a
ortholog_5452 g203998 Em0005g1183a
ortholog_5453 g204020 Em0018g1071a
ortholog_5454 g204099 Em0001g2640a
ortholog_5455 g204181 Em0022g934a
ortholog_5456 g204186 Em0005g1666a
ortholog_5457 g204269 Em0005g1669a
ortholog_5458 g204274 Em0005g1670a
ortholog_5459 g204328 Em0011g572a
ortholog_5460 g204331 Em0019g849a
ortholog_5461 g204335 Em0005g1178a
ortholog_5462 g204339 Em0005g1652a
ortholog_5463 g204386 Em0001g2653a
ortholog_5464 g204409 Em0039g35a
ortholog_5465 g204415 Em0006g500a
ortholog_5466 g204417 Em0004g961a
ortholog_5467 g204622 Em0007g904a
ortholog_5468 g204649 Em0016g533a
ortholog_5469 g204786 Em0004g648a
ortholog_5470 g204935 Em0016g996a
ortholog_5471 g205023 Em0004g795a
ortholog_5472 g205170 Em0002g1154a
ortholog_5473 g205583 Em0010g914a
ortholog_5474 g205756 Em0001g3518a
ortholog_5475 g205802 Em0003g303a
ortholog_5476 g205924 Em0242g3a
ortholog_5477 g206146 Em0001g1233a
ortholog_5478 g206377 Em0001g3083a
ortholog_5479 g206644 Em0008g819a
ortholog_5480 g206648 Em0008g821a
ortholog_5481 g206671 Em0009g97a
ortholog_5482 g206687 Em0021g210a
ortholog_5483 g206743 Em0013g92a
ortholog_5484 g206773 Em0020g437a
ortholog_5485 g206846 Em0131g3a
ortholog_5486 g206847 Em0008g1159a
ortholog_5487 g206911 Em0019g389a
ortholog_5488 g207321 Em0013g143a
ortholog_5489 g207503 Em0003g1054a
ortholog_5490 g207521 Em0008g30a
ortholog_5491 g207531 Em0008g31a
ortholog_5492 g207533 Em0008g627a
ortholog_5493 g207596 Em0008g704a
ortholog_5494 g207598 Em0008g735a
ortholog_5495 g207625 Em0022g202a
ortholog_5496 g207722 Em0008g151a
ortholog_5497 g207727 Em0011g129a
ortholog_5498 g207730 Em0009g956a
ortholog_5499 g207763 Em0008g1030a
ortholog_5500 g207880 Em0023g903a
ortholog_5501 g207905 Em0008g396a
ortholog_5502 g207916 Em0020g848a
ortholog_5503 g207982 Em0008g1183a
ortholog_5504 g208017 Em0022g322a
ortholog_5505 g208022 Em0014g599a
ortholog_5506 g208029 Em0008g1007a
ortholog_5507 g208048 Em0012g1063a
ortholog_5508 g208049 Em0012g1062a
ortholog_5509 g208100 Em0016g298a
ortholog_5510 g208152 Em0008g1240a
ortholog_5511 g208208 Em0008g42a
ortholog_5512 g208242 Em0137g13a
ortholog_5513 g208276 Em0008g1063a
ortholog_5514 g208284 Em0008g624a
ortholog_5515 g208430 Em0030g39a
ortholog_5516 g208436 Em0022g650a
ortholog_5517 g208445 Em0008g1071a
ortholog_5518 g208504 Em0008g969a
ortholog_5519 g208507 Em0023g687a
ortholog_5520 g208553 Em0008g1243a
ortholog_5521 g208583 Em0008g1232a
ortholog_5522 g208591 Em0008g1116a
ortholog_5523 g208594 Em0008g147a
ortholog_5524 g208634 Em0013g312a
ortholog_5525 g208830 Em0008g346a
ortholog_5526 g208920 Em0008g1082a
ortholog_5527 g208947 Em0008g1215a
ortholog_5528 g209084 Em0008g279a
ortholog_5529 g209089 Em0008g277a
ortholog_5530 g209098 Em0008g944a
ortholog_5531 g209135 Em0008g1081a
ortholog_5532 g209178 Em0008g708a
ortholog_5533 g209234 Em0016g1071a
ortholog_5534 g209243 Em0008g507a
ortholog_5535 g209250 Em0013g824a
ortholog_5536 g209252 Em0010g357a
ortholog_5537 g209307 Em0008g1195a
ortholog_5538 g209322 Em0008g1121a
ortholog_5539 g209327 Em0009g1258a
ortholog_5540 g209331 Em0006g717a
ortholog_5541 g209344 Em0013g304a
ortholog_5542 g209357 Em0007g1369a
ortholog_5543 g209461 Em0008g1214a
ortholog_5544 g209531 Em0008g48a
ortholog_5545 g209539 Em0001g2339a
ortholog_5546 g209567 Em0002g747a
ortholog_5547 g209586 Em0008g1027a
ortholog_5548 g209642 Em0016g900a
ortholog_5549 g209727 Em0008g1173a
ortholog_5550 g209728 Em0008g1190a
ortholog_5551 g209732 Em0008g1184a
ortholog_5552 g209791 Em0008g1015a
ortholog_5553 g209816 Em0008g1009a
ortholog_5554 g209895 Em0008g1021a
ortholog_5555 g209946 Em0008g347a
ortholog_5556 g209953 Em0013g256a
ortholog_5557 g209975 Em0001g928a
ortholog_5558 g209979 Em0013g723a
ortholog_5559 g210037 Em0008g1265a
ortholog_5560 g210053 Em0008g57a
ortholog_5561 g210093 Em0012g987a
ortholog_5562 g210144 Em0024g232a
ortholog_5563 g210159 Em0010g907a
ortholog_5564 g210386 Em0008g1192a
ortholog_5565 g210390 Em0008g1175a
ortholog_5566 g210396 Em0008g1122a
ortholog_5567 g210556 Em0008g99a
ortholog_5568 g210561 Em0008g100a
ortholog_5569 g210588 Em0005g597a
ortholog_5570 g210645 Em0016g696a
ortholog_5571 g210722 Em0022g941a
ortholog_5572 g210724 Em0008g333a
ortholog_5573 g210777 Em0008g971a
ortholog_5574 g210812 Em0019g321a
ortholog_5575 g210813 Em0008g576a
ortholog_5576 g210817 Em0008g1212a
ortholog_5577 g210847 Em0008g93a
ortholog_5578 g210879 Em0008g974a
ortholog_5579 g210891 Em0008g46a
ortholog_5580 g210929 Em0008g1017a
ortholog_5581 g210969 Em0008g1010a
ortholog_5582 g211142 Em0021g916a
ortholog_5583 g211249 Em0007g582a
ortholog_5584 g211280 Em0016g985a
ortholog_5585 g211312 Em0008g700a
ortholog_5586 g211394 Em0008g1218a
ortholog_5587 g211399 Em0008g1223a
ortholog_5588 g211413 Em0030g37a
ortholog_5589 g211421 Em0001g127a
ortholog_5590 g211511 Em0008g956a
ortholog_5591 g211512 Em0528g4a
ortholog_5592 g211521 Em0014g766a
ortholog_5593 g211548 Em0008g1079a
ortholog_5594 g211568 Em0008g157a
ortholog_5595 g211569 Em0008g142a
ortholog_5596 g211577 Em0008g1006a
ortholog_5597 g211607 Em0008g1160a
ortholog_5598 g211666 Em0008g413a
ortholog_5599 g211718 Em0008g1237a
ortholog_5600 g211799 Em0001g1122a
ortholog_5601 g211838 Em0008g963a
ortholog_5602 g211840 Em0008g966a
