ortholog_1 g164 BL24932_evm1
ortholog_7801 g177406 BL13503_evm0
ortholog_7802 g177422 BL22198_evm2
ortholog_7803 g177459 BL39542_cuf0
ortholog_7804 g177480 BL82060_cuf0
ortholog_7805 g177497 BL16021_evm0
ortholog_7806 g177626 BL17902_evm4
ortholog_7807 g177672 BL17965_cuf4
ortholog_7808 g177716 BL20756_evm0
ortholog_7809 g177756 BL25953_evm0
ortholog_7810 g177786 BL13296_evm3
ortholog_7811 g177841 BL97064_cuf0
ortholog_7812 g177846 BL01162_evm3
ortholog_7813 g177887 BL05862_evm0
ortholog_7814 g177939 BL02114_cuf1
ortholog_7815 g177944 BL12019_evm3
ortholog_7816 g177955 BL60714_cuf1
ortholog_7817 g177963 BL12742_evm0
ortholog_7818 g177974 BL04263_evm0
ortholog_7819 g177991 BL20063_evm0
ortholog_7820 g178071 BL19494_evm2
ortholog_7821 g178076 BL13237_evm0
ortholog_7822 g178086 BL39184_cuf0
ortholog_7823 g178107 BL08131_cuf3
ortholog_7824 g178145 BL09830_evm1
ortholog_7825 g178161 BL23377_cuf7
ortholog_7826 g178168 BL13153_cuf9
ortholog_7827 g178278 BL20358_evm0
ortholog_7828 g178303 BL11223_evm0
ortholog_7829 g178421 BL20537_evm0
ortholog_7830 g178451 BL23760_evm0
ortholog_7831 g178463 BL13393_cuf2
ortholog_7832 g178485 BL28045_evm0
ortholog_7833 g178496 BL44994_cuf5
ortholog_7834 g178498 BL44993_cuf14
ortholog_7835 g178514 BL68666_cuf0
ortholog_7836 g178516 BL96374_cuf31
ortholog_7837 g178523 BL96412_cuf0
ortholog_7838 g178532 BL96390_cuf69
ortholog_7839 g178598 BL12721_evm0
ortholog_7840 g178610 BL08569_cuf8
ortholog_7841 g178672 BL14655_evm0
ortholog_7842 g178689 BL96410_cuf12
ortholog_7843 g178709 BL00352_cuf22
ortholog_7844 g178734 BL06648_evm1
ortholog_7845 g178747 BL09615_cuf1
ortholog_7846 g178751 BL14673_evm7
ortholog_7847 g178754 BL08368_cuf3
ortholog_7848 g178781 BL95598_evm0
ortholog_7849 g178791 BL21996_cuf23
ortholog_7850 g178795 BL23898_cuf1
ortholog_7851 g178889 BL04721_evm0
ortholog_7852 g178955 BL02144_cuf0
ortholog_7853 g178965 BL30867_evm0
ortholog_7854 g179023 BL16756_evm0
ortholog_7855 g179027 BL14605_evm4
ortholog_7856 g179079 BL74367_cuf0
ortholog_7857 g179082 BL16143_evm1
ortholog_7858 g179085 BL14674_cuf2
ortholog_7859 g179126 BL20633_cuf2
ortholog_7860 g179148 BL96660_cuf25
ortholog_7861 g179150 BL96659_cuf20
ortholog_7862 g179153 BL96658_cuf18
ortholog_7863 g179163 BL96661_cuf27
ortholog_7864 g179171 BL96662_cuf70
ortholog_7865 g179178 BL01001_evm0
ortholog_7866 g179182 BL22525_cuf6
ortholog_7867 g179204 BL22608_evm0
ortholog_7868 g179255 BL19685_cuf10
ortholog_7869 g179257 BL01591_cuf9
ortholog_7870 g179287 BL22913_evm0
ortholog_7871 g179312 BL36341_cuf0
ortholog_7872 g179327 BL17053_evm0
ortholog_7873 g179363 BL01202_cuf15
ortholog_7874 g179368 BL31405_evm0
ortholog_7875 g179377 BL10807_cuf11
ortholog_7876 g179470 BL77160_cuf0
ortholog_7877 g179499 BL21512_evm0
ortholog_7878 g179563 BL15237_cuf6
ortholog_7879 g179619 BL09203_cuf1
ortholog_7880 g179695 BL12021_evm0
ortholog_7881 g179703 BL17905_evm7
ortholog_7882 g179715 BL27071_evm0
ortholog_7883 g179721 BL00314_evm0
ortholog_7884 g179737 BL10205_evm0
ortholog_7885 g179740 BL68575_cuf2
ortholog_7886 g179755 BL04644_evm2
ortholog_7887 g179805 BL15335_evm0
ortholog_7888 g179819 BL02999_cuf1
ortholog_7889 g179838 BL96030_evm1
ortholog_7890 g179853 BL16613_evm1
ortholog_7891 g179865 BL03995_evm0
ortholog_7892 g179906 BL12743_cuf24
ortholog_7893 g179951 BL18691_evm0
ortholog_7894 g180004 BL69162_cuf0
ortholog_7895 g180104 BL02002_cuf3
ortholog_7896 g180106 BL23666_cuf2
ortholog_7897 g180124 BL01585_evm0
ortholog_7898 g180140 BL17256_cuf10
ortholog_7899 g180188 BL05423_evm0
ortholog_7900 g180197 BL08835_evm0
ortholog_7901 g180214 BL15840_cuf0
ortholog_7902 g180215 BL95387_evm1
ortholog_7903 g180264 BL12401_cuf15
ortholog_7904 g180270 BL05237_cuf5
ortholog_7905 g180299 BL11130_evm0
ortholog_7906 g180304 BL13298_evm13
ortholog_7907 g180331 BL03425_cuf18
ortholog_7908 g180339 BL40469_cuf2
ortholog_7909 g180375 BL12015_evm0
ortholog_7910 g180411 BL32018_evm0
ortholog_7911 g180427 BL07591_cuf3
ortholog_7912 g180441 BL14672_evm0
ortholog_7913 g180462 BL24216_evm9
ortholog_7914 g180475 BL22623_evm2
ortholog_7915 g180479 BL06650_cuf1
ortholog_7916 g180572 BL16926_evm6
ortholog_7917 g180578 BL13911_evm0
ortholog_7918 g180588 BL07967_cuf0
ortholog_7919 g180605 BL04647_evm0
ortholog_7920 g180625 BL09609_cuf1
ortholog_7921 g180660 BL12020_evm2
ortholog_7922 g180676 BL96872_cuf14
ortholog_7923 g180680 BL07352_evm1
ortholog_7924 g180746 BL19139_cuf5
ortholog_7925 g180827 BL09346_cuf9
ortholog_7926 g180832 BL14208_evm0
ortholog_7927 g180842 BL22612_cuf3
ortholog_7928 g180843 BL13377_evm1
ortholog_7929 g180863 BL16083_evm2
ortholog_7930 g180868 BL20069_cuf6
ortholog_7931 g180987 BL14185_cuf5
ortholog_7932 g181020 BL04001_evm0
ortholog_7933 g181039 BL08057_cuf10
ortholog_7934 g181187 BL01333_evm0
ortholog_7935 g181188 BL00118_evm0
ortholog_7936 g181199 BL09420_evm4
ortholog_7937 g181222 BL64008_cuf0
ortholog_7938 g181294 BL14090_cuf7
ortholog_7939 g181306 BL03427_evm0
ortholog_7940 g181349 BL04605_evm0
ortholog_7941 g181352 BL19715_cuf4
ortholog_7942 g181358 BL24092_evm0
ortholog_7943 g181425 BL19140_cuf19
ortholog_7944 g181490 BL10394_cuf7
ortholog_7945 g181522 BL16923_cuf1
ortholog_7946 g181534 BL22609_evm0
ortholog_7947 g181562 BL13401_cuf16
ortholog_7948 g181650 BL18895_evm0
ortholog_7949 g181657 BL20884_cuf12
ortholog_7950 g181666 BL08053_cuf14
ortholog_7951 g181669 BL97207_cuf6
ortholog_7952 g181675 BL97057_cuf0
ortholog_7953 g181698 BL16144_cuf11
ortholog_7954 g181728 BL19783_evm0
ortholog_7955 g181782 BL21134_cuf9
ortholog_7956 g181836 BL17388_cuf8
ortholog_7957 g181863 BL14907_cuf3
ortholog_7958 g181875 BL06913_evm2
ortholog_7959 g181878 BL10707_cuf1
ortholog_7960 g181962 BL13300_cuf6
ortholog_7961 g181980 BL18904_evm0
ortholog_7962 g182059 BL14821_cuf4
ortholog_7963 g182065 BL22464_evm1
ortholog_7964 g182072 BL10550_cuf2
ortholog_7965 g182074 BL06398_cuf4
ortholog_7966 g182093 BL21997_cuf14
ortholog_7967 g182119 BL07164_cuf2
ortholog_7968 g182120 BL12032_cuf0
ortholog_7969 g182200 BL08775_cuf3
ortholog_7970 g182209 BL97167_cuf0
ortholog_7971 g182228 BL20851_cuf8
ortholog_7972 g182265 BL02987_evm0
ortholog_7973 g182268 BL96414_cuf5
ortholog_7974 g182279 BL13384_cuf32
ortholog_7975 g182292 BL09556_evm5
ortholog_7976 g182297 BL17389_cuf9
ortholog_7977 g182345 BL03728_cuf5
ortholog_7978 g182374 BL56409_cuf1
ortholog_7979 g182413 BL03424_evm0
ortholog_7980 g182444 BL04266_evm0
ortholog_7981 g182469 BL06763_cuf3
ortholog_7982 g182504 BL13383_evm0
ortholog_7983 g182531 BL19136_cuf1
ortholog_7984 g182542 BL08054_cuf5
ortholog_7985 g182627 BL22713_evm0
ortholog_7986 g183354 BL04835_cuf1
ortholog_7987 g183384 BL96520_cuf6
ortholog_7988 g183451 BL08361_evm0
ortholog_7989 g183646 BL05452_evm0
ortholog_7990 g183670 BL00996_evm0
ortholog_7991 g183813 BL51139_cuf0
ortholog_7992 g183910 BL12885_evm0
ortholog_7993 g184038 BL29031_evm0
ortholog_7994 g184082 BL04935_evm8
ortholog_7995 g184243 BL07204_evm0
ortholog_7996 g184421 BL26759_evm0
ortholog_7997 g184452 BL24671_evm2
ortholog_7998 g184478 BL11300_evm0
ortholog_7999 g184501 BL08325_evm0
ortholog_8000 g184727 BL23951_cuf13
ortholog_8001 g184728 BL13247_evm1
ortholog_8002 g184902 BL10175_cuf8
ortholog_8003 g184911 BL17464_cuf6
ortholog_8004 g184942 BL17463_cuf4
ortholog_8005 g184968 BL07232_evm5
ortholog_8006 g185010 BL04403_cuf6
ortholog_8007 g185033 BL13229_evm0
ortholog_8008 g185067 BL19869_evm1
ortholog_8009 g185068 BL22717_evm0
ortholog_8010 g185091 BL12884_evm9
ortholog_8011 g185094 BL18061_evm0
ortholog_8012 g185095 BL62942_cuf0
ortholog_8013 g185158 BL09151_evm0
ortholog_8014 g185161 BL06875_evm0
ortholog_8015 g185162 BL23350_evm2
ortholog_8016 g185215 BL97227_cuf2
ortholog_8017 g185219 BL01855_evm0
ortholog_8018 g185225 BL97229_cuf6
ortholog_8019 g185230 BL12767_evm2
ortholog_8020 g185256 BL19192_evm7
ortholog_8021 g185264 BL14663_evm3
ortholog_8022 g185270 BL01180_cuf7
ortholog_8023 g185321 BL22665_evm19
ortholog_8024 g185327 BL05454_cuf1
ortholog_8025 g185339 BL18406_evm6
ortholog_8026 g185341 BL07581_cuf0
ortholog_8027 g185344 BL30819_evm0
ortholog_8028 g185352 BL23901_cuf20
ortholog_8029 g185367 BL04380_evm3
ortholog_8030 g185370 BL13798_cuf1
ortholog_8031 g185375 BL01185_cuf8
ortholog_8032 g185392 BL22721_evm2
ortholog_8033 g185409 BL28797_evm0
ortholog_8034 g185411 BL11952_cuf3
ortholog_8035 g185413 BL20807_evm0
ortholog_8036 g185418 BL19735_evm1
ortholog_8037 g185424 BL17611_evm0
ortholog_8038 g185425 BL25632_evm0
ortholog_8039 g185430 BL06131_evm0
ortholog_8040 g185431 BL01743_cuf0
ortholog_8041 g185436 BL14057_cuf1
ortholog_8042 g185466 BL30058_evm0
ortholog_8043 g185474 BL25934_evm0
ortholog_8044 g185477 BL08197_evm4
ortholog_8045 g185494 BL01047_cuf5
ortholog_8046 g185505 BL89092_cuf0
ortholog_8047 g185529 BL13169_evm0
ortholog_8048 g185530 BL21738_evm0
ortholog_8049 g185532 BL13724_evm0
ortholog_8050 g185561 BL13510_evm6
ortholog_8051 g185583 BL11878_evm0
ortholog_8052 g185598 BL14499_cuf7
ortholog_8053 g185606 BL18057_cuf8
ortholog_8054 g185638 BL54814_cuf0
ortholog_8055 g185641 BL11518_cuf4
ortholog_8056 g185644 BL12538_cuf11
ortholog_8057 g185734 BL37738_cuf1
ortholog_8058 g185738 BL54329_cuf0
ortholog_8059 g185748 BL95822_evm1
ortholog_8060 g185754 BL16517_evm0
ortholog_8061 g185765 BL03136_cuf6
ortholog_8062 g185766 BL13076_cuf7
ortholog_8063 g185805 BL05253_cuf2
ortholog_8064 g185825 BL23896_cuf2
ortholog_8065 g185829 BL28584_evm0
ortholog_8066 g185833 BL14146_evm0
ortholog_8067 g185835 BL22431_evm0
ortholog_8068 g185846 BL04775_evm0
ortholog_8069 g185849 BL04584_evm0
ortholog_8070 g185856 BL18422_cuf1
ortholog_8071 g185862 BL03479_cuf5
ortholog_8072 g185867 BL24254_evm8
ortholog_8073 g185873 BL30670_evm0
ortholog_8074 g185885 BL21875_evm12
ortholog_8075 g185898 BL06911_evm0
ortholog_8076 g185904 BL24668_cuf1
ortholog_8077 g185915 BL96905_cuf9
ortholog_8078 g185917 BL96904_cuf7
ortholog_8079 g185920 BL05943_cuf2
ortholog_8080 g185951 BL15704_cuf3
ortholog_8081 g185976 BL95994_evm5
ortholog_8082 g186124 BL19234_evm17
ortholog_8083 g186132 BL04099_evm2
ortholog_8084 g186138 BL10600_evm1
ortholog_8085 g186156 BL07075_evm0
ortholog_8086 g186179 BL11730_evm0
ortholog_8087 g186183 BL04550_cuf21
ortholog_8088 g186192 BL13077_cuf7
ortholog_8089 g186202 BL95993_evm7
ortholog_8090 g186214 BL05942_evm3
ortholog_8091 g186220 BL15459_evm2
ortholog_8092 g186244 BL07187_cuf3
ortholog_8093 g186249 BL04294_evm0
ortholog_8094 g186254 BL22022_cuf4
ortholog_8095 g186257 BL20981_evm4
ortholog_8096 g186282 BL09614_cuf1
ortholog_8097 g186304 BL04535_cuf10
ortholog_8098 g186315 BL04623_evm1
ortholog_8099 g186332 BL95693_evm1
ortholog_8100 g186363 BL16829_evm8
ortholog_8101 g186373 BL04532_cuf1
ortholog_8102 g186377 BL95137_evm0
ortholog_8103 g186383 BL13509_evm0
ortholog_8104 g186385 BL74412_cuf1
ortholog_8105 g186500 BL08716_evm0
ortholog_8106 g186621 BL96993_cuf7
ortholog_8107 g186628 BL24502_cuf2
ortholog_8108 g186705 BL06917_evm3
ortholog_8109 g186730 BL09076_cuf1
ortholog_8110 g186735 BL08121_evm3
ortholog_8111 g186784 BL09311_evm5
ortholog_8112 g186787 BL17983_cuf2
ortholog_8113 g186790 BL12543_cuf0
ortholog_8114 g186822 BL19385_evm0
ortholog_8115 g186826 BL46430_cuf0
ortholog_8116 g186846 BL07248_evm0
ortholog_8117 g186852 BL22001_cuf7
ortholog_8118 g186944 BL24840_cuf8
ortholog_8119 g186953 BL15295_evm7
ortholog_8120 g186958 BL20842_evm0
ortholog_8121 g186983 BL10229_evm0
ortholog_8122 g186984 BL01574_cuf1
ortholog_8123 g186989 BL29555_evm0
ortholog_8124 g187063 BL12864_evm6
ortholog_8125 g187068 BL23314_cuf0
ortholog_8126 g187069 BL19076_evm0
ortholog_8127 g187168 BL05332_evm7
ortholog_8128 g187219 BL06362_evm0
ortholog_8129 g187228 BL04747_evm0
ortholog_8130 g187242 BL20808_cuf8
ortholog_8131 g187260 BL01673_evm3
ortholog_8132 g187269 BL15206_evm0
ortholog_8133 g187286 BL05122_cuf3
ortholog_8134 g187308 BL06915_evm10
ortholog_8135 g187312 BL07547_evm0
ortholog_8136 g187314 BL07548_cuf7
ortholog_8137 g187317 BL16889_evm0
ortholog_8138 g187321 BL97024_cuf0
ortholog_8139 g187369 BL09679_evm0
ortholog_8140 g187378 BL01654_evm1
ortholog_8141 g187383 BL19237_cuf1
ortholog_8142 g187410 BL04059_evm0
ortholog_8143 g187425 BL07217_cuf4
ortholog_8144 g187450 BL23900_cuf2
ortholog_8145 g187455 BL19230_evm2
ortholog_8146 g187459 BL20514_evm0
ortholog_8147 g187494 BL03330_evm0
ortholog_8148 g187502 BL08564_evm13
ortholog_8149 g187526 BL04531_cuf6
ortholog_8150 g187552 BL00729_evm0
ortholog_8151 g187554 BL18171_cuf7
ortholog_8152 g187556 BL11621_cuf8
ortholog_8153 g187575 BL30905_evm0
ortholog_8154 g187607 BL22998_cuf15
ortholog_8155 g187614 BL08760_evm0
ortholog_8156 g187670 BL02060_evm0
ortholog_8157 g187675 BL04540_evm5
ortholog_8158 g187696 BL02625_cuf5
ortholog_8159 g187704 BL07551_cuf15
ortholog_8160 g187712 BL23345_evm0
ortholog_8161 g187713 BL95708_evm2
ortholog_8162 g187724 BL06532_cuf0
ortholog_8163 g187730 BL06873_evm2
ortholog_8164 g187767 BL19099_evm0
ortholog_8165 g187769 BL11763_evm0
ortholog_8166 g187774 BL03333_cuf10
ortholog_8167 g187818 BL13887_evm0
ortholog_8168 g187846 BL23357_cuf2
ortholog_8169 g187945 BL10858_evm0
ortholog_8170 g187953 BL03006_evm1
ortholog_8171 g187963 BL14498_evm0
ortholog_8172 g187967 BL41565_cuf0
ortholog_8173 g187976 BL11707_evm0
ortholog_8174 g187984 BL27838_evm0
ortholog_8175 g187986 BL04808_evm3
ortholog_8176 g187998 BL01179_evm1
ortholog_8177 g188021 BL23122_cuf8
ortholog_8178 g188024 BL96268_cuf3
ortholog_8179 g188031 BL13231_evm0
ortholog_8180 g188048 BL08119_cuf15
ortholog_8181 g188076 BL14244_cuf1
ortholog_8182 g188081 BL00152_evm0
ortholog_8183 g188109 BL08757_evm0
ortholog_8184 g188121 BL14363_evm9
ortholog_8185 g188124 BL18060_evm13
ortholog_8186 g188182 BL07249_cuf0
ortholog_8187 g188287 BL20123_cuf6
ortholog_8188 g188296 BL18423_evm0
ortholog_8189 g188319 BL12537_cuf2
ortholog_8190 g188334 BL22902_cuf8
ortholog_8191 g188358 BL55945_cuf0
ortholog_8192 g188381 BL14611_evm0
ortholog_8193 g188383 BL25974_evm0
ortholog_8194 g188392 BL01410_cuf5
ortholog_8195 g188396 BL16890_cuf4
ortholog_8196 g188399 BL19666_evm1
ortholog_8197 g188424 BL22993_cuf11
ortholog_8198 g188426 BL11910_evm6
ortholog_8199 g188431 BL22903_evm0
ortholog_8200 g188434 BL20213_cuf4
ortholog_8201 g188458 BL13792_cuf4
ortholog_8202 g188467 BL13513_evm1
ortholog_8203 g188522 BL16513_cuf2
ortholog_8204 g188529 BL19476_evm0
ortholog_8205 g188537 BL06327_evm0
ortholog_8206 g188542 BL22720_cuf3
ortholog_8207 g188551 BL02655_cuf3
ortholog_8208 g188570 BL12766_cuf5
ortholog_8209 g188574 BL12765_evm0
ortholog_8210 g188602 BL96107_evm1
ortholog_8211 g188606 BL64381_cuf0
ortholog_8212 g188607 BL61152_cuf0
ortholog_8213 g188667 BL96108_evm0
ortholog_8214 g188671 BL74574_cuf0
ortholog_8215 g188676 BL14202_evm0
ortholog_8216 g188693 BL06496_cuf0
ortholog_8217 g188706 BL23631_evm0
ortholog_8218 g188730 BL96890_cuf5
ortholog_8219 g188731 BL96889_cuf1
ortholog_8220 g188741 BL96888_cuf0
ortholog_8221 g188762 BL11515_cuf7
ortholog_8222 g188766 BL15319_cuf5
ortholog_8223 g188768 BL17014_evm0
ortholog_8224 g188786 BL04604_cuf23
ortholog_8225 g188796 BL08433_evm0
ortholog_8226 g188815 BL96775_cuf4
ortholog_8227 g188824 BL43443_cuf5
ortholog_8228 g188886 BL16846_evm9
ortholog_8229 g188919 BL23988_evm0
ortholog_8230 g188934 BL12532_evm3
ortholog_8231 g188939 BL00911_cuf17
ortholog_8232 g188952 BL20216_evm1
ortholog_8233 g188954 BL14151_evm0
ortholog_8234 g188959 BL24547_evm2
ortholog_8235 g188963 BL08759_evm12
ortholog_8236 g188964 BL14503_evm0
ortholog_8237 g188988 BL08497_evm0
ortholog_8238 g189015 BL24541_cuf4
ortholog_8239 g189039 BL12451_cuf14
ortholog_8240 g189063 BL09596_cuf2
ortholog_8241 g189122 BL00848_cuf1
ortholog_8242 g189165 BL24255_cuf7
ortholog_8243 g189172 BL19684_evm0
ortholog_8244 g189184 BL28033_evm0
ortholog_8245 g189192 BL29647_evm0
ortholog_8246 g189193 BL22228_cuf0
ortholog_8247 g189201 BL07224_evm10
ortholog_8248 g189203 BL12536_evm3
ortholog_8249 g189221 BL12648_cuf3
ortholog_8250 g189225 BL19187_cuf8
ortholog_8251 g189229 BL26847_evm0
ortholog_8252 g189231 BL07385_evm0
ortholog_8253 g189238 BL08231_cuf6
ortholog_8254 g189240 BL14825_evm0
ortholog_8255 g189343 BL18915_evm0
ortholog_8256 g189368 BL07847_cuf2
ortholog_8257 g189415 BL17461_evm2
ortholog_8258 g189446 BL05222_evm7
ortholog_8259 g189464 BL23362_evm0
ortholog_8260 g189469 BL02308_cuf0
ortholog_8261 g189470 BL05182_cuf3
ortholog_8262 g189473 BL05748_cuf4
ortholog_8263 g189483 BL02623_cuf3
ortholog_8264 g189488 BL11977_evm23
ortholog_8265 g189491 BL00696_evm0
ortholog_8266 g189493 BL09213_cuf4
ortholog_8267 g189498 BL15221_evm0
ortholog_8268 g189504 BL11953_evm0
ortholog_8269 g189519 BL07506_cuf6
ortholog_8270 g189532 BL14132_cuf9
ortholog_8271 g189540 BL26846_evm0
ortholog_8272 g189556 BL23329_cuf9
ortholog_8273 g189557 BL23444_evm0
ortholog_8274 g189575 BL46537_cuf2
ortholog_8275 g189595 BL01115_evm0
ortholog_8276 g189597 BL11620_evm1
ortholog_8277 g189600 BL23682_cuf2
ortholog_8278 g189604 BL95334_evm1
ortholog_8279 g189622 BL15557_cuf26
ortholog_8280 g189663 BL09088_cuf6
ortholog_8281 g189678 BL13821_evm3
ortholog_8282 g189690 BL51133_cuf1
ortholog_8283 g189702 BL00903_cuf2
ortholog_8284 g189725 BL26669_evm0
ortholog_8285 g189739 BL64370_cuf0
ortholog_8286 g189756 BL96901_cuf5
ortholog_8287 g189787 BL04745_cuf1
ortholog_8288 g189861 BL24543_evm6
ortholog_8289 g189910 BL25107_evm0
ortholog_8290 g190004 BL19231_evm0
ortholog_8291 g190005 BL95069_evm1
ortholog_8292 g190023 BL96138_evm0
ortholog_8293 g190042 BL20894_evm3
ortholog_8294 g190056 BL09309_evm7
ortholog_8295 g190070 BL18461_cuf1
ortholog_8296 g190078 BL05658_cuf3
ortholog_8297 g190104 BL17462_evm5
ortholog_8298 g190117 BL15560_evm35
ortholog_8299 g190122 BL18810_evm0
ortholog_8300 g190125 BL12282_cuf3
ortholog_8301 g190130 BL05327_cuf5
ortholog_8302 g190137 BL02650_cuf12
ortholog_8303 g190138 BL21818_evm3
ortholog_8304 g190153 BL16603_cuf9
ortholog_8305 g190160 BL11911_cuf3
ortholog_8306 g190199 BL96306_cuf4
ortholog_8307 g190263 BL10855_cuf2
ortholog_8308 g190319 BL12453_evm3
ortholog_8309 g190329 BL34806_cuf0
ortholog_8310 g190387 BL96875_cuf2
ortholog_8311 g190419 BL21663_evm0
ortholog_8312 g190430 BL22584_evm0
ortholog_8313 g190445 BL23758_cuf0
ortholog_8314 g190446 BL04096_evm0
ortholog_8315 g190469 BL23326_evm0
ortholog_8316 g190517 BL34809_cuf14
ortholog_8317 g190540 BL12277_cuf6
ortholog_8318 g190570 BL13348_evm12
ortholog_8319 g190586 BL16880_evm0
ortholog_8320 g190615 BL08758_cuf2
ortholog_8321 g190631 BL04003_evm0
ortholog_8322 g190633 BL18914_evm0
ortholog_8323 g190644 BL06912_evm6
ortholog_8324 g190665 BL01181_cuf3
ortholog_8325 g190668 BL38388_cuf0
ortholog_8326 g190673 BL19655_cuf9
ortholog_8327 g190675 BL20009_evm0
ortholog_8328 g190678 BL11198_cuf1
ortholog_8329 g190684 BL01054_cuf6
ortholog_8330 g190707 BL01537_cuf0
ortholog_8331 g190755 BL07387_cuf3
ortholog_8332 g190767 BL07555_cuf8
ortholog_8333 g190776 BL00688_evm20
ortholog_8334 g190788 BL96778_cuf9
ortholog_8335 g190790 BL20964_cuf1
ortholog_8336 g190804 BL15007_evm1
ortholog_8337 g190817 BL03886_evm3
ortholog_8338 g190822 BL01638_evm0
ortholog_8339 g190830 BL16850_cuf0
ortholog_8340 g190834 BL22666_evm5
ortholog_8341 g190842 BL24841_evm0
ortholog_8342 g190846 BL09316_cuf4
ortholog_8343 g190859 BL20509_cuf4
ortholog_8344 g190862 BL95107_evm0
ortholog_8345 g190875 BL19871_cuf2
ortholog_8346 g190878 BL09159_evm1
ortholog_8347 g190896 BL23352_evm0
ortholog_8348 g190936 BL19650_cuf13
ortholog_8349 g190954 BL24227_cuf13
ortholog_8350 g190968 BL04098_evm0
ortholog_8351 g190969 BL02200_evm0
ortholog_8352 g190973 BL19660_evm0
ortholog_8353 g190979 BL19868_evm43
ortholog_8354 g190989 BL20217_evm1
ortholog_8355 g191024 BL12429_evm0
ortholog_8356 g191028 BL76636_cuf2
ortholog_8357 g191032 BL11739_evm1
ortholog_8358 g191034 BL10473_evm0
ortholog_8359 g191100 BL08114_cuf17
ortholog_8360 g191125 BL14144_cuf6
ortholog_8361 g191133 BL20833_cuf10
ortholog_8362 g191134 BL24834_evm0
ortholog_8363 g191173 BL15189_evm0
ortholog_8364 g191218 BL11909_cuf1
ortholog_8365 g191226 BL18636_cuf6
ortholog_8366 g191234 BL16228_evm0
ortholog_8367 g191236 BL13511_evm3
ortholog_8368 g191240 BL13232_cuf1
ortholog_8369 g191241 BL16159_evm0
ortholog_8370 g191243 BL13890_cuf5
ortholog_8371 g191251 BL06329_cuf8
ortholog_8372 g191256 BL08717_cuf3
ortholog_8373 g191324 BL10605_cuf4
ortholog_8374 g191326 BL22719_cuf1
ortholog_8375 g191359 BL03337_evm1
ortholog_8376 g191363 BL22471_cuf0
ortholog_8377 g191368 BL06698_cuf0
ortholog_8378 g191370 BL12540_cuf4
ortholog_8379 g191375 BL04407_evm0
ortholog_8380 g191377 BL04384_evm0
ortholog_8381 g191378 BL20219_evm4
ortholog_8382 g191400 BL18009_evm0
ortholog_8383 g191414 BL08117_cuf4
ortholog_8384 g191421 BL07223_cuf5
ortholog_8385 g191486 BL15291_cuf10
ortholog_8386 g191492 BL13235_cuf4
ortholog_8387 g191501 BL24959_evm0
ortholog_8388 g191519 BL08590_evm0
ortholog_8389 g191523 BL45091_cuf1
ortholog_8390 g191528 BL18405_evm0
ortholog_8391 g191559 BL09531_evm0
ortholog_8392 g191560 BL15972_evm0
ortholog_8393 g191562 BL20345_evm0
ortholog_8394 g191582 BL24667_evm2
ortholog_8395 g191589 BL18637_evm3
ortholog_8396 g191602 BL00913_evm2
ortholog_8397 g191606 BL22369_evm3
ortholog_8398 g191620 BL09465_evm0
ortholog_8399 g191651 BL44844_cuf2
ortholog_8400 g191657 BL03842_evm2
ortholog_8401 g191661 BL97166_cuf13
ortholog_8402 g191684 BL14135_evm6
ortholog_8403 g191718 BL11584_evm1
ortholog_8404 g191721 BL24901_cuf1
ortholog_8405 g191724 BL01653_evm5
ortholog_8406 g191725 BL14967_evm0
ortholog_8407 g191746 BL14366_cuf10
ortholog_8408 g191779 BL24546_evm1
ortholog_8409 g191781 BL04543_cuf0
ortholog_8410 g191799 BL07220_cuf0
ortholog_8411 g191801 BL02340_evm0
ortholog_8412 g191805 BL14141_cuf4
ortholog_8413 g191826 BL18816_cuf0
ortholog_8414 g191844 BL18429_cuf2
ortholog_8415 g191851 BL08194_evm7
ortholog_8416 g191902 BL24539_evm0
ortholog_8417 g191903 BL04101_evm16
ortholog_8418 g191930 BL22014_evm4
ortholog_8419 g191936 BL00443_cuf3
ortholog_8420 g191941 BL18898_evm5
ortholog_8421 g191953 BL10607_evm5
ortholog_8422 g191975 BL01359_cuf11
ortholog_8423 g191981 BL04130_cuf3
ortholog_8424 g192007 BL01053_evm2
ortholog_8425 g192027 BL21302_evm0
ortholog_8426 g192038 BL05065_cuf10
ortholog_8427 g192039 BL11590_cuf9
ortholog_8428 g192096 BL19793_evm0
ortholog_8429 g192106 BL14364_cuf14
ortholog_8430 g192115 BL18396_evm0
ortholog_8431 g192124 BL14365_evm5
ortholog_8432 g192131 BL19651_cuf1
