ortholog_1 g178 gene-HOLleu_44920
ortholog_6749 g169869 gene-HOLleu_45212
ortholog_6750 g169870 gene-HOLleu_26711
ortholog_6751 g169877 gene-HOLleu_27980
ortholog_6752 g169884 gene-HOLleu_26699
ortholog_6753 g169898 gene-HOLleu_32497
ortholog_6754 g169918 gene-HOLleu_32277
ortholog_6755 g169998 gene-HOLleu_28070
ortholog_6756 g170028 gene-HOLleu_27318
ortholog_6757 g170034 gene-HOLleu_27242
ortholog_6758 g170053 gene-HOLleu_33192
ortholog_6759 g170084 gene-HOLleu_26998
ortholog_6760 g170101 gene-HOLleu_26391
ortholog_6761 g170147 gene-HOLleu_33309
ortholog_6762 g170173 gene-HOLleu_43947
ortholog_6763 g170174 gene-HOLleu_22398
ortholog_6764 g170186 gene-HOLleu_27510
ortholog_6765 g170194 gene-HOLleu_27289
ortholog_6766 g170198 gene-HOLleu_27336
ortholog_6767 g170229 gene-HOLleu_27169
ortholog_6768 g170230 gene-HOLleu_27167
ortholog_6769 g170253 gene-HOLleu_35994
ortholog_6770 g170255 gene-HOLleu_26944
ortholog_6771 g170278 gene-HOLleu_27718
ortholog_6772 g170296 gene-HOLleu_27161
ortholog_6773 g170305 gene-HOLleu_27375
ortholog_6774 g170326 gene-HOLleu_27371
ortholog_6775 g170332 gene-HOLleu_27372
ortholog_6776 g170333 gene-HOLleu_27397
ortholog_6777 g170342 gene-HOLleu_27186
ortholog_6778 g170349 gene-HOLleu_11174
ortholog_6779 g170372 gene-HOLleu_42568
ortholog_6780 g170398 gene-HOLleu_27041
ortholog_6781 g170443 gene-HOLleu_27699
ortholog_6782 g170445 gene-HOLleu_26885
ortholog_6783 g170495 gene-HOLleu_27923
ortholog_6784 g170549 gene-HOLleu_19192
ortholog_6785 g170567 gene-HOLleu_27872
ortholog_6786 g170575 gene-HOLleu_27640
ortholog_6787 g170593 gene-HOLleu_27511
ortholog_6788 g170648 gene-HOLleu_27476
ortholog_6789 g170700 gene-HOLleu_22252
ortholog_6790 g170710 gene-HOLleu_27764
ortholog_6791 g170732 gene-HOLleu_27288
ortholog_6792 g170761 gene-HOLleu_27258
ortholog_6793 g170769 gene-HOLleu_26862
ortholog_6794 g170790 gene-HOLleu_26390
ortholog_6795 g170803 gene-HOLleu_09851
ortholog_6796 g170805 gene-HOLleu_10190
ortholog_6797 g170808 gene-HOLleu_09850
ortholog_6798 g170838 gene-HOLleu_27390
ortholog_6799 g170901 gene-HOLleu_27851
ortholog_6800 g170903 gene-HOLleu_27828
ortholog_6801 g170966 gene-HOLleu_27800
ortholog_6802 g170974 gene-HOLleu_27754
ortholog_6803 g170999 gene-HOLleu_19881
ortholog_6804 g171023 gene-HOLleu_27465
ortholog_6805 g171048 gene-HOLleu_07508
ortholog_6806 g171100 gene-HOLleu_26975
ortholog_6807 g171130 gene-HOLleu_16507
ortholog_6808 g171185 gene-HOLleu_27365
ortholog_6809 g171190 gene-HOLleu_27570
ortholog_6810 g171196 gene-HOLleu_27518
ortholog_6811 g171211 gene-HOLleu_27850
ortholog_6812 g171217 gene-HOLleu_11156
ortholog_6813 g171224 gene-HOLleu_27547
ortholog_6814 g171331 gene-HOLleu_27244
ortholog_6815 g171416 gene-HOLleu_27660
ortholog_6816 g171469 gene-HOLleu_27366
ortholog_6817 g171551 gene-HOLleu_26956
ortholog_6818 g171614 gene-HOLleu_27174
ortholog_6819 g171631 gene-HOLleu_27896
ortholog_6820 g171678 gene-HOLleu_14912
ortholog_6821 g171681 gene-HOLleu_41438
ortholog_6822 g171692 gene-HOLleu_27499
ortholog_6823 g171734 gene-HOLleu_27567
ortholog_6824 g171735 gene-HOLleu_27566
ortholog_6825 g171790 gene-HOLleu_37219
ortholog_6826 g171795 gene-HOLleu_27284
ortholog_6827 g171820 gene-HOLleu_27066
ortholog_6828 g171823 gene-HOLleu_26620
ortholog_6829 g171848 gene-HOLleu_11570
ortholog_6830 g171900 gene-HOLleu_27680
ortholog_6831 g171908 gene-HOLleu_27681
ortholog_6832 g172022 gene-HOLleu_20518
ortholog_6833 g172023 gene-HOLleu_27824
ortholog_6834 g172036 gene-HOLleu_27071
ortholog_6835 g172041 gene-HOLleu_27074
ortholog_6836 g172075 gene-HOLleu_01953
ortholog_6837 g172112 gene-HOLleu_27599
ortholog_6838 g172139 gene-HOLleu_25782
ortholog_6839 g172145 gene-HOLleu_38675
ortholog_6840 g172168 gene-HOLleu_27268
ortholog_6841 g172185 gene-HOLleu_27937
ortholog_6842 g172192 gene-HOLleu_27361
ortholog_6843 g172213 gene-HOLleu_27592
ortholog_6844 g172244 gene-HOLleu_27241
ortholog_6845 g172249 gene-HOLleu_26491
ortholog_6846 g172307 gene-HOLleu_27278
ortholog_6847 g172424 gene-HOLleu_27995
ortholog_6848 g172440 gene-HOLleu_26963
ortholog_6849 g172524 gene-HOLleu_26863
ortholog_6850 g172536 gene-HOLleu_27564
ortholog_6851 g172659 gene-HOLleu_27930
ortholog_6852 g172710 gene-HOLleu_26544
ortholog_6853 g172713 gene-HOLleu_26546
ortholog_6854 g172737 gene-HOLleu_27340
ortholog_6855 g172742 gene-HOLleu_27614
ortholog_6856 g172764 gene-HOLleu_27269
ortholog_6857 g172773 gene-HOLleu_27834
ortholog_6858 g172807 gene-HOLleu_37715
ortholog_6859 g172813 gene-HOLleu_27857
ortholog_6860 g172816 gene-HOLleu_18732
ortholog_6861 g172911 gene-HOLleu_27163
ortholog_6862 g172935 gene-HOLleu_26549
ortholog_6863 g172969 gene-HOLleu_27487
ortholog_6864 g173037 gene-HOLleu_28068
ortholog_6865 g173089 gene-HOLleu_27539
ortholog_6866 g173146 gene-HOLleu_27612
ortholog_6867 g173155 gene-HOLleu_26884
ortholog_6868 g173189 gene-HOLleu_27042
ortholog_6869 g173201 gene-HOLleu_27549
ortholog_6870 g173203 gene-HOLleu_27941
ortholog_6871 g173208 gene-HOLleu_27760
ortholog_6872 g173228 gene-HOLleu_26618
ortholog_6873 g173256 gene-HOLleu_19202
ortholog_6874 g173262 gene-HOLleu_27380
ortholog_6875 g173273 gene-HOLleu_27615
ortholog_6876 g173281 gene-HOLleu_27617
ortholog_6877 g173288 gene-HOLleu_27924
ortholog_6878 g173523 gene-HOLleu_18253
ortholog_6879 g173534 gene-HOLleu_26922
ortholog_6880 g173541 gene-HOLleu_26658
ortholog_6881 g173596 gene-HOLleu_27657
ortholog_6882 g173612 gene-HOLleu_27068
ortholog_6883 g173690 gene-HOLleu_27468
ortholog_6884 g173708 gene-HOLleu_26805
ortholog_6885 g173725 gene-HOLleu_27088
ortholog_6886 g173753 gene-HOLleu_13109
ortholog_6887 g173754 gene-HOLleu_13110
ortholog_6888 g173806 gene-HOLleu_27276
ortholog_6889 g173830 gene-HOLleu_15532
ortholog_6890 g173851 gene-HOLleu_38393
ortholog_6891 g173857 gene-HOLleu_26864
ortholog_6892 g173866 gene-HOLleu_36644
ortholog_6893 g173905 gene-HOLleu_32663
ortholog_6894 g173910 gene-HOLleu_28021
ortholog_6895 g173928 gene-HOLleu_06591
ortholog_6896 g173967 gene-HOLleu_27388
ortholog_6897 g173970 gene-HOLleu_27282
ortholog_6898 g173980 gene-HOLleu_27818
ortholog_6899 g173999 gene-HOLleu_17586
ortholog_6900 g174228 gene-HOLleu_27875
ortholog_6901 g174245 gene-HOLleu_44228
ortholog_6902 g174266 gene-HOLleu_04333
ortholog_6903 g174311 gene-HOLleu_36271
ortholog_6904 g174539 gene-HOLleu_04644
ortholog_6905 g174569 gene-HOLleu_23229
ortholog_6906 g174673 gene-HOLleu_08732
ortholog_6907 g174718 gene-HOLleu_08033
ortholog_6908 g174803 gene-HOLleu_07741
ortholog_6909 g174841 gene-HOLleu_24940
ortholog_6910 g175145 gene-HOLleu_10972
ortholog_6911 g175167 gene-HOLleu_12313
ortholog_6912 g175168 gene-HOLleu_32862
ortholog_6913 g175182 gene-HOLleu_05698
ortholog_6914 g175184 gene-HOLleu_26923
ortholog_6915 g175188 gene-HOLleu_36009
ortholog_6916 g175204 gene-HOLleu_27352
ortholog_6917 g175217 gene-HOLleu_15480
ortholog_6918 g175236 gene-HOLleu_12411
ortholog_6919 g175365 gene-HOLleu_27821
ortholog_6920 g175487 gene-HOLleu_26897
ortholog_6921 g175607 gene-HOLleu_27796
ortholog_6922 g175610 gene-HOLleu_41750
ortholog_6923 g175710 gene-HOLleu_19947
ortholog_6924 g175734 gene-HOLleu_41433
ortholog_6925 g175890 gene-HOLleu_41768
ortholog_6926 g175900 gene-HOLleu_41594
ortholog_6927 g175919 gene-HOLleu_41810
ortholog_6928 g175986 gene-HOLleu_41899
ortholog_6929 g176043 gene-HOLleu_12430
ortholog_6930 g176046 gene-HOLleu_41632
ortholog_6931 g176057 gene-HOLleu_00539
ortholog_6932 g176140 gene-HOLleu_41118
ortholog_6933 g176146 gene-HOLleu_41724
ortholog_6934 g176184 gene-HOLleu_41787
ortholog_6935 g176202 gene-HOLleu_41021
ortholog_6936 g176244 gene-HOLleu_13208
ortholog_6937 g176276 gene-HOLleu_41592
ortholog_6938 g176312 gene-HOLleu_41346
ortholog_6939 g176507 gene-HOLleu_41751
ortholog_6940 g176548 gene-HOLleu_41330
ortholog_6941 g176657 gene-HOLleu_41214
ortholog_6942 g176661 gene-HOLleu_40989
ortholog_6943 g176674 gene-HOLleu_40990
ortholog_6944 g176719 gene-HOLleu_41206
ortholog_6945 g176722 gene-HOLleu_41142
ortholog_6946 g176740 gene-HOLleu_41790
ortholog_6947 g176746 gene-HOLleu_41010
ortholog_6948 g176773 gene-HOLleu_41633
ortholog_6949 g176787 gene-HOLleu_39423
ortholog_6950 g177025 gene-HOLleu_40848
ortholog_6951 g177096 gene-HOLleu_41938
ortholog_6952 g177128 gene-HOLleu_41333
ortholog_6953 g177145 gene-HOLleu_41851
ortholog_6954 g177162 gene-HOLleu_41800
ortholog_6955 g177164 gene-HOLleu_41797
ortholog_6956 g177184 gene-HOLleu_41755
ortholog_6957 g177342 gene-HOLleu_41358
ortholog_6958 g177357 gene-HOLleu_41355
ortholog_6959 g177462 gene-HOLleu_43144
ortholog_6960 g177496 gene-HOLleu_05425
ortholog_6961 g177497 gene-HOLleu_39088
ortholog_6962 g177610 gene-HOLleu_29190
ortholog_6963 g177672 gene-HOLleu_41138
ortholog_6964 g177714 gene-HOLleu_41389
ortholog_6965 g177786 gene-HOLleu_41796
ortholog_6966 g177887 gene-HOLleu_41576
ortholog_6967 g177939 gene-HOLleu_15498
ortholog_6968 g177944 gene-HOLleu_41347
ortholog_6969 g177963 gene-HOLleu_41393
ortholog_6970 g177965 gene-HOLleu_41015
ortholog_6971 g177974 gene-HOLleu_41334
ortholog_6972 g178071 gene-HOLleu_24919
ortholog_6973 g178076 gene-HOLleu_05231
ortholog_6974 g178107 gene-HOLleu_37156
ortholog_6975 g178161 gene-HOLleu_41615
ortholog_6976 g178290 gene-HOLleu_18208
ortholog_6977 g178322 gene-HOLleu_44390
ortholog_6978 g178421 gene-HOLleu_41331
ortholog_6979 g178459 gene-HOLleu_41651
ortholog_6980 g178479 gene-HOLleu_41610
ortholog_6981 g178586 gene-HOLleu_10463
ortholog_6982 g178593 gene-HOLleu_41753
ortholog_6983 g178610 gene-HOLleu_10292
ortholog_6984 g178709 gene-HOLleu_41128
ortholog_6985 g178734 gene-HOLleu_41050
ortholog_6986 g178747 gene-HOLleu_41655
ortholog_6987 g178751 gene-HOLleu_41656
ortholog_6988 g178757 gene-HOLleu_41654
ortholog_6989 g178779 gene-HOLleu_02663
ortholog_6990 g178781 gene-HOLleu_41171
ortholog_6991 g178795 gene-HOLleu_41185
ortholog_6992 g178889 gene-HOLleu_41863
ortholog_6993 g178934 gene-HOLleu_22615
ortholog_6994 g178965 gene-HOLleu_21292
ortholog_6995 g178996 gene-HOLleu_12438
ortholog_6996 g179127 gene-HOLleu_41116
ortholog_6997 g179150 gene-HOLleu_22425
ortholog_6998 g179176 gene-HOLleu_41705
ortholog_6999 g179178 gene-HOLleu_41706
ortholog_7000 g179183 gene-HOLleu_41178
ortholog_7001 g179204 gene-HOLleu_41390
ortholog_7002 g179255 gene-HOLleu_41284
ortholog_7003 g179281 gene-HOLleu_44346
ortholog_7004 g179287 gene-HOLleu_41069
ortholog_7005 g179303 gene-HOLleu_41484
ortholog_7006 g179328 gene-HOLleu_35413
ortholog_7007 g179372 gene-HOLleu_43036
ortholog_7008 g179375 gene-HOLleu_41066
ortholog_7009 g179379 gene-HOLleu_41889
ortholog_7010 g179416 gene-HOLleu_41055
ortholog_7011 g179452 gene-HOLleu_15521
ortholog_7012 g179470 gene-HOLleu_41270
ortholog_7013 g179499 gene-HOLleu_12550
ortholog_7014 g179520 gene-HOLleu_41873
ortholog_7015 g179563 gene-HOLleu_41519
ortholog_7016 g179585 gene-HOLleu_27179
ortholog_7017 g179586 gene-HOLleu_41487
ortholog_7018 g179635 gene-HOLleu_37636
ortholog_7019 g179695 gene-HOLleu_41792
ortholog_7020 g179703 gene-HOLleu_41391
ortholog_7021 g179737 gene-HOLleu_41850
ortholog_7022 g179740 gene-HOLleu_41845
ortholog_7023 g179764 gene-HOLleu_32215
ortholog_7024 g179805 gene-HOLleu_40699
ortholog_7025 g179819 gene-HOLleu_41023
ortholog_7026 g179867 gene-HOLleu_41155
ortholog_7027 g179884 gene-HOLleu_24451
ortholog_7028 g179951 gene-HOLleu_41868
ortholog_7029 g179976 gene-HOLleu_05805
ortholog_7030 g180106 gene-HOLleu_41041
ortholog_7031 g180109 gene-HOLleu_40053
ortholog_7032 g180124 gene-HOLleu_41653
ortholog_7033 g180139 gene-HOLleu_41337
ortholog_7034 g180145 gene-HOLleu_10038
ortholog_7035 g180188 gene-HOLleu_35054
ortholog_7036 g180264 gene-HOLleu_41880
ortholog_7037 g180287 gene-HOLleu_29741
ortholog_7038 g180304 gene-HOLleu_41802
ortholog_7039 g180331 gene-HOLleu_41761
ortholog_7040 g180339 gene-HOLleu_34464
ortholog_7041 g180351 gene-HOLleu_41386
ortholog_7042 g180366 gene-HOLleu_41436
ortholog_7043 g180379 gene-HOLleu_37777
ortholog_7044 g180427 gene-HOLleu_37648
ortholog_7045 g180460 gene-HOLleu_43039
ortholog_7046 g180462 gene-HOLleu_27527
ortholog_7047 g180469 gene-HOLleu_41918
ortholog_7048 g180475 gene-HOLleu_41852
ortholog_7049 g180479 gene-HOLleu_41244
ortholog_7050 g180566 gene-HOLleu_41362
ortholog_7051 g180580 gene-HOLleu_41193
ortholog_7052 g180605 gene-HOLleu_27398
ortholog_7053 g180661 gene-HOLleu_41115
ortholog_7054 g180680 gene-HOLleu_30898
ortholog_7055 g180746 gene-HOLleu_41977
ortholog_7056 g180832 gene-HOLleu_41439
ortholog_7057 g180843 gene-HOLleu_41590
ortholog_7058 g180859 gene-HOLleu_13984
ortholog_7059 g180865 gene-HOLleu_41748
ortholog_7060 g180906 gene-HOLleu_36689
ortholog_7061 g180987 gene-HOLleu_41902
ortholog_7062 g181020 gene-HOLleu_41236
ortholog_7063 g181029 gene-HOLleu_43253
ortholog_7064 g181199 gene-HOLleu_41399
ortholog_7065 g181282 gene-HOLleu_06286
ortholog_7066 g181294 gene-HOLleu_41352
ortholog_7067 g181304 gene-HOLleu_41483
ortholog_7068 g181335 gene-HOLleu_42733
ortholog_7069 g181350 gene-HOLleu_41573
ortholog_7070 g181352 gene-HOLleu_41209
ortholog_7071 g181368 gene-HOLleu_41569
ortholog_7072 g181405 gene-HOLleu_41544
ortholog_7073 g181417 gene-HOLleu_41210
ortholog_7074 g181431 gene-HOLleu_41297
ortholog_7075 g181490 gene-HOLleu_41323
ortholog_7076 g181518 gene-HOLleu_33813
ortholog_7077 g181522 gene-HOLleu_41102
ortholog_7078 g181533 gene-HOLleu_41222
ortholog_7079 g181556 gene-HOLleu_41231
ortholog_7080 g181559 gene-HOLleu_41232
ortholog_7081 g181583 gene-HOLleu_41233
ortholog_7082 g181646 gene-HOLleu_41144
ortholog_7083 g181666 gene-HOLleu_41175
ortholog_7084 g181675 gene-HOLleu_34601
ortholog_7085 g181728 gene-HOLleu_41080
ortholog_7086 g181737 gene-HOLleu_22424
ortholog_7087 g181782 gene-HOLleu_07054
ortholog_7088 g181835 gene-HOLleu_41190
ortholog_7089 g181863 gene-HOLleu_28471
ortholog_7090 g181933 gene-HOLleu_01794
ortholog_7091 g182065 gene-HOLleu_14184
ortholog_7092 g182074 gene-HOLleu_41130
ortholog_7093 g182078 gene-HOLleu_42009
ortholog_7094 g182093 gene-HOLleu_41455
ortholog_7095 g182102 gene-HOLleu_15738
ortholog_7096 g182200 gene-HOLleu_40995
ortholog_7097 g182228 gene-HOLleu_41316
ortholog_7098 g182268 gene-HOLleu_41677
ortholog_7099 g182297 gene-HOLleu_41078
ortholog_7100 g182345 gene-HOLleu_41348
ortholog_7101 g182374 gene-HOLleu_02394
ortholog_7102 g182414 gene-HOLleu_41388
ortholog_7103 g182444 gene-HOLleu_41652
ortholog_7104 g182469 gene-HOLleu_40519
ortholog_7105 g182502 gene-HOLleu_41241
ortholog_7106 g182627 gene-HOLleu_20992
ortholog_7107 g182824 gene-HOLleu_41670
ortholog_7108 g183350 gene-HOLleu_41593
ortholog_7109 g183354 gene-HOLleu_18409
ortholog_7110 g183395 gene-HOLleu_41639
ortholog_7111 g183646 gene-HOLleu_22917
ortholog_7112 g183706 gene-HOLleu_02434
ortholog_7113 g183813 gene-HOLleu_14411
ortholog_7114 g183910 gene-HOLleu_40019
ortholog_7115 g183957 gene-HOLleu_40294
ortholog_7116 g183984 gene-HOLleu_23168
ortholog_7117 g184082 gene-HOLleu_40225
ortholog_7118 g184385 gene-HOLleu_12257
ortholog_7119 g184428 gene-HOLleu_40718
ortholog_7120 g184469 gene-HOLleu_40254
ortholog_7121 g184478 gene-HOLleu_40763
ortholog_7122 g184501 gene-HOLleu_43033
ortholog_7123 g184613 gene-HOLleu_03232
ortholog_7124 g184880 gene-HOLleu_06994
ortholog_7125 g184902 gene-HOLleu_06524
ortholog_7126 g184913 gene-HOLleu_05703
ortholog_7127 g184932 gene-HOLleu_05700
ortholog_7128 g184973 gene-HOLleu_19535
ortholog_7129 g185010 gene-HOLleu_06020
ortholog_7130 g185019 gene-HOLleu_04815
ortholog_7131 g185037 gene-HOLleu_04836
ortholog_7132 g185041 gene-HOLleu_04838
ortholog_7133 g185044 gene-HOLleu_06604
ortholog_7134 g185066 gene-HOLleu_05587
ortholog_7135 g185070 gene-HOLleu_05589
ortholog_7136 g185161 gene-HOLleu_05745
ortholog_7137 g185162 gene-HOLleu_06584
ortholog_7138 g185188 gene-HOLleu_30022
ortholog_7139 g185215 gene-HOLleu_22516
ortholog_7140 g185230 gene-HOLleu_06378
ortholog_7141 g185256 gene-HOLleu_05453
ortholog_7142 g185264 gene-HOLleu_05791
ortholog_7143 g185321 gene-HOLleu_06594
ortholog_7144 g185327 gene-HOLleu_06598
ortholog_7145 g185330 gene-HOLleu_05689
ortholog_7146 g185344 gene-HOLleu_05036
ortholog_7147 g185364 gene-HOLleu_06044
ortholog_7148 g185374 gene-HOLleu_06895
ortholog_7149 g185375 gene-HOLleu_06903
ortholog_7150 g185392 gene-HOLleu_05978
ortholog_7151 g185411 gene-HOLleu_06272
ortholog_7152 g185413 gene-HOLleu_06273
ortholog_7153 g185416 gene-HOLleu_05769
ortholog_7154 g185434 gene-HOLleu_05114
ortholog_7155 g185436 gene-HOLleu_06081
ortholog_7156 g185437 gene-HOLleu_06559
ortholog_7157 g185460 gene-HOLleu_04957
ortholog_7158 g185475 gene-HOLleu_06212
ortholog_7159 g185500 gene-HOLleu_05935
ortholog_7160 g185530 gene-HOLleu_06819
ortholog_7161 g185561 gene-HOLleu_05859
ortholog_7162 g185583 gene-HOLleu_05810
ortholog_7163 g185627 gene-HOLleu_05369
ortholog_7164 g185638 gene-HOLleu_05179
ortholog_7165 g185738 gene-HOLleu_05181
ortholog_7166 g185744 gene-HOLleu_28064
ortholog_7167 g185748 gene-HOLleu_06850
ortholog_7168 g185754 gene-HOLleu_06853
ortholog_7169 g185766 gene-HOLleu_04786
ortholog_7170 g185833 gene-HOLleu_05442
ortholog_7171 g185846 gene-HOLleu_05730
ortholog_7172 g185854 gene-HOLleu_05505
ortholog_7173 g185856 gene-HOLleu_06749
ortholog_7174 g185862 gene-HOLleu_05003
ortholog_7175 g185867 gene-HOLleu_06590
ortholog_7176 g185885 gene-HOLleu_05955
ortholog_7177 g185903 gene-HOLleu_05944
ortholog_7178 g185904 gene-HOLleu_05946
ortholog_7179 g185917 gene-HOLleu_04942
ortholog_7180 g185920 gene-HOLleu_06006
ortholog_7181 g185970 gene-HOLleu_38120
ortholog_7182 g185976 gene-HOLleu_06721
ortholog_7183 g185985 gene-HOLleu_38412
ortholog_7184 g186124 gene-HOLleu_05049
ortholog_7185 g186126 gene-HOLleu_05039
ortholog_7186 g186132 gene-HOLleu_05770
ortholog_7187 g186134 gene-HOLleu_05875
ortholog_7188 g186138 gene-HOLleu_05878
ortholog_7189 g186156 gene-HOLleu_05404
ortholog_7190 g186181 gene-HOLleu_06945
ortholog_7191 g186192 gene-HOLleu_05851
ortholog_7192 g186202 gene-HOLleu_06719
ortholog_7193 g186214 gene-HOLleu_06027
ortholog_7194 g186220 gene-HOLleu_06389
ortholog_7195 g186242 gene-HOLleu_05020
ortholog_7196 g186304 gene-HOLleu_07326
ortholog_7197 g186315 gene-HOLleu_06912
ortholog_7198 g186332 gene-HOLleu_23995
ortholog_7199 g186363 gene-HOLleu_05951
ortholog_7200 g186366 gene-HOLleu_06257
ortholog_7201 g186373 gene-HOLleu_06894
ortholog_7202 g186377 gene-HOLleu_06108
ortholog_7203 g186383 gene-HOLleu_04992
ortholog_7204 g186488 gene-HOLleu_16453
ortholog_7205 g186489 gene-HOLleu_07701
ortholog_7206 g186628 gene-HOLleu_06149
ortholog_7207 g186703 gene-HOLleu_06560
ortholog_7208 g186722 gene-HOLleu_05009
ortholog_7209 g186728 gene-HOLleu_05441
ortholog_7210 g186730 gene-HOLleu_05450
ortholog_7211 g186787 gene-HOLleu_06326
ortholog_7212 g186817 gene-HOLleu_06041
ortholog_7213 g186822 gene-HOLleu_05793
ortholog_7214 g186846 gene-HOLleu_06692
ortholog_7215 g186854 gene-HOLleu_05330
ortholog_7216 g186957 gene-HOLleu_31209
ortholog_7217 g186958 gene-HOLleu_36336
ortholog_7218 g186984 gene-HOLleu_39414
ortholog_7219 g187067 gene-HOLleu_06328
ortholog_7220 g187070 gene-HOLleu_06722
ortholog_7221 g187128 gene-HOLleu_05124
ortholog_7222 g187219 gene-HOLleu_06848
ortholog_7223 g187228 gene-HOLleu_05529
ortholog_7224 g187260 gene-HOLleu_39358
ortholog_7225 g187269 gene-HOLleu_12076
ortholog_7226 g187275 gene-HOLleu_37460
ortholog_7227 g187280 gene-HOLleu_24807
ortholog_7228 g187308 gene-HOLleu_05500
ortholog_7229 g187312 gene-HOLleu_06557
ortholog_7230 g187314 gene-HOLleu_05622
ortholog_7231 g187317 gene-HOLleu_05187
ortholog_7232 g187369 gene-HOLleu_05083
ortholog_7233 g187378 gene-HOLleu_05013
ortholog_7234 g187382 gene-HOLleu_05011
ortholog_7235 g187410 gene-HOLleu_06755
ortholog_7236 g187425 gene-HOLleu_05513
ortholog_7237 g187449 gene-HOLleu_05699
ortholog_7238 g187451 gene-HOLleu_05697
ortholog_7239 g187459 gene-HOLleu_24816
ortholog_7240 g187515 gene-HOLleu_05357
ortholog_7241 g187523 gene-HOLleu_05117
ortholog_7242 g187540 gene-HOLleu_06385
ortholog_7243 g187552 gene-HOLleu_06436
ortholog_7244 g187556 gene-HOLleu_06028
ortholog_7245 g187607 gene-HOLleu_05981
ortholog_7246 g187675 gene-HOLleu_05890
ortholog_7247 g187693 gene-HOLleu_06665
ortholog_7248 g187704 gene-HOLleu_06695
ortholog_7249 g187712 gene-HOLleu_06009
ortholog_7250 g187723 gene-HOLleu_06225
ortholog_7251 g187731 gene-HOLleu_06769
ortholog_7252 g187767 gene-HOLleu_05956
ortholog_7253 g187774 gene-HOLleu_41183
ortholog_7254 g187775 gene-HOLleu_05988
ortholog_7255 g187809 gene-HOLleu_05714
ortholog_7256 g187815 gene-HOLleu_06981
ortholog_7257 g187818 gene-HOLleu_06980
ortholog_7258 g187828 gene-HOLleu_17905
ortholog_7259 g187839 gene-HOLleu_06370
ortholog_7260 g187962 gene-HOLleu_03482
ortholog_7261 g187986 gene-HOLleu_04994
ortholog_7262 g187998 gene-HOLleu_05711
ortholog_7263 g188047 gene-HOLleu_04814
ortholog_7264 g188056 gene-HOLleu_06323
ortholog_7265 g188081 gene-HOLleu_14816
ortholog_7266 g188099 gene-HOLleu_04822
ortholog_7267 g188121 gene-HOLleu_05568
ortholog_7268 g188166 gene-HOLleu_05091
ortholog_7269 g188182 gene-HOLleu_04934
ortholog_7270 g188198 gene-HOLleu_06090
ortholog_7271 g188226 gene-HOLleu_13011
ortholog_7272 g188259 gene-HOLleu_21860
ortholog_7273 g188296 gene-HOLleu_06693
ortholog_7274 g188334 gene-HOLleu_05028
ortholog_7275 g188392 gene-HOLleu_05545
ortholog_7276 g188396 gene-HOLleu_05190
ortholog_7277 g188399 gene-HOLleu_05188
ortholog_7278 g188426 gene-HOLleu_06793
ortholog_7279 g188431 gene-HOLleu_06792
ortholog_7280 g188437 gene-HOLleu_06791
ortholog_7281 g188458 gene-HOLleu_06788
ortholog_7282 g188467 gene-HOLleu_06909
ortholog_7283 g188522 gene-HOLleu_06644
ortholog_7284 g188529 gene-HOLleu_06325
ortholog_7285 g188537 gene-HOLleu_06274
ortholog_7286 g188542 gene-HOLleu_06269
ortholog_7287 g188570 gene-HOLleu_26524
ortholog_7288 g188574 gene-HOLleu_44207
ortholog_7289 g188607 gene-HOLleu_40141
ortholog_7290 g188633 gene-HOLleu_40139
ortholog_7291 g188669 gene-HOLleu_33461
